idp,x,y,z
2602,-59.06149,-28.96295,0
2603,-59.09236,-28.94897,NA
2604,-63.38206,-39.875,0
2605,-62.70797,-40.88375,0
2606,-64.0964,-32.2039,0
2607,-62.3972,-33.5333,0
2608,-63.6039,-32.3508,2
2609,-64.4208,-34.6944,0
2610,-63.5842,-31.8161,0
2611,-62.19833,-34.24167,2
2612,-63.20342,-40.69967,0
2613,-63.5125,-32.1447,0
2614,-62.5536,-32.8628,1
2615,-63.5119,-31.1639,0
2616,-64.4167,-34.7,0
2617,-60.46052,-35.69228,0
2618,-60.40359,-35.77144,2
2623,-63.37669,-40.31003,0
2624,-60.67295,-35.85365,0
2625,-60.35627,-35.93428,2
2626,-60.08486,-35.80384,0
2627,-62.76653,-40.28803,0
2628,-60.38707,-36.10816,0
2629,-57.95489,-36.14383,0
2630,-60.24167,-35.97333,0
2631,-62.78308,-40.46147,0
2632,-58.70704,-36.08374,2
2633,-59.73289,-36.26949,2
2634,-60.38431,-36.10664,0
2635,-60.41448,-36.16126,2
2636,-62.80389,-40.48156,0
2637,-58.63452,-35.9453,0
2638,-58.70488,-36.04733,0
2639,-58.87217,-35.62143,0
2640,-58.89034,-35.82846,2
2641,-57.88586,-35.53303,0
2642,-59.17304,-36.30694,0
2643,-58.73627,-36.26914,0
2644,-62.79707,-40.46664,0
2645,-58.15405,-36.98181,0
2646,-58.32213,-35.24629,0
2647,-63.29611,-40.68604,0
2648,-57.90996,-35.59021,2
2649,-57.9279,-36.11689,2
2650,-58.55608,-35.9297,0
2651,-57.88902,-36.16464,2
2652,-57.53507,-35.04717,0
2653,-57.11701,-36.27666,NA
2654,-57.44901,-36.23828,0
2655,-57.51071,-35.05451,0
2656,-57.2786,-36.47955,1
2657,-57.40449,-36.22269,NA
2658,-57.18719,-36.36866,0
2659,-57.22697,-36.63823,1
2660,-57.03639,-36.45357,1
2661,-57.35014,-35.30237,1
2662,-57.63663,-35.01861,0
2663,-57.20139,-35.315,NA
2664,-57.20123,-35.31531,2
2665,-57.39622,-35.72242,0
2666,-56.83259,-36.53858,0
2667,-57.35183,-36.42941,NA
2668,-61.4375,-33.19556,0
2669,-62.4736,-33.3169,0
2670,-62.59014,-40.05547,0
2671,-64.6667,-34.3917,0
2672,-62.7183,-33.27,0
2673,-57.86833,-36.03417,2
2674,-60.41262,-36.15958,0
2675,-57.42819,-36.42997,1
2676,-63.4208,-34.1914,0
2677,-63.4528,-31.0014,0
2678,-61.84417,-30.33972,0
2679,-62.37664,-40.52461,0
2680,-62.25619,-40.55521,0
2681,-62.84283,-39.57692,0
2682,-62.80892,-39.61053,NA
2683,-62.74004,-34.52283,0
2684,-61.9459,-35.41289,2
2685,-61.68483,-36.36375,0
2686,-61.71388,-36.60054,0
2687,-62.93944,-34.93757,2
2688,-62.08612,-36.30572,NA
2689,-58.95416,-37.10646,0
2690,-58.17949,-36.97029,0
2691,-57.24306,-37.04111,0
2692,-57.24083,-37.065,0
2693,-57.6168,-36.60017,0
2694,-56.96676,-36.62125,1
2695,-63.4669,-33.6122,2
2696,-62.57,-34.73889,0
2697,-62.955,-33.8547,0
2698,-61.81986,-35.61621,2
2699,-57.19804,-37.36243,0
2700,-58.48333,-37.73611,1
2701,-64.0186,-30.8544,0
2702,-58.02222,-37.82167,1
2703,-64.6947,-33.0228,2
2704,-61.9,-32.5667,0
2705,-57.92917,-37.94583,0
2706,-57.91861,-37.95444,2
2707,-59.38914,-36.38682,2
2708,-59.12624,-36.44815,0
2709,-60.47222,-36.67778,0
2710,-60.22856,-36.69115,0
2711,-60.45076,-36.84394,2
2712,-60.42631,-36.94468,1
2713,-59.11568,-36.76683,1
2714,-59.27717,-36.95658,2
2715,-61.23693,-37.14544,0
2716,-61.12644,-37.17056,0
2717,-60.33521,-37.11826,1
2718,-60.40875,-37.09873,0
2719,-60.41953,-37.18456,0
2720,-60.31748,-37.18094,0
2721,-59.47515,-37.28358,1
2722,-58.87778,-37.15417,0
2723,-60.81736,-37.58197,2
2725,-61.46667,-38.03333,1
2726,-58.51794,-38.00648,1
2727,-62.6919,-31.5728,0
2728,-62.8083,-32.4447,0
2729,-62.8047,-32.1325,0
2730,-62.9222,-32.9739,0
2731,-62.8661,-32.3069,0
2732,-62.16,-32.3536,0
2733,-64.6036,-32.8156,0
2734,-62.9292,-32.7667,0
2735,-62.1006,-33.1764,2
2736,-62.9381,-32.4403,0
2737,-63.32528,-38.50319,0
2738,-61.86849,-38.84012,0
2739,-62.86706,-38.09894,0
2740,-59.01989,-29.171,NA
2741,-57.47765,-36.64257,2
2742,-56.72131,-36.56232,0
2743,-58.18639,-36.98528,0
2744,-57.18392,-36.95952,0
2745,-57.18752,-36.86595,1
2746,-56.7354,-36.75514,0
2747,-56.96441,-36.9859,1
2748,-57.34211,-37.09804,2
2749,-57.16306,-37.05667,1
2750,-57.27265,-37.20742,0
2751,-57.29483,-37.25585,0
2752,-57.10766,-37.32689,NA
2753,-57.20817,-37.43659,NA
2754,-57.28954,-37.59282,0
2755,-57.26528,-37.61472,0
2756,-57.26417,-37.61556,NA
2757,-57.32673,-37.61816,NA
2758,-57.33581,-37.61403,0
2759,-57.24306,-37.545,0
2760,-57.34098,-37.52409,0
2761,-58.2625,-37.80833,0
2762,-58.15994,-37.89254,2
2763,-60.2052,-36.83596,2
2764,-61.09016,-37.18375,2
2765,-59.8296,-37.22116,NA
2766,-59.9699,-37.193600000000004,NA
2767,-61.47233,-37.37796,2
2768,-60.95525,-37.3654,2
2769,-60.80266,-37.45625,0
2770,-60.57488,-37.37482,0
2771,-60.72317,-37.36148,0
2772,-60.87434,-37.54062,NA
2773,-60.87267,-37.54016,0
2774,-60.69832,-37.47059,0
2775,-59.27319,-37.46736,0
2776,-63.34917,-36.56333,0
2777,-61.96948,-36.84632,2
2778,-63.24028,-37.23639,0
2779,-63.38437,-37.2427,0
2780,-62.71167,-37.0902,NA
2781,-62.98168,-37.18838,0
2782,-62.36938,-37.05102,0
2783,-62.41734,-37.18579,2
2784,-62.41874,-37.1818,NA
2785,-62.88037,-37.64112,0
2786,-62.97731,-37.55984,0
2787,-62.86148,-37.52752,2
2788,-62.96865,-37.62137,0
2789,-62.60562,-37.53091,1
2790,-62.52021,-37.62211,0
2791,-62.54242,-37.63635,1
2792,-62.06262,-37.51935,2
2793,-62.43587,-37.70586,2
2794,-62.38041,-37.96539,0
2795,-62.17656,-37.91157,2
2796,-58.36752,-38.27447,0
2797,-58.16392,-38.34547,0
2798,-61.15639,-38.32083,1
2799,-60.76175,-38.24383,0
2800,-60.24431,-38.02793,0
2801,-60.2683,-38.24734,2
2802,-58.66168,-38.14361,2
2803,-58.96804,-38.26067,1
2804,-58.59761,-38.31963,0
2805,-58.63013,-38.30378,0
2806,-61.21551,-38.41429,1
2807,-61.13691,-38.44982,1
2808,-60.67481,-38.45056,2
2809,-60.47103,-38.34376,2
2810,-60.11762,-38.41163,1
2811,-59.94845,-38.34542,2
2812,-59.70579,-38.35141,0
2813,-59.52649,-38.47916,2
2814,-59.52126,-38.44904,0
2815,-59.4822,-38.43006,0
2816,-59.35109,-38.49784,0
2817,-59.23868,-38.35414,1
2818,-59.17537,-38.43264,0
2819,-59.37529,-38.60862,NA
2820,-58.58437,-38.45419,1
2821,-58.99039,-38.65306,0
2822,-58.91879,-38.62062,2
2823,-58.55985,-38.54756,0
2824,-59.78361,-38.79417,0
2825,-59.87028,-38.68889,0
2826,-59.975,-38.70778,2
2827,-59.66111,-38.76861,0
2828,-59.36891,-38.70234,1
2829,-62.54264,-38.72072,0
2830,-63.21678,-38.88611,NA
2831,-63.06386,-38.86292,NA
2832,-62.97211,-38.84661,NA
2833,-62.97072,-38.84817,NA
2834,-63.4397,-31.2272,0
2835,-63.2236,-34.0172,2
2836,-62.9697,-32.1389,0
2837,-62.2203,-33.5406,0
2838,-59.73961,-29.25875,0
2839,-63.8069,-31.6164,0
2840,-62.4892,-32.7411,0
2841,-64.5756,-33.0203,0
2842,-64.1042,-30.7167,NA
2843,-62.84867,-38.82486,NA
2844,-62.65847,-38.76622,0
2845,-62.54264,-38.72072,NA
2846,-65.74906,-39.03178,0
2847,-67.03594,-39.02978,NA
2848,-67.03594,-39.02978,NA
2849,-67.76211,-38.72714,NA
2850,-62.8919,-32.3633,0
2851,-68.06114,-38.53736,0
2852,-67.81617,-38.97072,NA
2853,-63.0083,-31.0319,0
2854,-63.40397,-39.32517,NA
2855,-62.8097,-32.8528,0
2856,-63.31331,-39.26414,0
2857,-62.94608,-38.99522,NA
2858,-64.3728,-34.6153,0
2859,-63.5833,-32.6586,0
2860,-63.2392,-34.1975,NA
2861,-62.8531,-32.3808,0
2862,-63.10072,-39.11036,0
2863,-62.82625,-38.90625,NA
2864,-63.49128,-39.38786,2
2865,-63.55233,-39.42953,0
2866,-62.70353,-36.925,0
2867,-62.69203,-36.90656,0
2868,-62.71853,-37.09998,0
2869,-62.69569,-37.8015,2
2870,-62.4683,-32.4236,2
2871,-63.5419,-31.2433,0
2872,-64.0236,-32.4119,0
2873,-64.6333,-34.9,0
2874,-63.7228,-32.3547,0
2875,-59.89528,-28.97139,0
2876,-59.75181,-29.39842,0
2877,-62.69033,-37.67817,1
2878,-62.69122,-37.75928,1
2879,-62.69447,-37.37958,1
2880,-62.69872,-37.55622,1
2881,-62.69856,-37.56525,0
2882,-60.82944,-30.69472,2
2883,-63.2208,-34.4117,0
2884,-64.2053,-32.4903,0
2885,-61.57639,-36.21928,0
2886,-64.2258,-30.8136,2
2887,-62.9,-32.7667,2
2888,-63.9231,-32.4911,0
2889,-62.5072,-31.7436,0
2890,-62.9342,-33.3036,0
2891,-57.91917,-38.14333,0
2892,-61.07603,-37.20775,0
2893,-61.53022,-36.17719,0
2894,-62.6758,-33.7106,0
2895,-63.4658,-33.3625,2
2896,-62.7328,-33.5517,0
2897,-64.3922,-32.0642,NA
2898,-63.2392,-33.4603,0
2899,-61.04764,-35.75889,NA
2900,-60.75964,-35.49631,NA
2901,-60.76019,-35.49803,0
2902,-68.58581,-52.75453,NA
2903,-63.0628,-33.3722,0
2904,-64.1281,-30.6267,0
2905,-62.6839,-32.2964,0
2906,-63.1528,-31.5806,0
2907,-68.58789,-52.85389,NA
2908,-68.5115,-53.04733,NA
2909,-57.36072,-36.22214,NA
2910,-63.0867,-34.0625,0
2911,-60.64232,-37.47062,2
2912,-64.1294,-30.7225,0
2913,-63.5078,-31.1639,0
2914,-59.87302,-37.08102,2
2915,-68.48892,-53.09711,NA
2916,-69.55761,-51.17669,0
2917,-62.1525,-32.4114,2
2918,-60.9025,-30.87472,0
2919,-69.59589,-51.30139,NA
2920,-69.63611,-51.53056,NA
2921,-69.56144,-50.96078,NA
2922,-57.40064,-36.22222,0
2923,-57.38517,-36.23125,NA
2924,-57.40533,-36.22778,0
2925,-69.03381,-50.05314,NA
2926,-68.94092,-49.94133,0
2927,-57.46494,-36.29208,0
2929,-67.66408,-48.06931,NA
2930,-67.33308,-47.569,NA
2931,-62.1186,-31.59,0
2932,-64.1458,-30.6275,0
2933,-63.3606,-33.6425,0
2934,-63.7272,-31.9606,0
2935,-65.34564,-41.29456,0
2936,-65.52764,-42.02808,NA
2937,-59.73934,-29.25779,0
2938,-57.41692,-36.03019,NA
2939,-65.61378,-42.27172,0
2940,-65.63442,-42.32389,0
2941,-60.81667,-31.45,0
2942,-62.0936,-32.5764,2
2943,-62.0531,-32.5572,0
2944,-63.6464,-31.7072,0
2945,-63.1967,-32.9719,0
2946,-65.84956,-43.32153,0
2947,-65.85981,-43.36542,NA
2948,-60.81803,-37.57601,2
2949,-60.81667,-31.45,0
2950,-59.00712,-34.8361,NA
2952,-59.75692,-34.92318,NA
2953,-59.72934,-29.25834,0
2954,-69.59533,-51.65744,NA
2955,-68.77472,-49.84184,NA
2957,-59.84556,-28.95892,0
2958,-64.89525,-24.64128,0
2959,-64.96425,-24.80808,NA
2960,-59.84855,-34.9571,NA
2961,-60.2963,-35.15875,NA
2962,-60.29795,-35.15825,NA
2963,-60.45807,-35.29688,0
2964,-62.06851,-38.606,NA
2965,-62.4028,-32.9708,NA
2966,-63.7925,-31.4047,0
2967,-63.9222,-33.6608,0
2968,-62.4575,-32.5631,0
2970,-64.99647,-25.0635,NA
2971,-64.95694,-25.19633,0
2972,-64.93581,-25.40281,0
2973,-64.97036,-25.59408,NA
2974,-65.04933,-25.89147,NA
2975,-65.14028,-26.07114,NA
2976,-62.07556,-30.17837,0
2977,-65.20189,-26.69772,NA
2978,-65.15564,-27.21808,NA
2979,-61.63603,-38.48753,0
2980,-62.9575,-32.4253,0
2981,-64.1958,-30.8833,0
2982,-62.1806,-32.6167,0
2983,-70.3,-39.61667,0
2984,-61.50944,-30.18111,2
2985,-71.01028,-37.36417,0
2986,-61.84417,-30.25944,2
2987,-70.99056,-37.36722,0
2988,-70.78333,-37.35,0
2989,-61,-30,0
2990,-70.9,-37.36667,0
2991,-70.6,-37.61667,2
2992,-62.3475,-32.4822,0
2993,-63.5978,-32.0517,0
2994,-63.7389,-31.9458,0
2995,-64.4236,-30.6781,0
2996,-64.42889,-30.72278,0
2997,-62.7753,-32.8561,0
2998,-64.4461,-30.755,0
2999,-63.1881,-32.1378,0
3000,-70.71667,-37.8,0
3001,-63.2683,-33.1364,0
3002,-70.88333,-38.08333,2
3003,-60.57639,-30.91083,2
3004,-70.48333,-37.76667,0
3005,-63.8492,-31.68,0
3006,-63.9819,-34.7019,0
3007,-63.0256,-31.1017,0
3008,-63.2447,-32.6014,0
3009,-64.1764,-30.5975,0
3010,-63.7936,-32.58,0
3011,-62.2253,-31.5211,0
3014,-62.4331,-32.1089,0
3016,-70.5,-38.45,NA
3019,-64.7403,-32.7653,0
3020,-71.15,-41,NA
3021,-64.4494,-34.7219,0
3023,-62.1692,-31.2167,2
3024,-70.03333,-40.1,0
3025,-70.05,-40.1,NA
3026,-60.93525,-38.20528,0
3027,-60.48367,-37.53239,0
3028,-70.73333,-40.48333,0
3029,-60.34017,-36.9815,NA
3030,-65.01419,-28.97608,NA
3031,-61.83278,-30.33972,0
3032,-65.08113,-28.44164,NA
3033,-64.58889,-30.00808,0
3034,-69.28333,-38.81667,0
3035,-64.53508,-30.12028,NA
3036,-64.26689,-30.49097,0
3037,-63.96956,-31.274,NA
3038,-63.62906,-31.89981,NA
3039,-69.25,-38.8,0
3040,-69.25,-38.68333,0
3041,-69.3,-38.66667,0
3042,-67.53978,-33.47506,0
3043,-69.38431,-38.95258,0
3044,-62.9567,-32.4253,0
3045,-63.9333,-29.7167,NA
3047,-62.6322,-33.925,0
3048,-64.0872,-30.9286,0
3049,-64.17583,-30.30028,NA
3050,-69.40472,-39.38083,0
3051,-61.9075,-30.40222,0
3052,-67.88725,-33.33997,0
3053,-68.43939,-32.93336,0
3054,-68.56914,-32.90942,0
3055,-69.33333,-39.18333,0
3056,-68.88392,-33.06333,0
3057,-69.36667,-39.1,0
3058,-69.71417,-39.14222,0
3059,-62.08167,-30.43306,2
3060,-62.14028,-32.39667,0
3061,-63.44583,-33.27333,0
3062,-61.92444,-30.45528,0
3063,-62,-32,0
3064,-62.3722,-32.6889,0
3065,-62.9639,-32.2144,0
3066,-64,-30,2
3067,-64.2942,-32.1569,0
3068,-63.9669,-32.2272,0
3069,-64,-32,2
3070,-64,-30,NA
3071,-64.0333,-30.7167,0
3072,-63.5603,-31.7092,0
3073,-64.65,-34.9,0
3074,-69.92,-39.31722,0
3075,-63,-32,0
3076,-63.0161,-34.465,0
3077,-62,-31.7033,0
3078,-63,-32,2
3079,-62,-33,0
3080,-69.73333,-38.86667,0
3081,-62,-32,0
3082,-69.78333,-38.85,0
3084,-68.9375,-38.93056,0
3085,-61.885,-30.45917,0
3086,-69.00722,-38.97556,0
3087,-61.61611,-30.52222,0
3088,-60.94306,-30.73222,2
3089,-69.26667,-39.36667,0
3090,-70.01667,-38.85,0
3091,-60.83417,-30.74528,2
3092,-70.02917,-38.74139,0
3093,-60.50806,-30.85389,2
3094,-69.8,-39.11667,0
3095,-61.491,-31.52908,0
3096,-57.9445,-51.71314,NA
3097,-60.92861,-30.86333,0
3098,-59.37417,-52.11333,2
3099,-60.92639,-30.8725,2
3100,-60.83167,-52.09444,2
3101,-57.80472,-51.6985,NA
3102,-59.37211,-52.14256,NA
3103,-60.95572,-31.53294,0
3104,-60.53861,-30.92583,0
3105,-60.87167,-30.95278,0
3106,-60.5875,-30.94278,0
3107,-58.97306,-51.82278,NA
3108,-60.97228,-32.315,0
3109,-60.84869,-32.67997,0
3111,-70.31197,-40.22411,0
3112,-70.40175,-40.30714,NA
3113,-70.49794,-40.40078,NA
3114,-70.70308,-40.14608,NA
3115,-70.8515,-39.98978,NA
3116,-60.06826,-51.95299,NA
3117,-60.07956,-51.70875,NA
3118,-60.69889,-30.94083,0
3119,-57.86544,-51.69844,NA
3120,-68.67481,-32.73883,0
3121,-68.68547,-32.59481,NA
3122,-68.54769,-31.70064,NA
3123,-68.58339,-32.07903,0
3124,-66.83347,-35.10703,0
3125,-61.93311,-31.08603,0
3126,-58.99319,-51.50219,NA
3127,-58.99022,-51.50014,NA
3128,-58.99003,-51.49875,NA
3129,-58.98978,-51.49514,NA
3130,-58.99069,-51.49503,NA
3131,-67.05542,-36.14347,NA
3132,-67.21203,-36.53536,0
3133,-61.94461,-31.1355,0
3134,-67.67858,-37.42269,0
3135,-71.35492,-42.24897,2
3136,-71.01036,-42.69364,2
3137,-70.1,-40.1,0
3138,-71.4535,-43.04653,NA
3140,-70.85806,-43.70061,0
3141,-71.32578,-44.18769,NA
3142,-69.93333,-39.13333,0
3143,-65.90483,-33.69322,0
3144,-65.26553,-33.59956,NA
3145,-62.6755,-33.19319,NA
3146,-70,-39.08333,0
3147,-66.20703,-33.79681,0
3148,-70.15,-37.96667,0
3149,-70.08333,-37.98333,0
3151,-63.52792,-32.01503,NA
3152,-62.86386,-32.53761,NA
3153,-62.73997,-32.56311,NA
3154,-62.54664,-32.57444,NA
3155,-61.40239,-32.77481,NA
3156,-61.86758,-31.13556,0
3157,-60.53772,-33.25342,NA
3159,-61.5,-31.2,0
3160,-61.5,-31.2,0
3161,-70.1,-38.11667,0
3162,-70.07275,-38.04461,0
3163,-58.51222,-35.07444,2
3164,-59.02586,-34.85711,0
3165,-59.21214,-35.17378,0
3166,-59.15642,-35.12517,0
3167,-59.02814,-34.59947,0
3168,-59.29739,-34.12947,NA
3169,-59.18786,-34.19886,2
3170,-61.5,-31.2,0
3171,-58.96592,-36.70133,NA
3172,-60.20389,-36.83772,NA
3173,-60.56481,-36.07961,0
3174,-59.31956,-37.469,0
3175,-59.36717,-37.49781,NA
3176,-64.8448,-25.3402,0
3177,-64.8577,-25.3241,0
3178,-64.6506,-25.4031,0
3179,-60.68056,-31.29444,0
3180,-64.8183,-25.348,NA
3181,-64.7861,-25.3813,0
3182,-60.67806,-31.29444,0
3183,-70.2,-38.16667,0
3184,-70.16667,-38.28333,0
3185,-64.6883,-25.3907,0
3186,-64.7616,-25.3641,0
3187,-64.6411,-25.3711,0
3188,-64.6666,-25.4065,0
3189,-64.6745,-25.3433,0
3190,-60.84667,-31.33556,0
3191,-70.19997,-38.27917,NA
3192,-64.7138,-25.4144,0
3193,-64.8547,-25.3467,NA
3194,-70.21667,-37.6,NA
3195,-64.8041,-25.3725,NA
3196,-64.8321,-25.3285,NA
3197,-64.7156,-25.3613,NA
3198,-70.2,-37.61667,0
3199,-70.58333,-38.26667,NA
3200,-70.95,-37.91667,0
3202,-61.88333,-30.45917,0
3203,-60.98917,-31.46278,0
3205,-60.70222,-31.47667,0
3207,-60.09008,-36.65031,NA
3208,-61.51583,-31.9125,0
3209,-63.9729,-25.4983,0
3210,-71.52264,-40.16139,NA
3211,-57.67178,-29.96308,0
3212,-57.81161,-30.063110000000002,0
3213,-71.03333,-39.78333,0
3214,-71.36667,-40.11667,0
3215,-71.31806,-40.15694,2
3217,-59.11365,-26.31214,0
3218,-70.88333,-38.73333,0
3219,-68.45,-38.63333,0
3220,-71.3,-38.9,NA
3221,-54.77727,-26.55509,NA
3222,-60.66444,-31.46167,2
3223,-58.20944,-33.04411,NA
3224,-58.21,-33.00417,0
3225,-61.70778,-30.51278,2
3226,-58.1245,-30.16864,NA
3227,-58.45292,-30.58611,0
3228,-58.27917,-33.03556,0
3229,-61.72778,-31.93333,2
3230,-70.6,-37.21667,0
3231,-58.60081,-35.77389,NA
3232,-58.62064,-35.87289,NA
3233,-58.05281,-36.09167,NA
3234,-61.00083,-31.98833,2
3235,-58.36659,-35.81222,NA
3237,-58.34438,-35.79359,NA
3238,-61.00083,-31.98333,2
3240,-59.09901,-25.79796,0
3241,-59.34949,-25.56136,0
3242,-59.46914,-26.08524,0
3243,-59.35587,-26.28439,0
3244,-59.43825,-25.6706,0
3245,-60,-31,0
3246,-59.4869,-25.84853,0
3247,-60.93889,-32.03972,0
3248,-61,-32,0
3249,-61.50194,-32.07028,0
3250,-59.93031,-32.34972,0
3251,-59.27611,-32.35592,0
3252,-58.89697,-32.39625,0
3253,-58.25569,-32.40117,NA
3254,-58.19169,-31.55308,0
3255,-58.24908,-32.10228,0
3256,-58.4148,-35.74388,NA
3257,-59.37641,-26.24886,0
3258,-58.08123,-35.77857,NA
3259,-59.34028,-25.57549,0
3260,-62.01667,-32.1,NA
3261,-59.35608,-26.24713,0
3262,-59.10695,-26.22261,0
3263,-61.8425,-32.18,0
3264,-61.58222,-32.18333,0
3265,-59.43712,-25.49704,0
3266,-59.13347,-26.30458,0
3267,-59.23957,-26.1324,0
3269,-58.42927,-35.73742,NA
3270,-59.03692,-26.22204,0
3271,-59.15047,-25.90207,0
3272,-58.08042,-35.777589999999996,NA
3273,-59.44738,-25.73528,0
3274,-59.12278,-26.24209,0
3275,-59.41573,-25.57406,0
3276,-59.38449,-25.58159,0
3277,-59.45891,-25.70303,2
3278,-59.35612,-26.24349,0
3279,-59.44057,-25.59808,0
3280,-59.4588,-25.80821,2
3281,-59.42275,-25.56192,0
3282,-59.40418,-26.16364,0
3283,-61.50556,-32.19806,0
3284,-61.87472,-32.19444,0
3285,-59.12901,-25.94684,0
3286,-59.04784,-25.82435,0
3287,-59.44321,-25.50192,0
3288,-59.18156,-26.02231,0
3289,-59.35172,-26.22791,0
3290,-59.44232,-25.54631,0
3291,-61.05,-32.33,0
3292,-61.17917,-32.36111,0
3293,-60.83333,-32.41667,0
3294,-60.895,-32.48694,0
3295,-58.55181,-32.88742,NA
3296,-61.41667,-32.49861,0
3297,-61.43333,-32.50056,0
3298,-58.75006,-30.92103,NA
3299,-59.25881,-31.28931,NA
3300,-59.72308,-31.54475,NA
3301,-60.57117,-31.89719,NA
3302,-58.20035,-35.68361,NA
3303,-58.33518,-35.96409,0
3304,-58.21514,-35.88044,2
3305,-67.41667,-36.41667,0
3306,-61.22611,-32.52556,0
3307,-61.03861,-32.59861,0
3308,-61.22361,-32.61222,0
3309,-61.06028,-32.61278,0
3310,-68.21667,-37.55,0
3311,-66.58333,-37.58333,0
3313,-66.26667,-36.31667,0
3314,-66.03333,-36.33333,0
3315,-58.23307,-35.95996,2
3317,-59.72308,-31.54475,NA
3318,-60.65997,-29.09651,2
3319,-68.59938,-31.63222,0
3323,-58.42611,-35.42349,2
3324,-58.30352,-35.42853,2
3325,-58.3379,-35.35,2
3326,-58.39082,-35.4368,2
3328,-58.08644,-35.34576,0
3329,-58.09891,-35.45833,2
3331,-68.54618,-31.64794,NA
3332,-58.17149,-35.59287,1
3333,-58.31588,-35.58711,0
3334,-58.46715,-35.65084,1
3335,-66.49978,-28.68419,NA
3336,-58.33072,-35.64613,2
3337,-58.15958,-35.52677,2
3338,-58.20785,-35.5083,0
3339,-61.2125,-33.01667,2
3342,-58.34779,-35.42442,0
3344,-58.28593,-35.39851,2
3345,-61.36722,-33.36444,2
3346,-61.64639,-33.44111,0
3347,-58.3957,-35.49348,0
3348,-58.02985,-35.48081,0
3349,-61.70417,-33.48972,0
3350,-58.18323,-35.46262,2
3351,-66.79069,-28.5936,NA
3352,-58.18988,-35.45851,0
3354,-66.80247,-28.57019,NA
3355,-61.58333,-33.49167,0
3356,-58.22312,-35.4604,0
3357,-58.22911,-35.4456,0
3358,-58.3891,-35.55305,2
3359,-58.31757,-35.58332,0
3360,-58.48862,-35.55781,2
3361,-65.87333,-30.02903,0
3365,-64.1118,-25.1058,0
3366,-63.9509,-25.3363,1
3367,-63.918,-25.5445,0
3368,-68.37734,-31.87781,NA
3369,-64.345,-25.1698,2
3370,-64.2515,-25.0975,0
3371,-63.9771,-25.5961,0
3372,-64.4081,-25.2531,0
3373,-63.9795,-25.5972,0
3374,-64.303,-25.1776,0
3376,-64.0845,-25.2874,0
3377,-68.6173,-32.31639,NA
3379,-68.60947,-32.29734,NA
3380,-63.9413,-25.514,NA
3381,-64.1113,-25.2599,0
3382,-65.87172,-30.02658,NA
3383,-65.86603,-30.02436,0
3384,-66.13412,-30.49214,0
3385,-66.13765,-30.48811,0
3386,-66.12015,-30.5185,0
3387,-66.12329,-30.50712,0
3388,-66.15234,-30.54577,0
3389,-66.11964,-30.52745,0
3392,-64.5744,-23.7502,0
3393,-64.5641,-23.7505,0
3403,-55.25444,-27.58583,NA
3404,-55.06361,-27.38778,NA
3405,-55.3425,-27.63278,NA
3406,-55.43333,-27.65,NA
3407,-54.86306,-27.09083,NA
3408,-54.02806,-25.67639,NA
3409,-65.86857,-29.95692,0
3410,-65.87634,-29.95368,0
3411,-65.85547,-29.94507,0
3412,-65.89883,-30.01818,0
3413,-65.85414,-29.99493,NA
3417,-64.85472,-38.88736,0
3418,-64.80228,-38.81924,0
3419,-64.75458,-38.91364,0
3420,-64.73603,-38.85092,0
3421,-64.71727,-38.88449,0
3422,-64.66911,-38.91696,0
3423,-64.65016,-38.91682,0
3424,-64.60021,-38.86735,0
3425,-64.55046,-38.8681,0
3426,-64.55167,-38.88605,0
3427,-64.55258,-38.93566,0
3428,-64.500470000000007,-38.88456,0
3429,-64.485,-38.93387,0
3430,-64.26743,-38.96894,0
3431,-64.18454,-39.06745,0
3432,-64.13586,-39.10181,0
3435,-63.90057,-39.15042,0
3437,-63.73609,-39.1845,0
3438,-63.76717,-39.16911,0
3440,-63.90015,-39.18571,0
3441,-61.71321,-27.00788,0
3442,-61.7359,-26.99927,1
3443,-61.78007,-26.98322,0
3444,-61.76255,-27.00153,NA
3445,-61.75204,-26.99851,1
3446,-61.73168,-27.01009,0
3447,-61.79424,-27.02452,0
3448,-61.7681,-27.04387,0
3449,-61.75402,-27.09029,1
3450,-61.71335,-27.0889,0
3451,-58.02393,-35.37525,2
3452,-58.15738,-35.43091,0
3453,-58.0848,-35.35065,0
3457,-58.15765,-35.43199,2
3458,-68.52417,-31.40916,NA
3459,-58.23436,-35.36354,0
3460,-58.06507,-35.35262,0
3461,-58.22543,-35.38908,0
3462,-58.08581,-35.44091,NA
3463,-65.00984,-42.96599,0
3464,-58.13223,-35.39434,NA
3467,-70.18333,-37.61667,0
3470,-57.9038,-35.3729,NA
3471,-69.81667,-38.11667,0
3473,-57.8477,-35.4117,0
3474,-70.1025,-38.98778,0
3476,-57.90276,-35.37344,2
3479,-70.31667,-40.31667,0
3481,-57.81768,-35.41564,2
3482,-60.57412,-29.07319,0
3483,-57.8174,-35.4165,2
3487,-70.41667,-40.06667,0
3488,-70.27778,-40.18139,0
3489,-57.8511,-35.3495,2
3490,-68.52777,-31.66221,NA
3491,-70.58333,-40.11667,0
3493,-57.851,-35.3499,0
3494,-70.65,-40.15,0
3495,-70.65,-36.78333,0
3496,-70.65,-37.15,NA
3497,-68.51569,-31.63483,NA
3498,-70.65,-37.13333,0
3501,-70.56667,-36.6,0
3502,-57.7833,-35.4962,0
3504,-57.85383,-35.35905,2
