idp,x,y,z
1559,-59.21007,-35.10364,2
1560,-59.44755,-30.14771,0
1561,-59.16548,-35.16708,0
1564,-59.4946,-35.25026,2
1567,-56.65399,-27.59345,0
1568,-58.07053,-30.35714,0
1569,-63.2456,-33.54,0
1570,-56.07077,-27.38975,0
1571,-58.72453,-27.55837,2
1574,-59.16527,-30.21198,0
1575,-56.31113,-27.93894,0
1578,-59.16881,-32.01727,1
1579,-59.15229,-32.06813,1
1580,-59.18086,-35.2513,2
1581,-58.27899,-30.32429,0
1582,-58.31733,-30.30634,1
1583,-58.34939,-30.3908,1
1584,-59.17666,-35.26642,NA
1585,-59.17987,-35.31213,0
1586,-60.54905,-31.83117,NA
1587,-56.13222,-27.45339,1
1588,-59.17334,-33.73351,0
1589,-59.19281,-35.31784,0
1590,-58.85368,-33.83033,0
1591,-58.7765,-33.76051,0
1592,-59.04434,-35.25308,0
1593,-56.20587,-27.71963,0
1594,-57.51286,-27.56378,0
1595,-59.00531,-35.25892,0
1598,-58.37445,-28.80429,0
1599,-58.8614,-33.83153,0
1601,-59.44202,-33.27648,0
1603,-58.60759,-33.70354,0
1605,-58.79333,-33.83566,0
1606,-58.84264,-33.83751,0
1607,-58.59487,-33.69138,0
1608,-60.53207,-31.85174,0
1609,-60.52679,-31.85271,NA
1610,-59.41178,-32.90099,0
1612,-59.66453,-31.20073,1
1613,-59.65961,-31.18358,1
1614,-59.66047,-31.22118,1
1615,-59.86877,-31.12649,0
1616,-56.07498,-27.74224,0
1617,-56.68944,-27.52548,0
1618,-59.22953,-29.34803,0
1619,-58.66232,-29.67594,1
1620,-59.84108,-31.21043,1
1621,-59.80235,-31.30883,0
1622,-60.04607,-31.66459,0
1623,-59.35593,-32.85452,2
1624,-59.34801,-32.84263,1
1625,-59.40879,-32.87571,1
1626,-58.59889,-27.39146,0
1627,-59.41373,-32.88052,2
1628,-59.37157,-32.87049,1
1629,-59.62245,-30.94322,1
1630,-59.64136,-30.9121,0
1632,-59.3056,-31.94,1
1633,-58.58011,-27.35519,0
1634,-59.36321,-31.71013,1
1635,-58.72778,-27.56023,0
1636,-59.24939,-31.79595,1
1637,-59.3614,-31.69589,0
1638,-59.58589,-30.98546,2
1639,-59.72833,-30.88398,0
1640,-58.69483,-27.5738,0
1641,-59.60534,-30.84259,0
1642,-58.65712,-30.58785,0
1643,-58.66757,-27.56767,0
1644,-58.19953,-31.56988,0
1645,-59.36087,-31.6688,1
1646,-59.34421,-31.87721,1
1647,-59.32997,-31.874389999999998,1
1648,-59.83346,-32.43487,1
1649,-59.73496,-32.15694,1
1650,-59.7275,-32.26487,0
1651,-58.55345,-27.87972,NA
1652,-59.7868,-32.35734,2
1653,-59.87992,-32.20251,0
1654,-60.54509,-31.8382,NA
1655,-58.79983,-27.96399,0
1656,-60.54275,-31.83364,1
1657,-59.3567,-32.8338,2
1658,-58.544,-27.88364,0
1659,-59.34089,-32.80495,1
1660,-59.73665,-32.87049,0
1661,-58.75314,-27.92291,0
1662,-59.73595,-32.87798,0
1663,-58.5623,-30.62408,1
1664,-58.5595,-30.53242,1
1665,-58.76725,-27.88905,2
1666,-58.54587,-27.87877,0
1667,-58.52307,-30.44405,0
1668,-58.8653,-30.5829,0
1669,-58.86463,-30.45365,1
1670,-58.89922,-30.45123,0
1671,-58.5478,-30.44962,0
1672,-59.03881,-30.42972,1
1673,-58.93192,-28.57025,0
1674,-58.82026,-30.32079,0
1675,-59.05446,-30.43697,1
1676,-59.19616,-30.55623,0
1677,-58.65155,-30.27829,1
1678,-58.52307,-30.44405,1
1679,-58.48051,-33.03353,2
1680,-58.25395,-33.0435,0
1681,-59.16739,-33.14665,0
1682,-59.22126,-33.12048,0
1683,-58.87577,-33.05787,1
1684,-58.61595,-32.96448,0
1685,-58.337,-32.8737,1
1686,-58.6264,-33.26518,1
1687,-58.65069,-33.2591,2
1688,-58.3986,-30.56519,0
1689,-58.25323,-30.54177,1
1690,-58.13582,-30.64271,0
1691,-58.9983,-28.44133,NA
1692,-58.03118,-30.96591,NA
1693,-58.02079,-30.75567,0
1694,-59.28283,-30.45288,1
1695,-59.32466,-30.46873,0
1697,-58.75335,-33.28747,1
1698,-58.71404,-28.51583,0
1699,-58.79696,-33.26274,0
1700,-58.6028,-32.62398,1
1701,-58.72969,-33.36653,1
1702,-58.88884,-32.589,1
1703,-58.88884,-32.589,1
1704,-58.70739,-32.73016,0
1705,-58.72688,-32.5607,0
1706,-58.83389,-32.57967,1
1707,-58.77151,-28.37704,0
1708,-59.43444,-30.72767,2
1709,-59.42167,-30.74065,1
1710,-59.22345,-30.77028,0
1711,-58.45835,-30.95666,0
1712,-58.47444,-30.95991,0
1713,-59.1716,-31.47197,2
1714,-60.41225,-31.89729,2
1715,-58.87656,-32.6231,1
1716,-59.02959,-32.54139,2
1717,-59.02315,-32.54277,2
1718,-58.82208,-32.69799,1
1719,-59.03636,-33.15412,0
1720,-58.30387,-31.0669,0
1721,-58.52559,-30.22809,1
1723,-58.95378,-28.6419,0
1725,-59.44292,-30.77103,0
1726,-59.50179,-30.75829,1
1727,-59.50179,-30.75829,0
1728,-58.71106,-28.48975,0
1730,-58.74215,-30.44795,2
1731,-58.25646,-30.34521,NA
1732,-58.2381,-30.35613,NA
1733,-60.49749,-32.16091,0
1735,-58.81667,-35.08333,2
1736,-59.98694,-32.29695,1
1737,-60.0229,-32.30481,1
1738,-59.94835,-32.11426,0
1739,-59.99374,-32.15188,1
1742,-58.56298,-30.71521,2
1743,-58.61659,-30.97472,1
1744,-58.71076,-30.8763,0
1745,-58.59402,-30.72455,0
1746,-58.77349,-30.76221,0
1747,-58.9345,-30.67692,1
1751,-58.87631,-30.83333,0
1752,-58.86201,-31.03545,0
1753,-58.94669,-31.19904,2
1754,-58.90718,-31.07112,1
1755,-59.14287,-31.07843,0
1756,-58.51464,-31.20145,2
1757,-58.40823,-31.21661,NA
1758,-58.7,-35.01667,0
1759,-59.07825,-30.84256,0
1760,-60.46293,-32.33738,1
1761,-60.41198,-32.41965,1
1762,-60.46951,-32.36436,0
1763,-60.41642,-32.39436,0
1764,-60.46538,-32.26943,2
1765,-60.38773,-32.26764,0
1766,-60.54139,-32.21686,1
1767,-60.51891,-32.23039,1
1768,-60.4173,-32.12591,0
1769,-60.43414,-32.0927,1
1770,-60.61202,-32.0924,2
1771,-60.56627,-32.01404,0
1772,-58.86425,-28.52841,0
1773,-60.21853,-32.20086,0
1774,-60.18063,-32.19794,1
1775,-58.98092,-28.52018,0
1777,-60.18355,-32.15513,1
1778,-60.61987,-31.87646,0
1779,-60.64775,-32.08072,2
1780,-60.62336,-31.91602,0
1781,-60.36132,-32.13941,1
1782,-60.28683,-32.11325,0
1783,-60.25839,-32.3296,2
1785,-58.99253,-28.44446,0
1786,-58.92462,-28.37035,0
1787,-58.91628,-28.62107,0
1788,-58.91084,-29.26893,0
1789,-59.35758,-29.52262,0
1790,-58.52807,-29.00905,1
1792,-59.30746,-29.2205,0
1793,-59.36854,-29.79517,0
1794,-59.3768,-29.68677,0
1795,-59.349,-29.3739,0
1798,-59.40538,-30.21715,0
1800,-59.25968,-30.21382,0
1801,-58.89213,-29.63429,0
1802,-63.32,-32.5392,0
1803,-59.41555,-30.21159,2
1804,-58.93816,-29.62021,0
1805,-56.93599,-27.70023,0
1806,-64.3928,-32.8761,2
1808,-57.63618,-29.25051,0
1810,-59.38566,-33.96992,2
1814,-62.2931,-33.1433,0
1815,-60.25804,-32.32764,2
1816,-60.24032,-32.33657,1
1817,-60.29965,-32.4479,0
1818,-60.18267,-32.43372,1
1819,-60.18083,-32.43815,0
1820,-60.1691,-32.43611,1
1821,-60.17412,-32.5984,0
1822,-59.43874,-33.89284,0
1825,-62.9689,-32.5125,0
1826,-60.17222,-32.59857,0
1827,-60.13144,-32.59034,1
1828,-59.90948,-32.68445,1
1829,-59.87394,-32.77203,0
1830,-59.90412,-32.60762,0
1831,-60.03495,-32.58418,0
1832,-59.88689,-32.63254,NA
1834,-58.03394,-28.3564,0
1836,-64.1217,-30.8667,0
1839,-58.92293,-29.96029,0
1841,-60.01941,-32.36644,1
1842,-60.02193,-31.59546,1
1843,-59.98311,-31.61224,1
1844,-59.96363,-31.56247,0
1846,-60.02103,-31.62473,1
1847,-60.03576,-31.6167,1
1849,-60.35903,-31.68066,NA
1850,-59.99147,-31.58592,NA
1851,-60.03207,-31.66611,NA
1853,-59.95452,-31.62599,1
1854,-59.88669,-32.69584,1
1855,-60.05079,-31.51294,1
1856,-59.98311,-31.61224,0
1857,-60.05089,-31.43343,0
1858,-60.0772,-31.44038,1
1859,-60.11412,-31.45414,1
1860,-60.20687,-31.5189,2
1861,-60.18414,-31.81007,0
1862,-59.90467,-31.85234,0
1863,-60.27429,-31.79855,1
1864,-58.48044,-31.70889,1
1865,-58.48159,-31.71401,2
1866,-58.48831,-31.72523,1
1867,-58.54421,-31.34301,0
1868,-58.76406,-31.55043,1
1869,-58.8152,-31.53349,0
1870,-58.35051,-28.95503,0
1871,-58.82054,-31.63941,1
1872,-58.82054,-31.63941,0
1873,-58.93445,-31.68729,1
1874,-57.25483,-27.54974,0
1875,-58.94437,-32.02335,1
1876,-58.91061,-31.69381,1
1877,-58.42754,-31.97421,1
1878,-58.3481,-32.12395,2
1879,-58.25384,-32.12376,2
1880,-58.30288,-32.63915,0
1881,-58.40158,-32.59337,1
1882,-59.10886,-33.07815,1
1883,-58.34673,-32.49218,2
1884,-58.37057,-32.51042,1
1885,-58.37763,-32.51966,1
1886,-56.69399,-27.52078,0
1887,-58.73278,-33.41028,0
1888,-58.73672,-33.49471,0
1889,-58.72704,-33.49375,0
1890,-58.801,-33.61,0
1891,-58.6763,-33.71648,2
1892,-58.654,-33.722,1
1893,-58.709,-33.656,0
1894,-58.836,-33.654,0
1895,-58.884,-33.688,0
1896,-58.88389,-33.6875,0
1897,-59.15417,-33.81944,0
1900,-64.0339,-30.9419,2
1901,-59.00823,-33.45496,0
1902,-59.01287,-33.45757,2
1903,-59.12877,-33.48222,1
1904,-59.11199,-33.47111,0
1905,-59.41053,-33.39201,1
1906,-59.46175,-33.42309,0
1907,-59.37075,-33.39564,0
1908,-62.6522,-33.5225,0
1909,-59.46937,-33.42585,0
1910,-59.13784,-33.70233,0
1911,-59.13753,-33.69895,0
1912,-59.17027,-33.74068,0
1913,-59.2292,-33.65802,0
1914,-59.06197,-33.66025,0
1915,-59.08266,-33.72765,0
1916,-59.22031,-33.56284,1
1917,-59.21341,-33.56958,2
1918,-59.05426,-33.53292,0
1919,-58.78611,-35.29222,2
1920,-56.71095,-28.19738,0
1921,-59.26285,-33.23734,0
1922,-59.33874,-33.51866,0
1924,-59.27252,-33.22373,0
1927,-59.43839,-33.22507,0
1929,-59.42438,-33.23519,2
1931,-59.31017,-33.29236,0
1932,-58.98333,-35.25,2
1933,-59.30929,-33.29557,0
1934,-59.30336,-33.2924,0
1935,-56.33935,-27.59999,2
1937,-59.31453,-33.55286,0
1938,-59.17459,-33.78775,0
1940,-59.40093,-33.27455,0
1941,-58.72472,-33.41639,0
1942,-59.12557,-33.36884,0
1944,-59.13559,-33.36666,0
1945,-56.71365,-28.13881,0
1947,-57.22736,-28.9385,0
1951,-56.85983,-29.15104,0
1953,-57.39258,-28.09142,0
1958,-56.12492,-27.71027,NA
1959,-63.5575,-34.8106,0
1961,-56.06786,-27.7483,0
1968,-63.4167,-31.3214,0
1969,-64.17639,-24.77261,0
1970,-64.22939,-24.76267,0
1971,-64.09817,-24.83733,0
1972,-64.18972,-24.74144,0
1973,-64.10286,-24.78922,NA
1974,-64.16689,-24.73567,NA
1975,-64.03635,-24.76702,0
1976,-64.23008,-24.68989,0
1977,-64.18786,-24.75306,NA
1978,-64.14861,-24.83589,NA
1979,-60.81444,-35.38083,2
1981,-64.16606,-24.69425,NA
1983,-64.22942,-24.76292,0
1984,-64.17461,-24.78639,0
1985,-64.22442,-24.67125,0
1986,-64.20108,-24.82408,NA
1988,-60.89639,-35.62278,0
1989,-64.02625,-24.78294,1
1990,-64.17633,-24.76106,0
1991,-58.48774,-30.01328,0
1992,-58.39188,-27.35447,0
1993,-56.07997,-28.0102,0
1995,-60.7425,-35.43583,0
1996,-56.83538,-29.37247,0
1999,-57.08812,-27.582,0
2001,-60.535,-35.53528,0
2002,-60.38694,-35.41361,NA
2004,-60.08333,-35.65972,0
2005,-57.87463,-27.35918,0
2006,-58.544670000000004,-27.36626,0
2010,-56.43713,-27.94394,2
2011,-62.12917,-33.46694,0
2012,-64.0878,-30.9242,NA
2014,-56.6681,-27.52872,0
2015,-57.21399,-27.61522,0
2022,-57.68895,-28.43248,0
2024,-56.60868,-27.54391,2
2026,-57.19657,-27.65754,0
2028,-62.8556,-33.6303,2
2030,-56.42792,-27.61099,0
2032,-64.1747,-30.7864,2
2034,-58.64607,-28.6336,0
2035,-56.92187,-29.11457,0
2036,-56.84366,-28.8587,0
2039,-56.43844,-28.9736,0
2040,-59.83083,-35.57889,1
2044,-59.34683,-35.52696,NA
2045,-59.09937,-35.46276,0
2046,-59.08282,-35.38792,NA
2049,-62.7386,-32.09,0
2055,-57.56519,-29.44909,0
2061,-58.03409,-30.06577,0
2065,-63.7117,-32.9053,0
2067,-62.5514,-33.2922,0
2069,-62.4,-33.4833,0
2075,-63.131100000000004,-32.8022,0
2076,-58.02269,-29.35493,2
2079,-58.38072,-29.49164,0
2080,-64.2631,-30.7814,0
2082,-62.7742,-32.3744,0
2083,-56.91415,-27.63541,0
2084,-56.67444,-28.98035,0
2085,-64.42777,-23.0652,0
2091,-56.2817,-27.90901,0
2094,-58.24425,-30.08256,0
2098,-58.15429,-27.33617,0
2107,-56.12566,-27.40851,2
2108,-56.06583,-27.5536,0
2109,-56.21066,-27.5469,0
2110,-58.5222,-29.31812,0
2112,-58.85271,-28.67759,0
2115,-59.43442,-30.17025,0
2116,-56.82369,-27.63442,0
2118,-62.7206,-32.3414,0
2119,-56.96714,-28.98283,0
2120,-65.46667,-24.88333,NA
2121,-65.5,-24.8,0
2124,-61.8667,-32.6167,0
2125,-58.52194,-35.60361,2
2127,-65.49167,-24.81111,0
2128,-65.47778,-24.81389,0
2129,-65.49583,-24.85,0
2130,-65.48333,-24.88333,0
2131,-65.47917,-24.93333,0
2132,-65.45,-24.78333,2
2133,-65.46667,-24.88333,0
2134,-65.45,-24.9,2
2135,-65.53333,-24.91667,0
2136,-65.48333,-24.92778,0
2137,-65.54444,-24.95,0
2139,-65.53889,-25,0
2140,-65.475,-24.91667,1
2141,-56.40284,-28.93945,0
2143,-56.78313,-27.73364,NA
2144,-65.41667,-24.88333,0
2145,-65.41667,-24.88333,0
2146,-63.99944,-36.54306,0
2147,-58.00621,-27.27211,0
2148,-65.36111,-24.85833,2
2149,-65.38194,-24.87778,0
2150,-65.37778,-24.85,0
2152,-56.86849,-29.14067,0
2153,-65.40833,-24.88333,0
2154,-65.37222,-24.875,0
2156,-65.4,-24.86667,0
2158,-65.35917,-24.86528,0
2159,-65.40167,-24.96667,0
2160,-62.1208,-32.4606,0
2161,-63.99278,-36.61667,0
2162,-58.52191,-35.60327,0
2167,-57.38698,-28.12487,0
2174,-56.74017,-29.02685,0
2175,-57.02037,-28.47749,0
2177,-57.23393,-29.06327,0
2178,-64.01667,-25.96667,2
2186,-64.18,-25.88,0
2188,-62.98333,-27.78333,0
2189,-64.5,-26.28333,0
2190,-64.55,-28.25,0
2191,-63.5,-27.71667,NA
2193,-58.78882,-29.63264,0
2195,-57.24811,-29.48344,0
2196,-64.26667,-28.03333,0
2198,-56.32108,-28.79874,0
2199,-62.58,-29.36,NA
2200,-56.94947,-28.42293,0
2201,-56.7996,-27.59527,0
2203,-63.03333,-27.2,0
2205,-63,-29.05,0
2209,-63.86667,-28.85,0
2210,-62.61667,-28.08333,0
2211,-64.25,-28,0
2212,-62.3114,-33.3058,0
2213,-64.08333,-28.75,0
2214,-62.91667,-26.18333,2
2215,-65.18333,-28.65,0
2216,-63.51667,-27.3,0
2217,-63.75,-29.51667,2
2218,-62.18333,-27.61667,0
2219,-64.08333,-25.66667,2
2220,-61.91667,-26.76667,2
2221,-63.01667,-29.56667,NA
2225,-65.4,-25.91667,0
2227,-65.43333,-24.88333,0
2228,-65.4125,-24.9,0
2229,-65.43333,-24.95,2
2230,-65.45,-24.93333,0
2231,-65.40556,-24.925,0
2232,-62.35,-26.01667,0
2233,-65.41667,-24.98333,0
2234,-65.38333,-25.05,0
2235,-65.45,-25.16667,2
2236,-65.41667,-25.13333,1
2237,-62.83333,-26.58333,2
2238,-65.45,-25.86667,0
2239,-65.45,-25.13333,0
2240,-65.46667,-25.25,0
2241,-65.48333,-25.16667,NA
2243,-64.7,-29.05,0
2244,-65.46667,-25.23333,NA
2245,-65.48333,-25.23333,0
2246,-65.53333,-25.26667,0
2247,-62.83333,-26.75,0
2248,-65.48333,-25.26667,0
2249,-65.05,-28.36667,0
2250,-64.26667,-28.05,0
2251,-62.81667,-25.91667,0
2252,-65.46667,-25.3,0
2253,-65.45,-25.3,0
2254,-65.45,-25.23333,NA
2255,-65.52778,-25.35,0
2256,-65.475,-25.35556,0
2257,-65.55,-25.33333,NA
2258,-63.03333,-25.7,NA
2259,-57.91558,-27.75282,0
2260,-56.14435,-27.92523,0
2261,-56.29317,-27.93841,0
2262,-64.11667,-28.1,0
2263,-65.15,-28.2,0
2265,-63.25,-28.85,0
2266,-64.25,-27.98333,0
2267,-65.51667,-25.33333,0
2268,-65.05,-28.25,0
2269,-62.93333,-29.35,0
2270,-62.25,-27.41667,0
2271,-65.06667,-28.6,1
2272,-65.11667,-27.95,NA
2273,-65.11667,-27.95,0
2274,-64.2,-27.98333,0
2275,-62,-26.53333,NA
2277,-61.95,-27.05,NA
2278,-63.98333,-28.05,0
2279,-62.18333,-27.61667,0
2280,-62.83333,-25.86667,0
2281,-64.25,-28,0
2282,-62.06667,-26.08333,0
2283,-65.10833,-28.11667,NA
2284,-62.16667,-26.41667,NA
2285,-64.16667,-26.2,0
2286,-62.13333,-27.25,0
2287,-63.68333,-29.5,2
2288,-64.18333,-27.9,0
2289,-62.83333,-25.8,NA
2290,-64.28333,-26.05,2
2291,-64.31667,-28.01667,0
2292,-65,-28.55,0
2293,-65.2,-28.76667,0
2294,-62.5,-25.93333,NA
2295,-65.05,-28.03333,2
2296,-63.53333,-27.05,0
2297,-64.33333,-26.06667,2
2298,-65.05,-28.61667,2
2299,-63.51667,-28.35,0
2300,-62.8,-29.61667,NA
2301,-62.7,-26.88333,2
2302,-65.05,-28.05,0
2303,-62.08333,-26.25,NA
2305,-62.21667,-28.83333,0
2306,-64.28333,-28.01667,0
2307,-65.15,-28.65833,0
2308,-64.11667,-28.01667,0
2309,-62.08333,-27.96667,NA
2310,-62.06667,-28.01667,0
2311,-63.96667,-29.05,0
2312,-62.9,-26.18333,0
2315,-57.30271,-27.57523,0
2316,-63.8133,-31.9742,0
2319,-65.47083,-25.3625,2
2320,-65.53333,-25.31667,2
2321,-65.5,-25.35,0
2322,-65.54583,-25.35722,0
2323,-65.53333,-25.35,0
2325,-57.35337,-27.62746,0
2326,-57.10379,-29.66494,0
2327,-56.72,-29.16944,0
2328,-56.49826,-27.57382,0
2331,-56.17831,-27.53253,0
2332,-57.06514,-29.44393,0
2333,-56.61256,-27.55324,2
2334,-56.83714,-29.41273,0
2335,-57.91955,-27.41563,0
2336,-57.14609,-27.58223,0
2337,-56.97977,-27.73707,0
2338,-63.8336,-31.6472,2
2339,-58.5531,-27.44155,0
2340,-58.78364,-27.47366,0
2341,-58.71779,-27.50479,0
2342,-58.72782,-27.53653,0
2343,-58.71986,-27.51444,0
2344,-58.72387,-27.50675,0
2346,-58.58763,-27.36,0
2347,-58.70702,-27.56261,0
2348,-58.7224,-27.48174,0
2349,-58.85459,-27.48934,2
2350,-58.72164,-27.56251,1
2351,-58.75621,-27.53501,0
2352,-58.72301,-27.62263,0
2354,-58.60203,-27.39072,0
2355,-58.52777,-27.378050000000002,0
2356,-58.28088,-27.38736,0
2357,-58.56328,-27.39045,0
2359,-58.60782,-27.37806,0
2360,-58.60127,-27.38411,0
2361,-58.76648,-27.6673,0
2362,-58.49883,-27.78379,0
2363,-58.32575,-27.52544,0
2365,-58.50754,-27.8301,0
2366,-58.79104,-27.96743,0
2367,-58.78761,-27.93709,0
2368,-58.77158,-27.76343,0
2369,-58.4453,-27.41629,0
2370,-58.54005,-27.87778,0
2371,-58.64155,-27.84602,0
2372,-58.42358,-28.66302,0
2373,-57.85287,-28.10206,0
2374,-57.9509,-28.42023,0
2375,-58.49393,-28.70287,0
2376,-58.50931,-28.7026,0
2377,-58.45516,-28.66782,0
2378,-58.1079,-28.2146,0
2379,-58.32934,-28.37169,0
2380,-58.46116,-28.67261,0
2381,-59.45878,-30.20481,1
2382,-58.87203,-29.62586,0
2383,-58.53378,-29.36478,0
2384,-59.20352,-30.14256,0
2385,-59.54376,-30.11116,0
2386,-59.53113,-30.10224,0
2387,-59.30294,-30.12185,NA
2388,-59.47688,-30.15357,0
2389,-58.94929,-29.53349,0
2390,-59.54187,-30.11954,0
2391,-59.49433,-30.2574,0
2392,-58.53463,-29.31639,0
2394,-58.58271,-29.36399,0
2395,-59.26355,-29.51125,0
2396,-59.27298,-29.53969,2
2397,-58.51176,-29.37491,0
2398,-58.5421,-29.29547,0
2399,-58.52342,-29.37407,0
2400,-59.15897,-29.34205,2
2401,-59.13627,-30.21625,0
2402,-58.5848,-29.38345,0
2403,-59.18815,-30.21268,0
2404,-59.22286,-30.21723,0
2405,-59.2909,-30.34949,0
2406,-59.26445,-29.54484,0
2407,-59.15161,-30.13606,0
2408,-59.2615,-29.55439,0
2409,-59.28249,-30.15201,0
2410,-59.32958,-30.11151,0
2411,-59.03038,-29.36257,0
2412,-58.59115,-29.36476,0
2413,-58.57142,-29.37553,0
2414,-59.32554,-30.1248,0
2415,-59.23295,-29.4853,0
2416,-59.11541,-30.1394,0
2417,-58.54527,-29.30599,0
2418,-59.29586,-29.57164,0
2419,-58.82693,-28.68951,0
2420,-58.68737,-27.87002,0
2423,-55.26528,-27.61111,0
2424,-55.34861,-27.65417,0
2425,-58.59687,-27.93287,0
2426,-55.23889,-27.6,0
2427,-55.43056,-27.65139,2
2428,-58.6917,-27.86803,0
2429,-55.4,-27.71806,2
2430,-55.28611,-27.65556,0
2431,-58.60447,-27.7777,0
2432,-55.56139,-27.65397,1
2433,-55.42917,-27.64861,2
2434,-58.73121,-28.03743,0
2435,-55.53472,-27.675,1
2436,-55.44028,-27.55833,0
2437,-55.44167,-27.55278,0
2438,-55.32361,-27.54722,0
2439,-58.73193,-27.89125,0
2440,-55.58119,-27.64093,0
2441,-58.75533,-27.8402,0
2442,-55.39583,-27.55639,0
2443,-55.30139,-27.74861,NA
2444,-55.32361,-27.52361,2
2445,-55.40278,-27.76944,NA
2446,-55.4125,-27.74306,0
2447,-55.2375,-27.70833,2
2448,-55.61633,-27.66902,0
2449,-55.33611,-27.68056,2
2450,-55.57917,-27.64167,2
2451,-58.78721,-27.66794,0
2452,-58.70837,-27.8061,0
2453,-58.71987,-27.89138,0
2454,-58.75731,-27.98493,0
2455,-58.63311,-27.81707,0
2456,-58.70488,-27.88041,0
2457,-58.66074,-28.02395,0
2458,-58.64533,-27.84704,0
2459,-58.65726,-28.03312,0
2460,-58.66959,-27.8534,0
2461,-58.74102,-28.07733,0
2462,-58.67656,-27.9483,0
2463,-59.39162,-29.71391,0
2464,-59.38819,-29.66566,0
2465,-59.29201,-29.34593,2
2466,-59.41087,-29.75064,0
2467,-59.54572,-34.20472,NA
2468,-59.34396,-29.52323,0
2469,-59.32136,-29.49708,0
2470,-59.32027,-29.48149,1
2471,-59.261,-29.3223,0
2472,-62.79072,-39.53581,0
2473,-59.24453,-29.48697,0
2474,-59.18314,-29.29765,0
2475,-59.21499,-29.4757,0
2476,-59.20268,-29.43351,0
2477,-59.20096,-29.42573,0
2478,-59.25064,-29.28052,0
2479,-59.33464,-29.58208,0
2480,-59.14171,-29.20616,0
2481,-59.31964,-29.2543,0
2482,-59.05096,-29.07156,0
2483,-59.18603,-29.14072,0
2484,-58.9655,-29.28835,0
2485,-59.29592,-29.32733,0
2486,-58.89838,-29.17713,0
2487,-59.0615,-29.35681,0
2488,-59.32842,-29.44935,0
2489,-59.13116,-29.15528,0
2490,-59.35601,-29.62516,0
2491,-59.33338,-29.25111,0
2492,-59.34165,-29.64451,0
2493,-59.23483,-29.33469,0
2494,-59.38878,-29.67889,0
2495,-59.32497,-29.54854,0
2496,-59.2482,-29.55839,0
2497,-59.32881,-29.53522,0
2498,-59.39029,-29.54572,0
2499,-64.5167,-34.3583,0
2500,-62.125,-31.6081,0
2501,-59.33044,-29.53275,0
2502,-59.09744,-29.16592,0
2503,-63.3258,-31.0714,0
2504,-62.9433,-33.2428,0
2505,-62.7664,-31.6775,0
2506,-59.30781,-29.35953,0
2507,-59.40725,-29.74297,0
2508,-59.23222,-29.57142,0
2509,-59.19563,-29.19441,0
2510,-59.22403,-29.14064,NA
2512,-62.9867,-33.6522,0
2513,-62.3831,-32.5556,0
2514,-62.1886,-33.5336,0
2515,-62.4092,-32.5692,0
2516,-64.0419,-30.7628,0
2517,-64.89,-32.2644,0
2518,-59.27043,-29.35643,0
2519,-59.2882,-29.41814,0
2520,-59.31603,-29.50338,0
2521,-64.2597,-30.5675,0
2522,-62.4461,-32.2314,0
2523,-59.34971,-29.62096,0
2524,-64.4508,-32.5553,0
2525,-63.1578,-33.3542,NA
2526,-59.02384,-29.16554,0
2527,-59.27776,-29.35831,0
2528,-59.37044,-29.53953,0
2529,-62.575,-31.9108,0
2530,-62.5697,-32.3456,0
2531,-64.4319,-30.9878,2
2532,-64,-32.0639,0
2533,-63.5339,-32.085,0
2534,-64.4092,-34.6319,0
2535,-64.4678,-34.2261,0
2536,-64.2725,-30.5269,0
2537,-63.43,-34.2222,NA
2538,-63.4178,-31.1481,0
2539,-62.8761,-32.2025,2
2540,-59.40728,-29.71217,0
2541,-59.35486,-29.32008,0
2542,-64.1986,-32.4992,2
2543,-62.5614,-33.9544,0
2544,-63.5214,-31.2928,0
2545,-62.2069,-31.5786,0
2546,-59.44064,-29.54075,0
2547,-59.15972,-29.15186,0
2548,-59.26497,-29.32981,0
2549,-59.42489,-29.7225,0
2550,-59.36942,-29.58794,0
2551,-59.31683,-29.50253,0
2552,-63.7814,-32.4031,0
2553,-64.1167,-30.7536,2
2554,-63.0428,-34.0128,0
2555,-62.9856,-32.0239,0
2557,-63.2719,-31.0394,0
2558,-59.34208,-29.64442,0
2559,-59.34453,-29.59503,0
2560,-59.41708,-29.54267,0
2561,-61.12639,-33.72222,2
2562,-61.85,-34.1725,0
2563,-59.36858,-29.68558,0
2564,-59.05136,-28.84915,0
2565,-63.9228,-31.605,0
2566,-64.1808,-30.7611,NA
2567,-63.4567,-34.2189,0
2568,-64.5961,-32.4303,0
2569,-63.2553,-34.2592,0
2570,-62.72139,-31.75722,0
2573,-60.74833,-31.47361,NA
2574,-58.98941,-29.00454,0
2575,-59.13074,-28.86386,0
2576,-59.1221,-28.99208,0
2577,-62.6014,-32.1108,0
2578,-64.3417,-30.7833,2
2579,-62.7047,-33.0514,0
2581,-63.435,-31.0253,0
2582,-63.3669,-32.9189,0
2585,-58.8014,-29.03201,0
2586,-63.1381,-32.3956,2
2587,-63.8575,-32.8286,0
2588,-63.7194,-32.7331,0
2589,-62.875,-32.7525,0
2590,-59.02016,-28.81931,0
2591,-58.92376,-29.01801,0
2592,-59.15047,-29.02019,NA
2593,-58.99672,-28.99345,0
2595,-64.1739,-32.1875,2
2596,-61.69944,-30.19639,0
2599,-59.05325,-28.97189,NA
2600,-58.92194,-29.01744,0
2601,-63.22813,-39.93435,0
