idh,idp,y,x,top,bot,colh,cols,cec,bsum,bsat,oc,ph,clay,h_humedo,value_humedo,chroma_humedo,h_seco,value_seco,chroma_seco
6943,1640,"-27.57380","-58.69483",17,30,"10YR3/1",,7300,8630,"100.00","0.63","5.80","13.70","10YR",3,1,,,
6944,1640,"-27.57380","-58.69483",30,39,"10YR3/1",,13900,12460,"89.00","0.67","6.00","20.00","10YR",3,1,,,
6945,1640,"-27.57380","-58.69483",39,66,"10YR2/1","10YR2.5/1",20200,18860,"93.00","0.52","6.30","32.60","10YR",2,1,"10YR",2.5,1
6934,1641,"-30.84259","-59.60534",0,12,"10YR3/1","10YR7/1",28300,27500,"97.00","1.91","6.40","22.70","10YR",3,1,"10YR",7,1
6935,1641,"-30.84259","-59.60534",12,42,"10YR3/1",,51600,52600,,"1.06","8.00","41.90","10YR",3,1,,,
6936,1641,"-30.84259","-59.60534",42,95,"10YR3/2",,31900,,,"0.31","7.90","32.30","10YR",3,2,,,
6938,1642,"-30.58785","-58.65712",0,18,"10YR4/2","10YR6/2",33200,26900,"81.00","1.62","4.80","39.90","10YR",4,2,"10YR",6,2
6939,1642,"-30.58785","-58.65712",18,58,"10YR4/1",,37900,35000,"92.00","0.68","5.60","47.30","10YR",4,1,,,
6953,1643,"-27.56767","-58.66757",0,18,"10YR4.5/2","10YR6/1",15000,6800,"45.00","2.17","4.40","21.60","10YR",4.5,2,"10YR",6,1
6954,1643,"-27.56767","-58.66757",18,28,"10YR5.5/1","10YR7.5/1",6600,4000,"60.00","1.00","4.40","9.20","10YR",5.5,1,"10YR",7.5,1
6955,1643,"-27.56767","-58.66757",28,51,"10YR3.5/2","10YR4.5/1",11800,8100,"68.60","0.46","4.60","16.10","10YR",3.5,2,"10YR",4.5,1
6948,1644,"-31.56988","-58.19953",0,15,"10YR3/1","10YR4/1",20600,19300,"93.60","3.02","5.60","13.20","10YR",3,1,"10YR",4,1
6949,1644,"-31.56988","-58.19953",15,29,"10YR3/1",,25100,18700,"74.70","1.05","5.60","19.80","10YR",3,1,,,
6950,1644,"-31.56988","-58.19953",29,60,"10YR3/1",,33500,28200,"84.10","0.94","6.10","25.60","10YR",3,1,,,
6958,1645,"-31.66880","-59.36087",0,14,"10YR3/1","10YR3/2",36430,,,"4.58","5.50","33.69","10YR",3,1,"10YR",3,2
6959,1645,"-31.66880","-59.36087",14,23,"10YR2/2",,38890,,,"2.67","5.70","34.25","10YR",2,2,,,
6960,1645,"-31.66880","-59.36087",23,49,"10YR2/1",,44210,,,"1.68","7.10","48.95","10YR",2,1,,,
6961,1645,"-31.66880","-59.36087",49,64,"10YR4/1",,45620,,,"0.87","7.70","49.91","10YR",4,1,,,
6964,1646,"-31.87721","-59.34421",0,15,"10YR2/2",,30210,,,"4.99","6.10","32.01","10YR",2,2,,,
6966,1646,"-31.87721","-59.34421",15,30,"10YR2/1",,29660,,,"3.83","6.30","31.33","10YR",2,1,,,
6967,1646,"-31.87721","-59.34421",30,60,"10YR2/1",,44650,,,"2.38","7.50","48.05","10YR",2,1,,,
6972,1647,"-31.87439","-59.32997",0,10,"10YR3/2","10YR5/1",27690,,,"3.60","6.60","31.21","10YR",3,2,"10YR",5,1
6973,1647,"-31.87439","-59.32997",10,32,"10YR3/1",,34800,,,"2.15","7.80","41.55","10YR",3,1,,,
6974,1647,"-31.87439","-59.32997",32,55,"10YR3/1",,35200,,,"1.28","8.00","50.66","10YR",3,1,,,
6978,1648,"-32.43487","-59.83346",0,21,"10YR3/1",,26690,,,"2.48","6.00","8.97","10YR",3,1,,,
6979,1648,"-32.43487","-59.83346",21,45,"10YR3/1",,25200,,,"1.61","6.50","27.64","10YR",3,1,,,
6980,1648,"-32.43487","-59.83346",45,66,"10YR2/2",,34400,,,"1.01","6.70","37.11","10YR",2,2,,,
6985,1649,"-32.15694","-59.73496",0,20,"10YR3/2",,33200,,,"2.86","7.00","30.36","10YR",3,2,,,
6986,1649,"-32.15694","-59.73496",20,40,"10YR2/1",,38800,,,"1.81","7.00","37.53","10YR",2,1,,,
6987,1649,"-32.15694","-59.73496",40,61,"10YR2/2",,45000,,,"1.07","7.10","45.13","10YR",2,2,,,
6991,1650,"-32.26487","-59.72750",0,20,"10YR3/2",,35780,,,"2.09","7.10","33.94","10YR",3,2,,,
6992,1650,"-32.26487","-59.72750",20,41,"10YR2/2",,39740,,,"1.13","7.10","38.59","10YR",2,2,,,
6993,1650,"-32.26487","-59.72750",41,73,"10YR2/1",,40760,,,"0.30","7.40","39.80","10YR",2,1,,,
6997,1651,"-27.87972","-58.55345",0,11,"10YR3/2","10YR5/2",9900,7920,"80.00","3.68","5.30","17.20","10YR",3,2,"10YR",5,2
6998,1651,"-27.87972","-58.55345",11,24,"10YR4/1","10YR4/1",15780,14900,"94.00","0.57","7.38","22.90","10YR",4,1,"10YR",4,1
6999,1651,"-27.87972","-58.55345",24,64,"10YR3/1","10YR5/2",,,,,,,"10YR",3,1,"10YR",5,2
7001,1652,"-32.35734","-59.78680",0,14,"10YR3/2",,24420,,,"2.13","6.30","26.59","10YR",3,2,,,
7002,1652,"-32.35734","-59.78680",14,27,"10YR3/2",,27000,,,"1.73","6.40","29.92","10YR",3,2,,,
7003,1652,"-32.35734","-59.78680",27,48,"10YR3/1",,39380,,,"1.14","7.10","43.89","10YR",3,1,,,
7004,1652,"-32.35734","-59.78680",48,67,"10YR3/3",,41500,,,"0.49","7.90","43.99","10YR",3,3,,,
7007,1653,"-32.20251","-59.87992",0,20,"10YR2/2","10YR3/2",35220,,,"2.26","6.70","34.11","10YR",2,2,"10YR",3,2
7008,1653,"-32.20251","-59.87992",20,39,"10YR3/1",,43760,,,"1.18","7.80","45.72","10YR",3,1,,,
7009,1653,"-32.20251","-59.87992",39,59,"10YR2/2",,47800,,,"0.75","8.10","48.12","10YR",2,2,,,
7013,1654,"-31.83820","-60.54509",0,10,"10YR3/2","10YR5/2",29700,28000,"94.00","1.93","6.30","28.60","10YR",3,2,"10YR",5,2
7014,1654,"-31.83820","-60.54509",10,22,"10YR3/2","10YR5/3",,,,,,,"10YR",3,2,"10YR",5,3
7015,1654,"-31.83820","-60.54509",22,47,"10YR4/3","10YR4/4",34500,33700,"98.00","1.06","6.60","46.50","10YR",4,3,"10YR",4,4
7016,1654,"-31.83820","-60.54509",47,68,"7.5YR6/6","7.5YR6/6",30800,,,"0.43","7.60","37.60","7.5YR",6,6,"7.5YR",6,6
7019,1655,"-27.96399","-58.79983",0,20,"10YR4/3","10YR7/3",8620,3820,,"1.37","5.70","14.60","10YR",4,3,"10YR",7,3
7020,1655,"-27.96399","-58.79983",20,32,"10YR5.5/2","10YR7/1",4590,2390,,"0.31","5.80","14.30","10YR",5.5,2,"10YR",7,1
7021,1655,"-27.96399","-58.79983",32,55,"10YR3.5/2",,15670,10070,,"0.53","6.00","31.70","10YR",3.5,2,,,
7025,1656,"-31.83364","-60.54275",0,20,"10YR2/2","10YR3/2",45100,,,"2.49","7.60","40.20","10YR",2,2,"10YR",3,2
7026,1656,"-31.83364","-60.54275",20,55,"10YR2/1","10YR3/1",48100,,,"1.85","7.70","54.90","10YR",2,1,"10YR",3,1
7030,1657,"-32.83380","-59.35670",0,18,"10YR3/1","10YR4/1",40200,,,"2.90","6.00","46.70","10YR",3,1,"10YR",4,1
7031,1657,"-32.83380","-59.35670",18,49,"10YR2/1",,23800,,,"1.22","6.20","27.20","10YR",2,1,,,
7032,1657,"-32.83380","-59.35670",49,75,"10YR3/2",,31000,,,"0.81","6.40","43.40","10YR",3,2,,,
7041,1658,"-27.88364","-58.54400",0,10,"10YR4/2","10YR6/2",12200,8520,"70.00","2.91","5.30","27.10","10YR",4,2,"10YR",6,2
7042,1658,"-27.88364","-58.54400",10,18,"10YR4.5/2","10YR6.5/2",8200,6630,"81.00","1.11","5.80","12.00","10YR",4.5,2,"10YR",6.5,2
7043,1658,"-27.88364","-58.54400",18,44,"10YR3/1",,22000,22730,,"1.07","6.00","25.10","10YR",3,1,,,
7044,1658,"-27.88364","-58.54400",44,72,"10YR4.5/2",,22500,22650,,"0.43","6.90","42.20","10YR",4.5,2,,,
7035,1659,"-32.80495","-59.34089",0,14,"10YR2/2","10YR4/1",31700,,,"3.65","5.80","29.20","10YR",2,2,"10YR",4,1
7036,1659,"-32.80495","-59.34089",14,21,"10YR2/2","10YR4/2",35000,,,"2.20","5.90","38.80","10YR",2,2,"10YR",4,2
7037,1659,"-32.80495","-59.34089",21,47,"10YR3/2",,37900,,,"1.45","6.30","48.40","10YR",3,2,,,
7038,1659,"-32.80495","-59.34089",47,76,"7.5YR3/2",,47400,,,"1.04","7.00","50.40","7.5YR",3,2,,,
7047,1660,"-32.87049","-59.73665",0,16,"10YR4/2","10YR5/2",20400,,,"1.80","5.50","24.70","10YR",4,2,"10YR",5,2
7048,1660,"-32.87049","-59.73665",16,41,"10YR3/2",,19000,,,"1.16","5.40","25.60","10YR",3,2,,,
7049,1660,"-32.87049","-59.73665",41,76,"10YR3/4",,31000,,,"0.58","6.20","46.40","10YR",3,4,,,
7053,1661,"-27.92291","-58.75314",0,16,"7.5YR4/4",,1400,450,"32.00","0.21","5.70","5.60","7.5YR",4,4,,,
7054,1661,"-27.92291","-58.75314",16,40,"5YR3/4",,2100,310,"15.00","0.30","5.60","7.50","5YR",3,4,,,
7055,1661,"-27.92291","-58.75314",40,61,"5YR3.5/4",,5300,3610,"68.00","0.24","5.50","19.60","5YR",3.5,4,,,
7058,1662,"-32.87798","-59.73595",0,12,"10YR4/2","10YR6/2",16000,,,"2.03","4.90","23.90","10YR",4,2,"10YR",6,2
7059,1662,"-32.87798","-59.73595",12,25,"10YR4/2","10YR5/2",17100,,,"1.04","5.80","25.10","10YR",4,2,"10YR",5,2
7060,1662,"-32.87798","-59.73595",25,48,"10YR4/2",,28500,,,"0.52","7.20","45.40","10YR",4,2,,,
7061,1662,"-32.87798","-59.73595",48,75,"7.5YR5/2",,31900,,,"0.29","8.10","46.70","7.5YR",5,2,,,
7064,1663,"-30.62408","-58.56230",0,15,"10YR3/2","10YR5/2",29300,,,"2.65","5.30","28.90","10YR",3,2,"10YR",5,2
7065,1663,"-30.62408","-58.56230",15,34,"10YR3/1","10YR4/1",29100,,,"1.24","5.70","26.40","10YR",3,1,"10YR",4,1
7066,1663,"-30.62408","-58.56230",34,51,"10YR2/1","10YR4/1",31400,,,"0.86","6.30","40.60","10YR",2,1,"10YR",4,1
7069,1664,"-30.53242","-58.55950",0,13,"10YR3/1","10YR6/1",32800,,,"2.08","6.30","30.30","10YR",3,1,"10YR",6,1
7070,1664,"-30.53242","-58.55950",13,40,"10YR3/1",,39600,,,"1.30","7.20","35.90","10YR",3,1,,,
7071,1664,"-30.53242","-58.55950",40,70,"10YR3/1",,44700,,,"1.06","7.70","47.20","10YR",3,1,,,
7074,1665,"-27.88905","-58.76725",0,15,"10YR2.5/1",,11300,10350,"92.00","1.25","5.70","16.30","10YR",2.5,1,,,
7075,1665,"-27.88905","-58.76725",15,38,"10YR2/1",,15200,14460,"95.00","1.23","6.20","22.30","10YR",2,1,,,
7076,1665,"-27.88905","-58.76725",38,61,"10YR3.5/1",,16800,14430,"86.00","0.75","6.40","26.20","10YR",3.5,1,,,
7079,1666,"-27.87877","-58.54587",0,15,"10YR4/2","10YR4/2",8500,6120,"71.60",,"5.50","18.80","10YR",4,2,"10YR",4,2
7080,1666,"-27.87877","-58.54587",15,30,"10YR4/2","10YR6/2",7700,4840,"62.80",,"5.90","17.60","10YR",4,2,"10YR",6,2
7081,1666,"-27.87877","-58.54587",30,40,"10YR4/1","10YR5/2",11100,7820,"70.40",,"6.20","29.20","10YR",4,1,"10YR",5,2
7082,1666,"-27.87877","-58.54587",40,50,"10YR3/1","10YR5/1",15700,12320,"78.70",,"6.40","34.20","10YR",3,1,"10YR",5,1
7083,1666,"-27.87877","-58.54587",50,75,"10YR4/1","10YR5/2",14080,11440,"81.20",,"7.30","32.90","10YR",4,1,"10YR",5,2
7086,1667,"-30.44405","-58.52307",0,20,"10YR4/2","10YR5/1",,,,"3.40","6.80","31.10","10YR",4,2,"10YR",5,1
7087,1667,"-30.44405","-58.52307",20,40,"10YR4/1","10YR4/1",,,,"0.69","7.80","35.70","10YR",4,1,"10YR",4,1
7088,1667,"-30.44405","-58.52307",40,50,"10YR6/2","10YR6/5",,,,"0.20","7.90",,"10YR",6,2,"10YR",6,5
7089,1668,"-30.58290","-58.86530",0,25,"10YR4/1","10YR6/2",26500,,,"1.07","6.70","28.00","10YR",4,1,"10YR",6,2
7090,1668,"-30.58290","-58.86530",25,47,"10YR3/1",,42800,,,"1.03","7.80","47.00","10YR",3,1,,,
7091,1668,"-30.58290","-58.86530",47,82,"10YR3/1",,39600,,,"0.52","7.70","46.00","10YR",3,1,,,
7094,1669,"-30.45365","-58.86463",0,16,"10YR3/1","10YR5/1",42600,,,"2.39","7.50","32.00","10YR",3,1,"10YR",5,1
7095,1669,"-30.45365","-58.86463",16,67,"10YR1.7/1","10YR4/1",45700,,,"1.32","7.80","31.40","10YR",1.7,1,"10YR",4,1
7099,1670,"-30.45123","-58.89922",0,13,"10YR3/1","10YR6/1",27100,,,"1.94","5.70","29.10","10YR",3,1,"10YR",6,1
7100,1670,"-30.45123","-58.89922",13,22,"10YR3/1","10YR6/1",33000,,,"1.10","6.50","34.50","10YR",3,1,"10YR",6,1
7101,1670,"-30.45123","-58.89922",22,44,"10YR3/1",,39800,,,"1.00","7.20","41.20","10YR",3,1,,,
7102,1670,"-30.45123","-58.89922",44,70,"10YR3/1",,40200,,,"0.79","7.70","48.70","10YR",3,1,,,
7104,1671,"-30.44962","-58.54780",0,12,"10YR4/1","10YR6/1",34000,27400,"81.00","2.63","5.40","35.10","10YR",4,1,"10YR",6,1
7105,1671,"-30.44962","-58.54780",12,50,"10YR3/1","10YR4/1",39300,35100,"89.00","1.09","6.10","44.10","10YR",3,1,"10YR",4,1
7106,1671,"-30.44962","-58.54780",50,70,"10YR3/1",,40900,38300,"94.00","0.76","6.50","52.40","10YR",3,1,,,
7109,1672,"-30.42972","-59.03881",0,15,"10YR3/1",,41400,,,"2.59","7.30","31.50","10YR",3,1,,,
7110,1672,"-30.42972","-59.03881",15,32,"10YR2/1",,38000,,,"1.99","6.90","28.00","10YR",2,1,,,
7111,1672,"-30.42972","-59.03881",32,62,"10YR2/1",,38500,,,"1.72","7.10","33.80","10YR",2,1,,,
7186,1673,"-28.57025","-58.93192",0,5,"10YR5/2","10YR6/2",11000,7500,"68.00","1.64","4.90","11.90","10YR",5,2,"10YR",6,2
7187,1673,"-28.57025","-58.93192",5,22,"10YR5/2","10YR7/2",9200,5500,"60.00","0.90","4.50","9.70","10YR",5,2,"10YR",7,2
7188,1673,"-28.57025","-58.93192",22,46,"10YR3.5/1","10YR4/1",25000,20400,"82.00","0.68","6.20","41.30","10YR",3.5,1,"10YR",4,1
7189,1673,"-28.57025","-58.93192",46,98,"10YR4/2","10YR5/2",24200,22300,"92.00","0.68","6.60","32.70","10YR",4,2,"10YR",5,2
7114,1674,"-30.32079","-58.82026",0,10,"10YR3/2","10YR5/2",27800,,,"1.97","5.80","28.90","10YR",3,2,"10YR",5,2
7115,1674,"-30.32079","-58.82026",10,22,"10YR4/1",,31800,,,"1.34","5.80","25.80","10YR",4,1,,,
7116,1674,"-30.32079","-58.82026",22,65,"10YR3/1",,41100,,,"0.80","7.00","49.00","10YR",3,1,,,
7119,1675,"-30.43697","-59.05446",0,13,"10YR3/1","10YR4/1",29800,,,"1.99","6.10","25.50","10YR",3,1,"10YR",4,1
7120,1675,"-30.43697","-59.05446",13,46,"10YR3/1",,40600,,,"1.28","6.60","39.20","10YR",3,1,,,
7121,1675,"-30.43697","-59.05446",46,70,"10YR3/1",,45100,,,"0.76","7.90","43.30","10YR",3,1,,,
7124,1676,"-30.55623","-59.19616",0,15,"10YR4/2","10YR5/2",24800,,,"1.62","5.70","24.30","10YR",4,2,"10YR",5,2
7125,1676,"-30.55623","-59.19616",15,48,"10YR2/2",,39700,,,"0.99","7.40","44.20","10YR",2,2,,,
7126,1676,"-30.55623","-59.19616",48,68,"10YR3/1",,40000,,,"0.70","6.00","48.30","10YR",3,1,,,
7129,1677,"-30.27829","-58.65155",0,23,"10YR3/1",,25800,,,"2.46","5.20","22.10","10YR",3,1,,,
7130,1677,"-30.27829","-58.65155",23,50,"10YR3/1",,39500,,,"1.25","6.10","33.00","10YR",3,1,,,
7131,1677,"-30.27829","-58.65155",50,70,"10YR2/1",,42000,,,"0.94","7.20","43.50","10YR",2,1,,,
7134,1678,"-30.44405","-58.52307",0,18,"10YR3/1","10YR5/1",38800,,,"3.49","5.70","24.20","10YR",3,1,"10YR",5,1
7135,1678,"-30.44405","-58.52307",18,46,"10YR3/1",,40700,,,"2.16","6.10","30.50","10YR",3,1,,,
7136,1678,"-30.44405","-58.52307",46,90,"10YR2/1",,38700,,,"0.99","6.50","39.80","10YR",2,1,,,
7139,1679,"-33.03353","-58.48051",0,13,"10YR2/2",,23430,,,"2.70","6.30","20.87","10YR",2,2,,,
7140,1679,"-33.03353","-58.48051",13,24,"10YR2/2",,19770,,,"2.12","6.40","22.62","10YR",2,2,,,
7141,1679,"-33.03353","-58.48051",24,43,"10YR3/1",,28470,,,"1.20","6.60","35.01","10YR",3,1,,,
7142,1679,"-33.03353","-58.48051",43,76,"10YR3/1",,32330,,,"0.92","7.00","44.75","10YR",3,1,,,
7145,1680,"-33.04350","-58.25395",0,40,"10YR4/6",,9690,,,"0.28","5.30","1.90","10YR",4,6,,,
7146,1680,"-33.04350","-58.25395",40,63,"10YR2/2",,14010,,,"0.82","5.40","18.23","10YR",2,2,,,
7149,1681,"-33.14665","-59.16739",0,21,"10YR2/2",,17020,,,"0.82","6.10","11.32","10YR",2,2,,,
7150,1681,"-33.14665","-59.16739",21,40,"10YR3/2",,17540,,,"0.61","6.30","11.21","10YR",3,2,,,
7151,1681,"-33.14665","-59.16739",40,63,"10YR4/2",,26700,,,"0.43","6.50","30.18","10YR",4,2,,,
7155,1682,"-33.12048","-59.22126",0,23,"10YR2/2",,17410,,,"1.81","6.30","20.53","10YR",2,2,,,
7156,1682,"-33.12048","-59.22126",23,43,"10YR3/2",,17930,,,"1.19","6.10","21.04","10YR",3,2,,,
7157,1682,"-33.12048","-59.22126",43,68,"10YR3/3",,25920,,,"0.55","6.80","34.32","10YR",3,3,,,
7161,1683,"-33.05787","-58.87577",0,14,"10YR2/2",,32200,,,"2.87","5.80","34.86","10YR",2,2,,,
7162,1683,"-33.05787","-58.87577",14,51,"10YR2/1",,39010,,,"1.24","6.90","47.70","10YR",2,1,,,
7167,1684,"-32.96448","-58.61595",0,13,"10YR2/2","10YR5/2",17410,,,"2.08","6.00","13.41","10YR",2,2,"10YR",5,2
7168,1684,"-32.96448","-58.61595",13,26,"10YR3/2",,18000,,,"0.53","6.00","10.36","10YR",3,2,,,
7169,1684,"-32.96448","-58.61595",26,39,"10YR2/2",,18330,,,"1.07","6.20","11.59","10YR",2,2,,,
7170,1684,"-32.96448","-58.61595",39,53,"10YR4/2",,27880,,,"0.52","6.60","35.25","10YR",4,2,,,
7174,1685,"-32.87370","-58.33700",0,11,"10YR2/2",,36220,,,"3.97","6.60","36.81","10YR",2,2,,,
7175,1685,"-32.87370","-58.33700",11,24,"10YR2/1",,37880,,,"2.84","7.00","37.01","10YR",2,1,,,
7176,1685,"-32.87370","-58.33700",24,50,"10YR3/1",,40940,,,"1.68","6.90","49.02","10YR",3,1,,,
7177,1685,"-32.87370","-58.33700",50,90,"10YR3/1",,44900,,,"1.01","8.20","47.02","10YR",3,1,,,
7180,1686,"-33.26518","-58.62640",0,13,"10YR2/2",,34320,,,"4.37","6.30","29.81","10YR",2,2,,,
7181,1686,"-33.26518","-58.62640",13,25,"10YR2/1",,37240,,,"4.10","6.70","36.70","10YR",2,1,,,
7182,1686,"-33.26518","-58.62640",25,60,"10YR3/1",,38380,,,"1.55","7.60","42.77","10YR",3,1,,,
7191,1687,"-33.25910","-58.65069",0,20,"10YR2/2",,20550,,,"2.69","5.60","25.98","10YR",2,2,,,
7192,1687,"-33.25910","-58.65069",20,33,"10YR2/2",,19700,,,"2.14","6.00","26.57","10YR",2,2,,,
7193,1687,"-33.25910","-58.65069",33,60,"10YR3/1",,31550,,,"1.19","6.50","48.28","10YR",3,1,,,
7197,1688,"-30.56519","-58.39860",0,15,"10YR3/1","10YR6/2",27200,24500,"90.00","2.03","5.80","25.10","10YR",3,1,"10YR",6,2
7198,1688,"-30.56519","-58.39860",15,27,"10YR3/2",,37700,35200,"93.00","1.13","6.60","32.00","10YR",3,2,,,
7199,1688,"-30.56519","-58.39860",27,55,"10YR4/1",,43100,41500,"96.00","0.88","7.20","38.10","10YR",4,1,,,
7202,1689,"-30.54177","-58.25323",0,24,"10YR3/1","10YR4/1",38200,34800,"91.00","2.79","5.60","30.40","10YR",3,1,"10YR",4,1
7203,1689,"-30.54177","-58.25323",24,56,"10YR2/1",,40600,36900,"91.00","1.36","5.60","32.90","10YR",2,1,,,
7208,1690,"-30.64271","-58.13582",0,20,"10YR3/2","10YR5/1",24600,22300,"91.00","1.57","6.50","18.10","10YR",3,2,"10YR",5,1
7209,1690,"-30.64271","-58.13582",20,38,"10YR3/1",,40800,39400,"97.00","1.06","7.10","29.20","10YR",3,1,,,
7210,1690,"-30.64271","-58.13582",38,56,"10YR3/1",,43000,41700,"97.00","0.90","7.80","32.00","10YR",3,1,,,
7225,1691,"-28.44133","-58.99830",0,20,"10YR2/1",,,9400,,"2.36","5.50","25.30","10YR",2,1,,,
7226,1691,"-28.44133","-58.99830",20,35,"10YR3/2",,,,,"0.19","8.30","18.20","10YR",3,2,,,
7227,1691,"-28.44133","-58.99830",35,58,"10YR5/3",,,,,"0.01","8.30","22.90","10YR",5,3,,,
7213,1692,"-30.96591","-58.03118",0,24,"10YR3/1",,,,,,,,"10YR",3,1,,,
7214,1692,"-30.96591","-58.03118",24,36,"10YR3/2",,10100,5720,"56.60","1.12","5.40","4.70","10YR",3,2,,,
7215,1692,"-30.96591","-58.03118",36,48,"10YR3/2",,21800,16400,"75.50","1.09","5.50","21.20","10YR",3,2,,,
7216,1692,"-30.96591","-58.03118",48,97,"5Y4/1",,20900,17000,"81.50","0.39","5.80","12.30","5Y",4,1,,,
7220,1693,"-30.75567","-58.02079",0,18,"10YR4/2","10YR5/2",26400,22400,"85.10","2.15","6.00","12.00","10YR",4,2,"10YR",5,2
7221,1693,"-30.75567","-58.02079",18,44,"10YR3/1","10YR5/1",37900,35000,"92.30","1.11","7.60","33.80","10YR",3,1,"10YR",5,1
7222,1693,"-30.75567","-58.02079",44,60,"10YR3/1","10YR4/1",45800,44400,"97.00","0.92","8.40","38.20","10YR",3,1,"10YR",4,1
7229,1694,"-30.45288","-59.28283",0,17,"10YR1.7/1","10YR4/1",41000,38600,"94.00","2.82","5.80","37.70","10YR",1.7,1,"10YR",4,1
7230,1694,"-30.45288","-59.28283",17,50,"10YR1.7/1","10YR4/1",50400,49400,"98.00","1.51","6.90","49.20","10YR",1.7,1,"10YR",4,1
7231,1694,"-30.45288","-59.28283",50,75,"10YR1.7/1",,43600,,,"1.18","7.60","49.50","10YR",1.7,1,,,
7234,1695,"-30.46873","-59.32466",0,14,"10YR3/1","10YR5/1",25800,24400,"95.00","1.35","6.20","30.50","10YR",3,1,"10YR",5,1
7235,1695,"-30.46873","-59.32466",14,38,"10YR3/1","10YR4/1",41000,,,"1.18","7.60","45.00","10YR",3,1,"10YR",4,1
7236,1695,"-30.46873","-59.32466",38,74,"10YR3/1","10YR4/1",38400,,,"0.88","8.10","45.70","10YR",3,1,"10YR",4,1
7242,1697,"-33.28747","-58.75335",0,10,"10YR2/2",,26560,,,"2.14","6.70","27.98","10YR",2,2,,,
7243,1697,"-33.28747","-58.75335",10,20,"10YR2/1",,31140,,,"2.14","6.80","32.43","10YR",2,1,,,
7244,1697,"-33.28747","-58.75335",20,45,"10YR3/1",,39790,,,"1.40","7.10","41.90","10YR",3,1,,,
7245,1697,"-33.28747","-58.75335",45,85,"10YR3/2",,36370,,,"0.65","8.40","39.84","10YR",3,2,,,
7251,1698,"-28.51583","-58.71404",0,9,"10YR6/3","10YR8/2",6400,5800,"91.00","0.56","6.70","7.80","10YR",6,3,"10YR",8,2
7252,1698,"-28.51583","-58.71404",9,31,"10YR6/2","10YR7/1",14400,,,,"9.50","11.80","10YR",6,2,"10YR",7,1
7253,1698,"-28.51583","-58.71404",31,53,"10YR6/3","10YR7/2",14300,,,,"9.80","11.90","10YR",6,3,"10YR",7,2
7248,1699,"-33.26274","-58.79696",0,30,"10YR3/3","10YR5/2",18320,,,"0.81","6.40","5.14","10YR",3,3,"10YR",5,2
7249,1699,"-33.26274","-58.79696",30,67,"10YR3/2",,15570,,,"0.28","5.50","5.02","10YR",3,2,,,
7257,1700,"-32.62398","-58.60280",0,20,"10YR3/2",,26820,,,"1.75","7.20","29.53","10YR",3,2,,,
7258,1700,"-32.62398","-58.60280",20,47,"10YR2/1",,39250,,,"1.91","7.40","45.24","10YR",2,1,,,
7259,1700,"-32.62398","-58.60280",47,76,"10YR3/1",,40030,,,"0.97","8.40","42.51","10YR",3,1,,,
7263,1701,"-33.36653","-58.72969",0,17,"10YR3/1",,33100,,,"4.19","8.20","25.22","10YR",3,1,,,
7264,1701,"-33.36653","-58.72969",17,40,"10YR3/1",,30350,,,"1.53","8.70","34.28","10YR",3,1,,,
7265,1701,"-33.36653","-58.72969",40,70,"10YR4/1",,36890,,,"0.52","8.60","37.20","10YR",4,1,,,
7267,1702,"-32.58900","-58.88884",0,20,"10YR2/2",,30040,,,"2.76","7.00","30.01","10YR",2,2,,,
7268,1702,"-32.58900","-58.88884",20,35,"10YR2/1",,30800,,,"2.33","7.10","31.41","10YR",2,1,,,
7269,1702,"-32.58900","-58.88884",35,66,"10YR2/1",,46200,,,"2.11","7.20","46.26","10YR",2,1,,,
7273,1703,"-32.58900","-58.88884",0,18,"10YR3/2",,35100,,,"2.90","5.80","31.37","10YR",3,2,,,
7274,1703,"-32.58900","-58.88884",18,60,"10YR3/1",,41320,,,"1.61","6.90","38.69","10YR",3,1,,,
7278,1704,"-32.73016","-58.70739",0,14,"10YR3/2","10YR5/2",28310,,,"1.75","6.00","27.41","10YR",3,2,"10YR",5,2
7279,1704,"-32.73016","-58.70739",14,27,"10YR3/2",,25470,,,"0.99","7.10","26.76","10YR",3,2,,,
7280,1704,"-32.73016","-58.70739",27,55,"10YR2/2",,43800,,,"0.44","7.40","44.70","10YR",2,2,,,
7284,1705,"-32.56070","-58.72688",0,12,"10YR3/2",,27180,,,"2.18","5.90","26.54","10YR",3,2,,,
7285,1705,"-32.56070","-58.72688",12,23,"10YR2/2",,28480,,,"1.89","6.50","28.06","10YR",2,2,,,
7286,1705,"-32.56070","-58.72688",23,56,"10YR2/1",,44800,,,"1.06","7.10","45.48","10YR",2,1,,,
7290,1706,"-32.57967","-58.83389",0,16,"10YR2/1",,39800,,,"3.27","7.30","40.15","10YR",2,1,,,
7291,1706,"-32.57967","-58.83389",16,44,"10YR2/1",,40020,,,"1.88","7.50","47.48","10YR",2,1,,,
7292,1706,"-32.57967","-58.83389",44,75,"10YR2/1",,46400,,,"1.34","7.80","49.45","10YR",2,1,,,
7295,1707,"-28.37704","-58.77151",0,10,"10YR4/2","10YR6/1",4000,2200,"55.00","0.49","4.30","4.60","10YR",4,2,"10YR",6,1
7296,1707,"-28.37704","-58.77151",10,22,"10YR5/4","10YR6/2",4000,1600,"40.00","0.39","4.30","4.70","10YR",5,4,"10YR",6,2
