idh,idp,y,x,top,bot,colh,cols,cec,bsum,bsat,oc,ph,clay,h_humedo,value_humedo,chroma_humedo,h_seco,value_seco,chroma_seco
14328,3169,"-34.19886","-59.18786",28,52,"10YR3/1",,16330,,,"0.88","6.18",,"10YR",3,1,,,
14330,3170,"-31.20000","-61.50000",0,22,"10YR3/2",,18600,14900,"80.00","1.47","6.20","26.00","10YR",3,2,,,
14331,3170,"-31.20000","-61.50000",22,32,"10YR3/3",,18400,14600,"79.00","0.90","6.30","27.50","10YR",3,3,,,
14332,3170,"-31.20000","-61.50000",32,63,"7.5YR4/2",,26000,22900,"88.00","0.51","6.50","38.00","7.5YR",4,2,,,
14337,3171,"-36.70133","-58.96592",0,10,,,,,,,,,,,,,,
14338,3171,"-36.70133","-58.96592",10,25,,,23500,20780,,"1.73","6.61",,,,,,,
14339,3171,"-36.70133","-58.96592",25,36,,,12000,10190,,"0.81","7.31",,,,,,,
14340,3171,"-36.70133","-58.96592",36,58,,,,,,,,,,,,,,
14342,3172,"-36.83772","-60.20389",0,15,,,,,,,,,,,,,,
14343,3172,"-36.83772","-60.20389",15,25,,,13660,13490,,"0.75","9.56",,,,,,,
14344,3172,"-36.83772","-60.20389",25,44,,,14010,13710,,"0.75","9.75",,,,,,,
14345,3172,"-36.83772","-60.20389",44,45,,,,,,,,,,,,,,
14346,3173,"-36.07961","-60.56481",0,10,,,,,,,,,,,,,,
14347,3173,"-36.07961","-60.56481",10,23,,,13460,13340,,"1.45","9.26",,,,,,,
14348,3173,"-36.07961","-60.56481",35,52,,,17280,17060,,"0.58","8.76",,,,,,,
14351,3174,"-37.46900","-59.31956",0,12,,,24560,20530,,"3.20","7.44",,,,,,,
14352,3174,"-37.46900","-59.31956",12,22,,,,,,,,,,,,,,
14353,3175,"-37.49781","-59.36717",0,11,,,,,,,,,,,,,,
14354,3175,"-37.49781","-59.36717",11,29,,,,,,,,,,,,,,
14355,3175,"-37.49781","-59.36717",29,37,,,,,,,,,,,,,,
14356,3175,"-37.49781","-59.36717",37,52,,,13000,10920,,"1.11","6.72",,,,,,,
14365,3176,"-25.34020","-64.84480",0,23,"5YR2.5/2","5YR3/2",16010,,,"2.27",,"14.10","5YR",2.5,2,"5YR",3,2
14366,3176,"-25.34020","-64.84480",23,40,"5YR3/3","5YR4/3",20490,,,"0.90",,"14.90","5YR",3,3,"5YR",4,3
14367,3176,"-25.34020","-64.84480",40,71,"5YR4/3","5YR5/3",14900,,,"0.63",,"12.10","5YR",4,3,"5YR",5,3
14369,3177,"-25.32410","-64.85770",0,25,"5YR3/2","5YR4/3",11200,,,"1.41",,"9.10","5YR",3,2,"5YR",4,3
14370,3177,"-25.32410","-64.85770",0,61,"5YR3/3","5YR4/3",12700,,,"0.40",,"19.60","5YR",3,3,"5YR",4,3
14371,3177,"-25.32410","-64.85770",0,139,"5YR4/4","5YR5/6",12200,,,"0.28",,"18.70","5YR",4,4,"5YR",5,6
14372,3178,"-25.40310","-64.65060",0,18,"5YR3/2","5YR4/2",16010,,,"2.27",,"14.10","5YR",3,2,"5YR",4,2
14373,3178,"-25.40310","-64.65060",18,42,"5YR3/3","5YR4/2",20490,,,"0.90",,"14.90","5YR",3,3,"5YR",4,2
14374,3178,"-25.40310","-64.65060",42,70,"5YR4/3","5YR5/3",14900,,,"0.63",,"12.10","5YR",4,3,"5YR",5,3
14376,3179,"-31.29444","-60.68056",0,24,"10YR3.5/2","10YR5/2",9400,7800,"83.00","0.90","5.30","14.00","10YR",3.5,2,"10YR",5,2
14377,3179,"-31.29444","-60.68056",24,34,"10YR4/2","10YR6/1",9100,7200,"79.00","0.19","5.90","11.50","10YR",4,2,"10YR",6,1
14378,3179,"-31.29444","-60.68056",34,68,"7.5YR3/4","7.5YR4/4",19900,18400,"92.00","0.22","6.20","32.50","7.5YR",3,4,"7.5YR",4,4
14384,3180,"-25.34800","-64.81830",0,20,"5YR3/2","5YR4/3",,,,,,,"5YR",3,2,"5YR",4,3
14385,3180,"-25.34800","-64.81830",20,38,"5YR5/4","5YR6/4",,,,,,,"5YR",5,4,"5YR",6,4
14386,3180,"-25.34800","-64.81830",38,115,"7.5YR6/4",,,,,,,,"7.5YR",6,4,,,
14387,3181,"-25.38130","-64.78610",0,22,"5YR3/3","5YR4/3",11410,,,"1.06",,"5.30","5YR",3,3,"5YR",4,3
14388,3181,"-25.38130","-64.78610",22,52,"5YR3/4","5YR4/6",11470,,,"0.61",,"5.30","5YR",3,4,"5YR",4,6
14394,3182,"-31.29444","-60.67806",0,30,"10YR3/2","10YR5/2.5",15100,12200,"81.00","1.03","5.90","22.10","10YR",3,2,"10YR",5,2.5
14395,3182,"-31.29444","-60.67806",30,46,"10YR3.5/2","10YR5.5/2",16200,13000,"80.00","0.66","6.00","19.00","10YR",3.5,2,"10YR",5.5,2
14396,3182,"-31.29444","-60.67806",46,74,"7.5YR3/4","7.5YR4/4",20800,18800,"90.00","0.42","6.30","48.60","7.5YR",3,4,"7.5YR",4,4
14391,3183,"-38.16667","-70.20000",0,5,,"2.5Y6/2",14700,,"100.00","0.29",,"7.40",,,,"2.5Y",6,2
14392,3183,"-38.16667","-70.20000",5,90,"2.5Y3.5/2","2.5Y3.5/2",12800,,"100.00","0.23",,"7.30","2.5Y",3.5,2,"2.5Y",3.5,2
14401,3184,"-38.28333","-70.16667",0,5,"10YR3.5/2",,29100,,"89.90","0.55",,"24.30","10YR",3.5,2,,,
14402,3184,"-38.28333","-70.16667",5,12,"10YR4/3",,32100,,"100.00","0.48",,"39.10","10YR",4,3,,,
14403,3184,"-38.28333","-70.16667",12,36,,"10YR3.5/3",33100,,"100.00","0.40",,"29.30",,,,"10YR",3.5,3
14404,3184,"-38.28333","-70.16667",36,62,,"2.5Y4/4",29600,,"100.00",,,"19.90",,,,"2.5Y",4,4
14406,3185,"-25.39070","-64.68830",0,17,"5YR4/3","5YR6/2",23500,,,"1.41",,"29.70","5YR",4,3,"5YR",6,2
14407,3185,"-25.39070","-64.68830",17,55,"5YR4/4",,5500,,,"0.72",,"6.80","5YR",4,4,,,
14410,3186,"-25.36410","-64.76160",0,8,"2.5YR3/4",,27500,,,"1.74",,"60.00","2.5YR",3,4,,,
14411,3186,"-25.36410","-64.76160",8,50,"2.5YR3/4",,24700,,,"0.21",,"47.40","2.5YR",3,4,,,
14412,3186,"-25.36410","-64.76160",50,89,"2.5YR4/4",,1800,,,"1.30",,"1.80","2.5YR",4,4,,,
14414,3187,"-25.37110","-64.64110",0,16,"5YR4/3","5YR6/3",24300,,,"2.08",,"43.00","5YR",4,3,"5YR",6,3
14415,3187,"-25.37110","-64.64110",16,26,"5YR4/3","5YR6/3",22000,,,"1.00",,"45.00","5YR",4,3,"5YR",6,3
14416,3187,"-25.37110","-64.64110",26,45,"5YR4/4","5YR6/4",5500,,,"0.30",,"6.60","5YR",4,4,"5YR",6,4
14417,3187,"-25.37110","-64.64110",45,97,"5YR3/4",,2300,,,"0.32",,"2.80","5YR",3,4,,,
14419,3188,"-25.40650","-64.66660",0,18,"5YR2.5/2","5YR4/2",21660,,,"1.72",,"3.50","5YR",2.5,2,"5YR",4,2
14420,3188,"-25.40650","-64.66660",18,38,"5YR2.5/2","5YR4/2",16350,,,"0.77",,"33.90","5YR",2.5,2,"5YR",4,2
14421,3188,"-25.40650","-64.66660",38,165,"5YR5/4","5YR6/4",15990,,,"0.26",,"55.80","5YR",5,4,"5YR",6,4
14422,3189,"-25.34330","-64.67450",0,16,"5YR3/4","5YR5/4",15000,,,"2.80",,"6.60","5YR",3,4,"5YR",5,4
14423,3189,"-25.34330","-64.67450",16,52,"5YR4/4","5YR5/6",9260,,,"0.51",,"4.20","5YR",4,4,"5YR",5,6
14440,3190,"-31.33556","-60.84667",0,20,"10YR3/2","10YR5/2",12400,10100,"81.00","1.20","5.80","24.70","10YR",3,2,"10YR",5,2
14441,3190,"-31.33556","-60.84667",20,30,"10YR3/2","10YR4.5/2",15300,13800,"90.00","1.00","5.90","27.40","10YR",3,2,"10YR",4.5,2
14442,3190,"-31.33556","-60.84667",30,64,"10YR3/2","7.5YR3.5/2",23800,23400,"98.00","0.50","6.30","46.30","10YR",3,2,"7.5YR",3.5,2
14426,3191,"-38.27917","-70.19997",0,10,,"10YR6/2",16300,,"100.00","1.28",,"9.70",,,,"10YR",6,2
14427,3191,"-38.27917","-70.19997",10,130,"10YR3/1",,16200,,"100.00","0.54",,"12.10","10YR",3,1,,,
14429,3192,"-25.41440","-64.71380",0,18,"5YR3/2","5YR5/2",9260,,,"2.30",,"4.20","5YR",3,2,"5YR",5,2
14430,3192,"-25.41440","-64.71380",18,40,"5YR4/2","5YR5/3",5990,,,"0.51",,"2.20","5YR",4,2,"5YR",5,3
14431,3192,"-25.41440","-64.71380",40,120,"5YR5/4","5YR6/4",7080,,,"0.26",,"3.80","5YR",5,4,"5YR",6,4
14432,3193,"-25.34670","-64.85470",0,23,"5YR3/2","5YR5/2",,,,,,,"5YR",3,2,"5YR",5,2
14433,3193,"-25.34670","-64.85470",23,50,"5YR3/2","5YR5/3",,,,,,,"5YR",3,2,"5YR",5,3
14434,3193,"-25.34670","-64.85470",50,95,"5YR4/4","5YR5/4",,,,,,,"5YR",4,4,"5YR",5,4
14457,3194,"-37.60000","-70.21667",0,15,,,12600,,,"0.70",,"7.20",,,,,,
14458,3194,"-37.60000","-70.21667",15,50,,,,,,,,,,,,,,
14436,3195,"-25.37250","-64.80410",0,10,"5YR3/2","5YR5/2",,,,,,,"5YR",3,2,"5YR",5,2
14437,3195,"-25.37250","-64.80410",10,26,"5YR3/2","5YR3/2",,,,,,,"5YR",3,2,"5YR",3,2
14438,3195,"-25.37250","-64.80410",26,56,"5YR2.5/2",,,,,,,,"5YR",2.5,2,,,
14447,3196,"-25.32850","-64.83210",0,20,"5YR3/2","5YR5/3",,,,,,,"5YR",3,2,"5YR",5,3
14448,3196,"-25.32850","-64.83210",20,37,"5YR4/4","5YR5/4",,,,,,,"5YR",4,4,"5YR",5,4
14449,3196,"-25.32850","-64.83210",37,60,"5YR3/2","5YR6/4",,,,,,,"5YR",3,2,"5YR",6,4
14452,3197,"-25.36130","-64.71560",0,15,"5YR3/2","5YR3/3",,,,,,,"5YR",3,2,"5YR",3,3
14453,3197,"-25.36130","-64.71560",15,33,"5YR4/4","5YR6/4",,,,,,,"5YR",4,4,"5YR",6,4
14454,3197,"-25.36130","-64.71560",33,50,"5YR2.5/2","5YR3/3",,,,,,,"5YR",2.5,2,"5YR",3,3
14455,3197,"-25.36130","-64.71560",50,70,"5YR3/2","5YR3/4",,,,,,,"5YR",3,2,"5YR",3,4
14459,3198,"-37.61667","-70.20000",0,11,"10YR3/3","10YR5/2",12600,,"100.00","0.97",,"6.50","10YR",3,3,"10YR",5,2
14460,3198,"-37.61667","-70.20000",11,72,"10YR4/2",,12700,,"100.00","0.54",,"6.00","10YR",4,2,,,
14462,3199,"-38.26667","-70.58333",0,56,"10YR3/2",,8300,,,,,"3.60","10YR",3,2,,,
14464,3200,"-37.91667","-70.95000",0,22,"10YR3/2",,13800,,,"1.00",,"3.50","10YR",3,2,,,
14465,3200,"-37.91667","-70.95000",22,70,,,15500,,,"0.84",,"2.40",,,,,,
14467,3202,"-30.45917","-61.88333",0,23,"10YR3/2","10YR5/2",19600,15200,"78.00","1.72","6.10","32.30","10YR",3,2,"10YR",5,2
14468,3202,"-30.45917","-61.88333",23,34,"10YR3/3","10YR5.5/2",21200,16500,"78.00","0.95","6.50","39.50","10YR",3,3,"10YR",5.5,2
14469,3202,"-30.45917","-61.88333",34,73,"7.5YR3/2","7.5YR4/2",27700,24500,"88.00","0.43","7.30","48.00","7.5YR",3,2,"7.5YR",4,2
14474,3203,"-31.46278","-60.98917",0,20,"10YR3.5/2","10YR6/2",15000,14100,"94.00","1.14","5.80","29.00","10YR",3.5,2,"10YR",6,2
14475,3203,"-31.46278","-60.98917",20,31,"10YR5/2","10YR7/1",14900,14700,"99.00","0.44","6.30","29.00","10YR",5,2,"10YR",7,1
14476,3203,"-31.46278","-60.98917",31,70,"10YR4/1","5GY5/1",23000,23800,"100.00","0.31","6.60","51.50","10YR",4,1,"5GY",5,1
14488,3205,"-31.47667","-60.70222",0,15,"10YR4/2","10YR5/2",22100,16200,"73.00","3.41","5.90","36.50","10YR",4,2,"10YR",5,2
14489,3205,"-31.47667","-60.70222",15,30,"10YR5/2","10YR6/2",13700,9700,"71.00","0.74","6.40","27.50","10YR",5,2,"10YR",6,2
14490,3205,"-31.47667","-60.70222",30,60,"2.5Y3.5/2","2.5YR4.5/2",21900,19600,"89.00","0.39","7.00","38.50","2.5Y",3.5,2,"2.5YR",4.5,2
14502,3207,"-36.65031","-60.09008",0,12,,,19000,15060,,"1.61","5.89",,,,,,,
14503,3207,"-36.65031","-60.09008",12,32,,,,,,,,,,,,,,
14504,3207,"-36.65031","-60.09008",32,45,,,,,,,,,,,,,,
14505,3207,"-36.65031","-60.09008",45,55,,,,,,,,,,,,,,
14668,3208,"-31.91250","-61.51583",0,32,"10YR3.5/2","10YR5/2",15900,13100,"82.00","1.50","6.20","22.50","10YR",3.5,2,"10YR",5,2
14669,3208,"-31.91250","-61.51583",32,44,"10YR4/2","10YR6.5/2",14500,12400,"86.00","0.60","6.80","22.00","10YR",4,2,"10YR",6.5,2
14670,3208,"-31.91250","-61.51583",44,75,"7.5YR3.5/2","7.5YR4/2",26500,25700,"97.00","0.50","7.50","40.50","7.5YR",3.5,2,"7.5YR",4,2
15304,3209,"-25.49830","-63.97290",0,30,"7.5YR4/4","7.5YR5/4",10500,,,"2.13",,"10.90","7.5YR",4,4,"7.5YR",5,4
15305,3209,"-25.49830","-63.97290",30,63,"7.5YR5/4","7.5YR6/4",4600,,,"0.14",,"6.60","7.5YR",5,4,"7.5YR",6,4
14506,3210,"-40.16139","-71.52264",0,20,,"10YR5/4",7810,,"84.00","1.76",,"11.10",,,,"10YR",5,4
14507,3210,"-40.16139","-71.52264",20,45,"10YR3/4","2.5Y5/5",7840,,,"1.30",,"4.10","10YR",3,4,"2.5Y",5,5
14508,3210,"-40.16139","-71.52264",45,75,"10YR2/2","10YR3/3",1310,,,"1.67",,"4.70","10YR",2,2,"10YR",3,3
14518,3211,"-29.96308","-57.67178",0,13,"10YR3/1","10YR4/1",21000,20300,,"1.66","5.54",,"10YR",3,1,"10YR",4,1
14519,3211,"-29.96308","-57.67178",13,58,"10YR2/1",,19500,16500,,"0.79","6.05",,"10YR",2,1,,,
14521,3212,"-30.06311","-57.81161",0,24,"10YR2/2","10YR4/2",13100,10400,,"1.20","5.72",,"10YR",2,2,"10YR",4,2
14522,3212,"-30.06311","-57.81161",24,70,"10YR2/1",,21000,18400,,"0.62","6.75",,"10YR",2,1,,,
14529,3213,"-39.78333","-71.03333",0,7,"5YR2.5/2","5YR4/1",69000,,"87.00","1.07",,"47.60","5YR",2.5,2,"5YR",4,1
14530,3213,"-39.78333","-71.03333",7,41,"5YR4/4","5YR5/3",92500,,"72.00","0.09",,"57.20","5YR",4,4,"5YR",5,3
14531,3213,"-39.78333","-71.03333",41,95,,,78700,,"83.00",,,,,,,,,
14532,3214,"-40.11667","-71.36667",0,14,"10YR2/1",,9210,,"54.00","3.03",,"5.50","10YR",2,1,,,
14533,3214,"-40.11667","-71.36667",14,102,"10YR4/2",,15200,,"45.00","3.48",,"6.00","10YR",4,2,,,
14537,3215,"-40.15694","-71.31806",0,3,"10YR2/1","10YR2/1",31590,,,"17.08",,"7.80","10YR",2,1,"10YR",2,1
14538,3215,"-40.15694","-71.31806",3,45,"10YR2/1","10YR2/1",14840,,"81.00","4.22",,"5.60","10YR",2,1,"10YR",2,1
14539,3215,"-40.15694","-71.31806",45,71,"10YR3/4",,9760,,"53.00","3.87",,"5.60","10YR",3,4,,,
14540,3217,"-26.31214","-59.11365",0,14,"7.5YR2/0","7.5YR4/0",35800,31100,"87.00","2.76","6.50","59.00","7.5YR",2,0,"7.5YR",4,0
14554,3217,"-26.31214","-59.11365",14,26,"5YR4/4","5YR5/4",26600,,,"0.87","8.00","56.60","5YR",4,4,"5YR",5,4
14555,3217,"-26.31214","-59.11365",26,52,"5YR4/3","5YR5/3",37300,,,"0.61","7.50","66.20","5YR",4,3,"5YR",5,3
14541,3218,"-38.73333","-70.88333",0,47,"10YR3/4","10YR6/4",680,,,"1.56",,"2.70","10YR",3,4,"10YR",6,4
14542,3218,"-38.73333","-70.88333",47,72,"10YR4/4","10YR7/4",6060,,,"0.44",,"2.80","10YR",4,4,"10YR",7,4
14544,3219,"-38.63333","-68.45000",0,5,"5YR5/4","5YR7/3",,,,"0.17",,"33.30","5YR",5,4,"5YR",7,3
14545,3219,"-38.63333","-68.45000",5,16,"5YR4/6","5YR7/4",,,,"0.44",,"38.60","5YR",4,6,"5YR",7,4
14546,3219,"-38.63333","-68.45000",16,31,"5YR4/6","5YR6/4",,,,"0.39",,"36.10","5YR",4,6,"5YR",6,4
14547,3219,"-38.63333","-68.45000",31,54,"5YR5/6","5YR7/4",,,,,,"11.10","5YR",5,6,"5YR",7,4
14549,3220,"-38.90000","-71.30000",0,10,,,,,,"24.33",,,,,,,,
14550,3220,"-38.90000","-71.30000",10,29,,,24500,,"26.70","4.95",,"14.90",,,,,,
14551,3220,"-38.90000","-71.30000",29,72,,,21500,,"12.30","2.54",,"52.00",,,,,,
14559,3221,"-26.55509","-54.77727",0,12,,,13000,8090,"62.23","1.61","5.11",,,,,,,
14560,3221,"-26.55509","-54.77727",12,32,,,11910,7830,"65.74","0.70","4.78",,,,,,,
14561,3221,"-26.55509","-54.77727",32,60,,,9880,6390,"64.67","0.54","4.34",,,,,,,
14563,3222,"-31.46167","-60.66444",0,27,"10YR3/2","10YR5/2",14400,11800,"82.00","1.32","6.40","21.00","10YR",3,2,"10YR",5,2
14564,3222,"-31.46167","-60.66444",27,39,"10YR4/2","10YR6/2",10800,9300,"86.00","0.50","6.30","19.70","10YR",4,2,"10YR",6,2
14565,3222,"-31.46167","-60.66444",39,65,"7.5YR3/2","10YR4/2",20600,18700,"91.00","0.48","6.70","41.50","7.5YR",3,2,"10YR",4,2
14570,3223,"-33.04411","-58.20944",0,15,,,22000,15990,,"2.00","6.26",,,,,,,
14571,3223,"-33.04411","-58.20944",15,45,,,16010,17220,,"1.09","6.17",,,,,,,
14572,3223,"-33.04411","-58.20944",45,65,,,13200,28850,,"0.37","7.39",,,,,,,
14574,3224,"-33.00417","-58.21000",0,20,,,,,,"0.62","4.97",,,,,,,
14575,3224,"-33.00417","-58.21000",20,40,,,,,,"0.54","4.94",,,,,,,
14576,3224,"-33.00417","-58.21000",40,60,,,,,,"0.49","5.09",,,,,,,
14579,3225,"-30.51278","-61.70778",0,25,"10YR3/2","10YR5/2",18500,14700,"79.00","1.81","6.20","30.70","10YR",3,2,"10YR",5,2
14580,3225,"-30.51278","-61.70778",25,38,"10YR3/2","10YR5/2",17000,14500,"85.00","0.91","6.40","31.90","10YR",3,2,"10YR",5,2
14581,3225,"-30.51278","-61.70778",38,77,"7.5YR3.5/2","7.5YR5/2",26700,26200,"98.00","0.37","7.70","44.20","7.5YR",3.5,2,"7.5YR",5,2
14586,3226,"-30.16864","-58.12450",0,16,,"10YR4/1",24200,22600,,"1.87","5.95",,,,,"10YR",4,1
14587,3226,"-30.16864","-58.12450",16,37,"10YR2/1",,27000,25800,,"0.62","6.80",,"10YR",2,1,,,
14588,3226,"-30.16864","-58.12450",37,59,"10YR2/1",,19200,18700,,"0.37","7.25",,"10YR",2,1,,,
14592,3227,"-30.58611","-58.45292",0,20,"10YR3/1","10YR4/2",17800,14300,,"1.87","5.30",,"10YR",3,1,"10YR",4,2
14593,3227,"-30.58611","-58.45292",20,74,"10YR2/1","10YR5/1",22800,21600,,"0.79","6.24",,"10YR",2,1,"10YR",5,1
14589,3228,"-33.03556","-58.27917",0,20,,,14000,,,"0.65","5.41",,,,,,,
14590,3228,"-33.03556","-58.27917",20,40,,,14200,,,"0.55","5.55",,,,,,,
14591,3228,"-33.03556","-58.27917",40,60,,,13800,,,"0.37","5.39",,,,,,,
14595,3229,"-31.93333","-61.72778",0,21,"10YR3/2","10YR",22000,20000,"91.00","2.17","6.60","32.00","10YR",3,2,"10YR",,
14596,3229,"-31.93333","-61.72778",21,30,"10YR3/3","10YR4.5/3",23300,20900,"90.00","1.64","6.60","38.10","10YR",3,3,"10YR",4.5,3
14597,3229,"-31.93333","-61.72778",30,52,,"7.5YR4/3",27000,26200,"97.00","0.42","6.80","43.20",,,,"7.5YR",4,3
14603,3230,"-37.21667","-70.60000",0,21,"5YR2.5/2","7.5YR3/2",25420,,"92.00","1.00",,"26.30","5YR",2.5,2,"7.5YR",3,2
14604,3230,"-37.21667","-70.60000",21,32,"5YR2.5/2","5YR3/2",30230,,"87.00","0.79",,"35.70","5YR",2.5,2,"5YR",3,2
14605,3230,"-37.21667","-70.60000",32,56,"5YR3/2","5YR3/2",33540,,"92.00","0.48",,"41.70","5YR",3,2,"5YR",3,2
14608,3231,"-35.77389","-58.60081",0,24,,,21150,,,"1.92","6.30",,,,,,,
14609,3231,"-35.77389","-58.60081",24,46,,,11250,,,"0.41","6.79",,,,,,,
14610,3231,"-35.77389","-58.60081",46,66,,,15930,,,"0.56","6.65",,,,,,,
14613,3232,"-35.87289","-58.62064",0,24,,,20130,,,"2.01","6.90",,,,,,,
14614,3232,"-35.87289","-58.62064",24,36,"10YR4/3",,11930,,,"0.58","7.05",,"10YR",4,3,,,
14615,3232,"-35.87289","-58.62064",36,58,,,17330,,,"0.55","7.90",,,,,,,
14617,3233,"-36.09167","-58.05281",0,27,,,9760,,,"1.33","6.27",,,,,,,
14618,3233,"-36.09167","-58.05281",27,40,,,9870,,,"0.48","6.77",,,,,,,
14619,3233,"-36.09167","-58.05281",40,62,,,14720,,,"0.44","7.70",,,,,,,
14622,3234,"-31.98833","-61.00083",0,25,"10YR3/2","10YR5/3",14700,11500,"78.00","1.51","6.70","26.70","10YR",3,2,"10YR",5,3
14623,3234,"-31.98833","-61.00083",25,38,"10YR3.5/2","10YR5.5/2",12200,10700,"88.00","0.68","6.60","27.60","10YR",3.5,2,"10YR",5.5,2
14624,3234,"-31.98833","-61.00083",38,65,"7.5YR3/3","7.5YR3.5/3",28500,27400,"96.00","0.57","6.80","58.60","7.5YR",3,3,"7.5YR",3.5,3
14629,3235,"-35.81222","-58.36659",0,38,"10YR2/2",,,,,,,,"10YR",2,2,,,
14630,3235,"-35.81222","-58.36659",38,58,"10YR2/3",,,,,,,,"10YR",2,3,,,
14635,3237,"-35.79359","-58.34438",0,24,"10YR2/2","10YR4.5/2",,,,,,,"10YR",2,2,"10YR",4.5,2
14643,3237,"-35.79359","-58.34438",24,43,"7.5YR3/4","7.5YR4/3",,,,,,,"7.5YR",3,4,"7.5YR",4,3
14644,3237,"-35.79359","-58.34438",43,65,"7.5YR4/4",,,,,,,,"7.5YR",4,4,,,
14636,3238,"-31.98333","-61.00083",0,30,"10YR3/2","10YR5/2",14400,12400,"86.00","1.23","6.40","27.10","10YR",3,2,"10YR",5,2
14637,3238,"-31.98333","-61.00083",30,42,"10YR4/3","10YR5/3",15500,13800,"89.00","0.75","6.70","34.20","10YR",4,3,"10YR",5,3
14638,3238,"-31.98333","-61.00083",42,75,"7.5YR3/3.5","7.5YR4/3.5",26500,24200,"91.00","0.49","6.80","54.50","7.5YR",3,3.5,"7.5YR",4,3.5
14646,3240,"-25.79796","-59.09901",0,10,"10YR4/3","10YR7/2",21700,17500,"81.00","2.10","5.20","36.40","10YR",4,3,"10YR",7,2
14647,3240,"-25.79796","-59.09901",10,40,"10YR3/1","10YR4/1",30500,27800,"91.00","2.07","6.70","50.20","10YR",3,1,"10YR",4,1
14648,3240,"-25.79796","-59.09901",40,62,"10YR3/2","10YR4/2",29600,,,"0.29","7.30","49.80","10YR",3,2,"10YR",4,2
14650,3241,"-25.56136","-59.34949",0,15,"10YR3/2","10YR5/2",22400,19900,"89.00","1.70","5.50","40.50","10YR",3,2,"10YR",5,2
14651,3241,"-25.56136","-59.34949",15,46,"10YR3/1","10YR6/2",30400,34600,"100.00","0.76","7.50","55.60","10YR",3,1,"10YR",6,2
14652,3241,"-25.56136","-59.34949",46,101,"10YR2/1","10YR4/1",37100,,,"0.63","8.30","70.60","10YR",2,1,"10YR",4,1
14654,3242,"-26.08524","-59.46914",0,10,"10YR3/1","10YR5/3",27200,17100,"67.00","3.51","4.70","25.30","10YR",3,1,"10YR",5,3
14655,3242,"-26.08524","-59.46914",10,25,"10YR4/1","10YR6/3",22400,22400,"100.00","2.40","6.30","32.20","10YR",4,1,"10YR",6,3
14656,3242,"-26.08524","-59.46914",25,42,"7.5YR4/2","7.5YR6/4",22200,24300,"100.00","0.97","6.90","38.60","7.5YR",4,2,"7.5YR",6,4
14657,3242,"-26.08524","-59.46914",42,69,"7.5YR5/2","7.5YR7/2",12500,16300,"100.00","0.48","7.50","21.90","7.5YR",5,2,"7.5YR",7,2
14661,3243,"-26.28439","-59.35587",0,7,"10YR3/1","10YR4/1",40700,38600,"95.00","4.77","6.50","48.50","10YR",3,1,"10YR",4,1
14662,3243,"-26.28439","-59.35587",7,14,"5YR3/3","5YR4/3",32900,29700,"90.00","1.42","5.30","57.10","5YR",3,3,"5YR",4,3
14663,3243,"-26.28439","-59.35587",14,23,"5YR3/3","5YR4/4",31500,29800,"95.00","0.97","5.30","53.90","5YR",3,3,"5YR",4,4
14664,3243,"-26.28439","-59.35587",23,35,"7.5YR2/0","7.5YR3/0",32700,29600,"91.00","2.01","5.70","48.50","7.5YR",2,0,"7.5YR",3,0
14665,3243,"-26.28439","-59.35587",35,55,"5YR3/3","5YR4/3",29900,31000,"100.00","0.66","6.00","64.00","5YR",3,3,"5YR",4,3
14676,3244,"-25.67060","-59.43825",0,7,"10YR6/2","10YR7/2",14800,14700,"99.00","2.41","5.20","23.60","10YR",6,2,"10YR",7,2
14677,3244,"-25.67060","-59.43825",7,19,"10YR6/2","10YR7/2",12700,13300,"100.00","1.69","5.00","23.20","10YR",6,2,"10YR",7,2
14678,3244,"-25.67060","-59.43825",19,50,"10YR4/2","10YR4/4",14700,,,"0.49","8.30","32.40","10YR",4,2,"10YR",4,4
14679,3244,"-25.67060","-59.43825",50,61,"7.5YR4/6","7.5YR6/6",18900,,,"0.44","8.80","35.90","7.5YR",4,6,"7.5YR",6,6
14681,3245,"-31.00000","-60.00000",0,18,"10YR3/2","10YR5/2",14000,12800,"91.00","1.05","5.60","18.50","10YR",3,2,"10YR",5,2
14682,3245,"-31.00000","-60.00000",18,24,"10YR3.5/2","10YR5.5/1",14200,13700,"96.00","0.65","5.70","17.50","10YR",3.5,2,"10YR",5.5,1
14683,3245,"-31.00000","-60.00000",24,55,"7.5YR3/4","7.5YR4/4",18000,17100,"95.00","0.44","6.80","40.50","7.5YR",3,4,"7.5YR",4,4
14689,3246,"-25.84853","-59.48690",0,4,"10YR2/2","10YR4/2",22500,21700,"96.00","3.31","5.00","23.90","10YR",2,2,"10YR",4,2
14690,3246,"-25.84853","-59.48690",4,19,"10YR2/2","10YR3/3",18300,15900,"87.00","1.81","5.00","24.20","10YR",2,2,"10YR",3,3
14691,3246,"-25.84853","-59.48690",19,28,"10YR5/3","10YR6/3",19000,19100,"100.00","1.32","5.40","27.80","10YR",5,3,"10YR",6,3
14692,3246,"-25.84853","-59.48690",28,40,"10YR3/2","10YR4/4",20000,21400,"100.00","1.16","5.50","30.00","10YR",3,2,"10YR",4,4
14693,3246,"-25.84853","-59.48690",40,66,"7.5YR3/4","7.5YR5/4",23000,26300,"100.00","0.88","6.00","37.20","7.5YR",3,4,"7.5YR",5,4
