idh	idp	top	cec	ca	mg	k	na	bsum_sisinta	bsum_calculada	bsat
8101	1847	12	35.1	23.8	3.6	0.8	0.9		0	82.9059829059829
8107	1848	0	19.2	11	2.8	2.3	0.5	16.6	11	86.4583333333333
8108	1848	10	19.6	11.3	3	2.4	0.5	17.2	3	87.7551020408163
8113	1849	0	34.6	25.1	2.4	1.1	0.7		0	84.6820809248555
8114	1849	14		26.3	2	0.9	0.6		2	
8119	1850	0	30	18.8	3.4	0.9			0	
8120	1850	12	29	18.4	4.8	0.9			0	
8125	1851	0	29.5	15.2	0.8	0.9			0	
8126	1851	14	24	15.6	0.4	0.8			0	
8131	1853	0	37.3	26.9	3.8	0.8	2.5		0	91.1528150134048
8132	1853	18	39.1	31.9	3.2	0.8	2.3		0	97.6982097186701
8137	1854	0	26.12	18.72	1.04	1.47	0.3		0	82.427258805513
8138	1854	19	27.33	22.53	1.2	1.16	0.3		0	92.169776802049
8144	1855	0	32.18	25.37	2.4	1.15	1.25		0	93.7538844002486
8145	1855	12	50.33	42.39	3.48	1.29	1.87		0	97.4170474865885
8149	1856	0	25.55	19.01	2.1	1.72	0.43		0	91.0371819960861
8150	1856	21	37.18	31.39	2.21	0.86	0.32		0	93.5449166218397
8155	1857	0	32.52	25.09	2.14	0.75	1.57		0	90.8671586715867
8156	1857	20	43.27	35.62	3.58	1	1.16		1	95.5858562514444
8160	1858	0	46.2	35.8	2.1	1.56	0.7		0	86.9264069264069
8161	1858	17	49.3	42.4	1.8	1.2	1.87		0	95.8823529411765
8166	1859	0	32.6	22.6	3.2	2.4	0.4		0	87.7300613496933
8167	1859	20	30.1	21.9	2.9	1.9	0.6		0	90.6976744186046
8172	1860	0	21.19	14.51	2	1.32	0.4		2	86.0311467673431
8173	1860	15	23.41	17.13	2.2	1.44	0.47		0	90.7304570696284
8178	1861	0	36.56	28.03	3.59	1.57	0.37		0	91.7943107221007
8179	1861	12	38.12	31.84	3.47	1.05	0.76		0	97.3767051416579
8180	1861	24	37.82	32.5	3.1	0.91	1.09		0	99.4182971972501
8185	1862	0	35.03	27.24	2.37	1.05	0.37		0	88.5812161004853
8186	1862	22	46.11	38.53	2.62	1.34	0.62		0	93.4938191281718
8190	1863	0	32.71	25.81	2.21	1.16	0.62		0	91.1036380311831
8191	1863	20	41.22	33.09	2.49	1.17	0.47		0	90.2959728287239
8196	1864	0	35.28	29.53	2.34	0.6	0.35		0	93.0272108843537
8197	1864	18	41.43	35.89	2.68	0.62	0.5		0	95.8001448225923
8203	1865	0	24.81	17.6	1.76	0.68	0.27		0	81.8621523579202
8204	1865	23	22.88	15.66	1.56	0.21	0.22		0	77.1416083916084
8209	1866	0	30.97	23.88	2.57	0.87	0.35		0	89.3445269615757
8210	1866	18	30.68	25.11	2.52	0.8	0.35		0	93.8070404172099
8215	1867	0	28	22.84	1.76	0.58	0.5		0	91.7142857142857
8216	1867	12	39.92	32	2.69	0.51	0.7		32	89.9298597194389
8222	1868	0	38.39	30.62	1.4	0.87	0.5		0	86.975774941391
8223	1868	18	40.1	30.8	1.98	0.8	0.42		0	84.788029925187
8228	1869	0	28.47	25.6	0.35	0.51	0.62		0	95.1176677204075
8229	1869	24	47.03	38.29	1.64	1.36	0.74		0	89.3684881990219
8233	1870	0	9.6	5.8	2.6	0.11	0.9	9.4	0	98.0208333333333
8234	1870	13	10.6	5.4	2.4	0.06	0.8	8.7	0	81.6981132075472
8237	1871	0	37.21	30.76	2.16	0.92	3.12		0	99.3281375974201
8238	1871	21	38.84	33.44	2.34	0.69	2.37		0	100
8243	1872	0	23.21	14.08	1.23	0.48	0.41		0	69.7975010771219
8244	1872	22	28.66	21.54	1.17	0.36	0.62		0	82.6587578506629
8249	1873	0	35.52	29.42	1.17	1.46	1.14		0	93.4403153153153
8250	1873	18	31.8	22.31	1.76	1.07	0.7		0	81.2578616352201
8256	1874	0	7.9	2.4	0.1	0.08	0.2	2.78	0	35.1898734177215
8257	1874	19	4.1	1.4	0.1	0.02	0.1	1.62	0	39.5121951219512
8262	1875	0	25.89	20.12	1.32	0.57	0.52		0	87.0220162224797
8267	1876	0	32.09	25	1.23	0.69	0.57		25	85.6653162979121
8268	1876	24	34.5	26	1.4	0.79	0.52		26	83.2173913043478
8272	1877	0	31.51	23.86	1.66	1.24	2.75		0	93.6528086321803
8279	1878	0	18.9	15.38	0.44	0.16	0.53		0	87.3544973544974
8280	1878	16	22.24	18.82	0.72	0.13	0.46		0	90.5125899280576
8286	1879	0	24.54	17.76	2.84	1.13	0.52		0	90.6682966585167
8287	1879	19	24.75	17.8	1.29	1.18	0.55		0	84.1212121212121
8293	1880	0	1.22	0.16	0.11	0.1	0.06		0	35.2459016393443
8294	1880	18	1.02	0.16	0.07	0.06	0.05		0	33.3333333333333
8298	1881	0	46.2	38.6	5.9	0.8	0.7		0	99.5670995670996
8299	1881	20	53.8			0.6	1.3		0	
8302	1882	0	33.7	26.7	3.3	1.18	586		586	94.2611275964392
8303	1882	8	37.6	27.6	2	0.85	479		481	82.2579787234043
8304	1882	21	41.6	29.2	3.2	782	568		1350	81.1298076923077
8310	1883	0	14.9	6.9	3.3	0.7	0.2		0	74.496644295302
8311	1883	7	14.2	7.3	2.6	0.2	0.1		0	71.8309859154929
8319	1884	0	54.6			0.9	0.3		0	
8320	1884	20	47	41.1	3.8	0.3	0.9		0	98.0851063829787
8325	1885	0	58.1			0.7	0.7		0	
8330	1885	10	59.5			0.6	0.7		0	
8331	1885	20	60.3			0.6	1.1		0	
8328	1886	0	0.5	0.1	0.1	0.04	0.3	0.54	0	100
8329	1886	23	0.7	0.1	0.1	0.02	0.3	0.52	0	74.2857142857143
8337	1887	0	15.2	5.9	3.7	0.5	1.7	11.8	0	77.6315789473684
8338	1887	21	22.2	9.9	3.7	1	7	21.6	8	97.2972972972973
8340	1888	0	1.5	0.6	0.4	0.2	0.2	1.4	0	93.3333333333333
8343	1889	0	2	0.3	0.5	0.2	0.3	1.3	0	65
8346	1890	0	14.1	7.7	3.2	0.3	1	12.2	1	86.5248226950355
8349	1891	0	33.3	15.2	5.5	0.6	1.4	22.7	0	68.1681681681682
8350	1891	11	22.2	11.7	5.4	0.3	1.9	19.3	0	86.9369369369369
8353	1892	0	39.5	13.1	5.2	0.9	1.4	20.6	0	52.1518987341772
8354	1892	17	29.3	10.6	5.5	0.6	1.1	17.8	0	60.7508532423208
8357	1893	0	17.6	7.6	3.8	0.3	0.7	12.4	0	70.4545454545454
8358	1893	18	25	10.9	5.5	0.3	1	17.7	1	70.8
8362	1894	0	27.6	15.5	5.1	0.3	0.5	21.4	0	77.536231884058
8363	1894	18	16.2	10.8	5.5	0.3	0.7	17.3	0	100
8366	1895	0	25.8	14.8	8.5	0.3	4.3	27.9	0	100
8367	1895	21	18.2	9.5	5.2	0.2	5.5	20.4	0	100
8369	1896	0	26	12.8	7.9	0.3	6.5	27.5	0	100
8370	1896	17	17.2	8.4	5.9	0.2	3.6	18.1	0	100
8373	1897	0	18.3	7.4	3.6	0.2	2.8	14	0	76.5027322404372
8374	1897	17	14.7	5.5	3.7	0.2	7.1	16.5	0	100
8378	1898	0	19.2	11.55	1.1	0.21	0.2	13.06	0	68.0208333333333
8379	1898	10	19.79	12.6	1.02	0.14	0.2	13.96	0	70.5406771096513
8380	1898	22	21	14.5	0.95	0.15	0.22	15.82	0	75.3333333333333
8384	1899	0	21	10.6	4.4	3.3	1.7	20	0	95.2380952380952
8385	1899	15	30.2			3.7	11.8		0	
8408	1900	0	22.6	18.7	1	1.6	0.4	21.7	1	96.0176991150442
8391	1901	0	1.1	0.75	0.25	0.05	0.15	1.2	0	100
8392	1901	24	1.1	0.5	0.4	0.05	0.1	1.05	0	95.4545454545455
8394	1902	0	7.5	2	1.5	0.1	0.2	3.8	2	50.6666666666667
8395	1902	21	11	2.8	3.4	0.1	0.3	6.6	0	60
8398	1903	0	26.1	13.6	7.5	0.5	2.2	23.8	0	91.1877394636015
8401	1904	0							0	
8405	1905	0	42.2	22	6.9	0.6	2.5	32	22	75.8293838862559
8412	1906	0	214.2	13.2	2.4	0.5	0.6	16.7	0	7.79645191409897
8413	1906	11	13.3	10.5	3.4	0.3	0.5	14.7	0	100
8414	1906	24	32	19.6	9.4	0.4	1.2	30.6	0	95625
8422	1907	0							0	
8425	1908	0	16.5	8.3	1.6	2.8	0.4	13.1	0	79.3939393939394
8429	1908	19	15	10.9	1.1	1.6	0.6	14.2	0	94.6666666666667
8426	1909	0	5	2.05	1.85	0.3	0.2	4.4	0	88
8427	1909	12	3.8	1.2	1.25	0.2	0.3	2.95	0	77.6315789473684
8437	1910	0	8.8	3.9	0.8	0.7	0.3	5.7	0	64.7727272727273
8438	1910	14	9	3.3	2.1	0.8	0.3	6.5	0	72.2222222222222
8448	1911	0	21.1	5	5.2	0.6	0.7	11.5	5	54.5023696682464
8449	1911	12	30.2	8.6	12.5	1	4.7	26.8	1	88.7417218543046
8454	1912	0	3.6	1.85	1.3	0.15	0.1	3.4	0	94.4444444444445
8455	1912	16	2.4	0.5	0.7	0.05	0.05	1.3	0	54.1666666666667
8458	1913	0	40.8	19.4	13.4	0.7	3.2	36.7	0	89.9509803921569
8465	1914	0	5.45	1.85	1.1	0.05	0.1	3.1	0	56.8807339449541
8466	1914	15	2.35	0.6	0.85	0.05	0.05	1.55	0	65.9574468085106
8468	1915	0	15.5	4.4	1.9	1.4	0.5	8.2	0	52.9032258064516
8469	1915	13	32.3	10.6	8.1	2.5	10.3	31.5	0	97.5232198142415
8474	1916	0	29.7	14.1	6.1	0.6	0.9	21.7	0	73.0639730639731
8477	1917	0	23	8.2	7.3	0.4	0.7	16.6	0	72.1739130434783
8478	1917	10	25.3			0.2	3.3		0	
8481	1918	0							0	
8482	1918	12							0	
8484	1919	0	23.1	11.8	3.3	2.8	0.5	18.4	0	79.6536796536797
8525	1920	0	8.4	4	2.5	0.23	0.4	7.13	4	84.8809523809524
8526	1920	14	4	1.1	0.5	0.08	0.5	2.18	0	54.5
8489	1921	0	29.9	17.8	3.7	2.4	0.5	24.4	0	81.6053511705686
8490	1921	19	36.3	23.2	6.4	3.1	1	33.7	1	92.8374655647383
8494	1922	0	11.7	4.7	1.8	0.9	4	11.4	4	97.4358974358974
8495	1922	6							0	
8496	1922	23							0	
8501	1923	0	21.8	12.4	2.1	2.3	0.3	17.1	0	78.4403669724771
8511	1924	0	22.8	9	4.8	0.6	0.7	15.1	9	66.2280701754386
8512	1924	13	26.4			1.1	6.6		0	
8506	1925	0	21.2	12.9	3	1.9	0.3	18.1	3	85.3773584905661
8507	1925	22	15.3	8.8	3.7	1.1	0.3	13.9	0	90.8496732026144
8520	1926	0							0	
8516	1927	0	23.5	9.5	4.2	0.8	2.3	16.8	0	71.4893617021277
8517	1927	13	23.6	8.3	4.4	0.3	8.1	21.1	0	89.406779661017
8529	1928	0	21.2	10.8	2.8	2.3	0.7	16.6	0	78.3018867924528
8533	1929	0	20	11.4	3.1	1	1.2	16.7	1	83.5
8539	1930	0	18.6	8.2	2.9	0.9	1	13	1	69.8924731182796
8544	1931	0	17.2	8.7	2.4	1.5	0.9	13.5	0	78.4883720930233
8545	1931	14	13.6	9.5	1.4	1.4	0.3	12.6	0	92.6470588235294
8551	1932	0	22.2	13.9	2.9	2.7	0.3	19.8	0	89.1891891891892
8557	1933	0	15.5			4.9	3.3		0	
8558	1933	5							0	
8563	1934	0	15.9	5.9	6.2	1.1	2.3	15.5	0	97.4842767295598
8564	1934	8	19			1.1	6.8		0	
8567	1935	0	4.3	0.4	0.1	0.09	0.3	1.09	0	20.6976744186047
8573	1936	0	17.9	8.9	4	1.8	3.7	18.4	4	100
8574	1936	20	50			3.3	18.1		0	
8577	1937	0	10	4.4	3.6	0.6	0.5	9.1	0	91
8582	1938	0	21.1	9.3	4.3	0.6	1.1	15.3	0	72.5118483412322
8583	1938	4	17.1	6.8	3.2	0.3	1.1	11.4	0	66.6666666666667
8584	1938	10	14.5	4	3.2	0.2	1.2	8.8	4	59.3103448275862
8585	1938	13	16.6	4.4	3.6	0.2	0.6	8.8	0	53.0120481927711
8586	1938	16	16.4	3.5	3.9	0.2	0.5	8.1	0	49.390243902439
8587	1938	20	12.3	4.6	5.5	0.1	1	11.2	1	91.0569105691057
8590	1939	0	28.8	12.7	4.9	1.9	0.5	20	0	69.4444444444444
8591	1939	21	8.6	5.6	2.9	1.1	0.6	10.2	0	118.604651162791
8594	1940	0	14.7	5.6	3.2	0.4	1.5	10.7	0	72.7891156462585
8595	1940	13	21.1	9.6	5.5	0.5	3.6	20.2	0	90.9952606635071
8599	1941	0	16.8	7.4	1.9	1.3	0.4	11	0	65.4761904761905
8600	1941	16	15.5	5.4	1.8	1.3	0.4	8.9	0	57.4193548387097
8602	1942	0	20	5.8	5	1.2	2.5	14.5	5	72.5
8603	1942	8	27.5	8	7	2	9	26	26	94.5454545454546
8618	1943	0	13.4			2.2	10.9		0	
8619	1943	20	28.4			3.7	22.2		0	
8608	1944	0	12	4.1	3.9	1.3	0.8	10.1	0	84.1666666666667
8609	1944	11							0	
8613	1945	0	2	0.4	0.1	0.06	0.4	0.96	0	48
8614	1945	17	1.5	0.4	0.1	0.03	0.4	0.93	0	62
8628	1946	0	27.9	17.2	2.6	3	0.4	23.2	3	83.1541218637993
8629	1946	17	24.1	15.1	2.1	2.2	0.4	19.8	0	82.1576763485477
8623	1947	0	4.43	2.19	0.8	0.1	0.1	3.1	0	72.0090293453725
8624	1947	18	6.57	2.7	0.6	0.12	0.15	3.8	0	54.337899543379
8635	1948	0	18	10.8	3.9	1.7	0.5	16.9	0	93.8888888888889
8636	1948	24	10.1	5.5	3	1.3	0.6	10.4	3	100
8641	1949	0	22.9	11.7	2.7	3	0.4	17.8	3	77.7292576419214
8646	1950	0	23.5	11.9	2.5	1.5	0.5	16.4	0	69.7872340425532
8647	1950	20	22.5	10.8	4.3	0.6	0.7	16.4	0	72.8888888888889
8653	1951	0	8.93	1	0.8	0.07	0.06	1.93	1	21.6125419932811
8654	1951	17	10.69	0.6	3.1	0.03	0.06	4.09	0	35.4536950420954
8658	1952	0	16.8	9.9	3.5	2.9	0.7	17	0	100
8659	1952	20	37.3			3.8	14.2		0	
8663	1953	0	2.4	1.4	0.8	0.17	0.3	2.67	0	100
8664	1953	10	1.4	0.4	0.2	0.4	0.4	1.4	0	100
8667	1955	0	24.7	11.2	3.5	1.5	0.7	16.9	0	68.421052631579
8668	1955	23	26.9	13.4	6.8	2.5	1.4	24.1	0	89.5910780669145
8671	1956	0	22	13.6	2.1	3.3	0.4	19.4	0	88.1818181818182
8677	1957	0	20.2	10.7	3	1.2	0.3	15.2	3	75.2475247524752
8686	1958	0							0	
8688	1959	0	13	7.1	1.3	2.4	0.2	11	0	84.6153846153846
8689	1959	23	12.8	8.5	1.1	1.6	0.2	11.4	0	89.0625
8692	1960	0							0	
8697	1961	0	13.2	6	5	0.78	0.4	11.89	11	92.2727272727273
8698	1961	10	11.9	5.1	1.6	0.54	0.4	9.64	0	64.2016806722689
8702	1962	0	12	6.6	1.6	1.5	0.2	9.9	0	82.5
8712	1964	0	12.9	8	1.9	1.5	0.2	11.6	8	89.922480620155
8715	1965	0							0	
8716	1965	23							0	
8719	1966	0	8	4.5	2	1	0.2	7.7	3	96.25
8722	1967	0	14.2	9	1.7	2.3	0.4	13.4	9	94.3661971830986
8723	1967	17	16.3			2.1	0.9		0	
8750	1968	0	16.5	12.2	1.7	1.6	0.9	16.4	0	99.3939393939394
8751	1968	22	22			1.7	1.4		0	
8727	1969	0		6.5	1.6	0.98	0.2		0	
8728	1969	23		6.7	1.3	0.88	0.2		0	
8731	1970	0	9.2	5.9	1.1	0.56	0.1		0	83.2608695652174
8732	1970	20	9.7	6.7	1.3	0.43	0.1		0	87.9381443298969
8737	1971	0	37.6			1.28	0.4		0	
8738	1971	20	35.5			0.7	1		1	
8743	1972	0				0.14	0.2		0	
8754	1973	0		18.3	8	3.19	0.2		8	
8755	1973	12		18.4	9	2.88	0.2		9	
8762	1974	0		19.4	5.5	2.16	0.2		0	
8763	1974	20		14	5	1.29	0.2		19	
8768	1975	0							0	
8769	1975	20							0	
8772	1976	0		9	3.3	2.01	0.2		9	
8773	1976	10		7.7	2.6	1.75	0.2		0	
8779	1977	0	9.6			0.9	0.8		0	
8780	1977	17							0	
8789	1978	0		16.8	4.7	2.16	0.2		0	
8790	1978	14		14.8	5	1.75	0.2		5	
8785	1979	0	19.8	10.7	1.2	1.5	0.5	13.9	0	70.2020202020202
8795	1980	0	8.9	4.9	2	1.5	1.4	9.8	2	100
8796	1980	22	5.6	2.4	2.2	1.2	2.5	8.3	0	100
8801	1981	0		13.2	3.6	1.96	0.2		0	
8802	1981	11		8.8	3.3	1.96	0.2		0	
8803	1981	20		10.5	3.5	1.8	0.2		0	
8809	1982	0	14.3	11.2	1	1.6	0.4	14.2	1	99.3006993006993
8814	1983	0	14.2			1.05	0.1		0	
8815	1983	12	10.3			0.62	0.1		0	
8820	1984	0		7.6	1.5	0.88	0.2		0	
8824	1985	0		9.3	2.1	0.82	0.2		0	
8825	1985	12		7.2	2.6	0.88	0.2		0	
8835	1986	0		13.2	5	1.55	0.2		5	
8836	1986	8		9.2	2.8	1.7	0.1		0	
8837	1986	22		9	3.6	1.94	0.1		9	
8831	1987	0	11.2	6.4	1.9	0.9	0.4	9.6	0	85.7142857142857
8843	1988	0	12.6			2.3	7.1		0	
8844	1988	14	9.3			1.9	6.1		0	
8848	1989	0	25.6			1.7	0.1		0	
8849	1989	5	35.8			2.51	0.6		0	
8854	1990	0		8.9	2.4	1.8	0.2		0	
8855	1990	10		8.7	2.8	2	0.2		2	
8856	1990	22		9.8	2.6	2.21	0.2		0	
8860	1991	0	16.1	10.4	1.8	0.1	0.3	12.73	0	78.2608695652174
8865	1992	0	1.1	0.1	0.1	0.14	0.3	0.44	0	58.1818181818182
8866	1992	15	1.1	0.1	0.1	0.21	0.3	0.51	0	64.5454545454545
8871	1993	0	22.3	4.8	2.2	0.16	0.17	7.33	0	32.8699551569507
8872	1993	12	20	3	2.2	0.08	0.14	5.42	3	27.1
8873	1993	23	17.4	2.6	1.4	0.03	0.04	4.07	0	23.3908045977012
8875	1994	0	14.9	8.7	2	1.8	0.3	12.8	2	85.9060402684564
8876	1994	18	17.4	10.7	4.5	1.3	0.7	17.2	0	98.8505747126437
8881	1995	0	20	8.6	2.9	1.3	1.4	14.2	0	71
8882	1995	20	18.5	9.8	3.7	0.9	2.6	17	0	91.8918918918919
8887	1996	0	9.42	8.05	0.4	0.45	0.35	9.25	0	98.1953290870488
8888	1996	12	4.67	3.65	0.25	0.33	85	4.31	85	92.3982869379015
8896	1999	0	11	0.5	0.2	0.17	0.3	1.17	0	10.6363636363636
8897	1999	12	2.2	0.1	0.1	0.07	0.3	0.37	0	25.9090909090909
8898	2001	0	5.9	3.5	1.7	0.8	0.1	6.1	0	100
8901	2002	0	15.7	8.9	4.2	1.3	0.4	14.8	0	94.2675159235669
8902	2002	23	15.7	8.9	3.2	1.4	0.6	14.1	0	89.8089171974522
8907	2003	0	8.3	3.9	2.3	1.3	0.3	7.8	0	93.9759036144578
8910	2004	0	3.3	1.9	0.6	0.5	0.2	3.2	0	96.969696969697
8913	2005	0	8.6	4.9	2.6	0.54	0.7	8.74	0	100
8914	2005	9	15.35	5.3	2	0.61	1.8	8.21	2	63.257328990228
8918	2006	0	3.4	2.4	0.3	0.13	0.4	3.23	0	95
8919	2006	10	1.3	1	0.3	0.11	0.3	1.71	1	100
8920	2006	21	7.2	3.2	0.7	0.85	2.7	7.45	0	100
8924	2007	0	5.9	3.5	1.1	0.7	0.2	5.5	0	93.2203389830508
8925	2007	16	6.5	3.7	1.5	0.6	0.4	6.2	0	95.3846153846154
8933	2009	0	16.4	8.5	1.15	0.14	0.2	9.99	0	60.9146341463415
8934	2009	14	16.4	9.8	0.37	0.08	0.31	10.56	0	64.390243902439
8939	2010	0	10.1	0.9	0.3	0.14	0.4	1.74	0	17.2277227722772
8940	2010	10	6.1	0.3	0.2	0.05	0.3	0.85	0	13.9344262295082
8944	2011	0	14.3	8.8	1.5	1.7	0.3	12.3	0	86.013986013986
8945	2011	21	11.5	6.3	1.2	2	0.6	10.1	2	87.8260869565217
9025	2012	0	18.6			1.3	0.4		0	
9026	2012	18							0	
8950	2013	0	7.7	1.3	0.8	0.06	0.5	2.66	0	34.5454545454545
8951	2013	20	9.3	2	1.2	0.09	0.9	4.19	2	45.0537634408602
8955	2014	0	7.1	1	0.8	0.14	0.7	2.64	1	37.1830985915493
8956	2014	16	5.9	0.6	0.6	0.06	0.6	1.86	0	31.5254237288136
8959	2015	0	3.5	1.7	0.2	0.15	0.4	2.45	0	70
8960	2015	17	3	1.3	0.2	0.3	0.3	2.1	0	70
8966	2016	0							0	
8967	2016	15							0	
8973	2017	0							0	
8974	2017	13							0	
8981	2018	0							0	
8982	2018	7							0	
8983	2018	14							0	
8989	2019	0							0	
8990	2019	18							0	
8996	2020	0	18.4	10.8	2.4	0.11	0.33	13.6	0	74.1304347826087
8997	2020	18	20.8	14.5	2.6	0.13	0.42	17.7	0	84.8557692307692
9000	2021	0	11.5	5.2	1.6	2.2	0.2	9.2	0	80
9001	2021	16	9.5	5.4	1.9	1.7	0.2	9.2	0	96.8421052631579
9008	2022	0	5.3	2.5	0.7	0.11	0.2	3.61	0	66.2264150943396
9009	2022	15	2.6	1.2	0.5	0.35	0.3	2.35	0	90.3846153846154
9012	2023	0	29.2			0.21	2.2		0	
9015	2024	0	36.2	1.8	4.3	0.15	0.7	6.95	0	19.1988950276243
9016	2024	15	29.7	0.1	7	0.09	0.6	7.79	7	26.2289562289562
9021	2025	0							0	
9022	2025	24							0	
9027	2026	0	3.5	2.1	0.4	0.16	0.3	2.96	0	84.5714285714286
9028	2026	18	4.1	1.3	0.6	0.3	0.3	2.5	0	60.9756097560976
9034	2027	0							0	
9035	2027	20							0	
9031	2028	0	12	5.9	1	2.2	0.2	9.3	1	77.5
9041	2029	0	33.2	18.6	4.2	0.21	1.3	24.3	0	73.2228915662651
9042	2029	14	31.5	23.4	5.5	0.18	1.9	31	0	98.3492063492063
9045	2030	0	4.5	1.6	1.2	0.36	0.3	3.46	0	76.8888888888889
9050	2031	0	24	14.15	3.65	0.38	0.41	18.6	0	77.4583333333333
9051	2031	12	26.2	17.05	4.1	77	0.62	21.8	77	83.3854961832061
9052	2031	24	36	28.82	4.87	135	1.35	35.2	135	97.7083333333333
9055	2032	0	20.2	18.3	0.5	1	0.3	20.1	1	99.5049504950495
9056	2032	18	22.8	20	1.3	0.9	0.3	22.5	20	98.6842105263158
9058	2033	0	17.9	12.4	2.4	1.8	0.6	13.2	0	96.0893854748603
9059	2033	16	17.4			4.7	0.8		0	
9065	2034	0	19.35	13	3.3	0.2	3.4	16.9	13	100
9066	2034	14	13.2	10	2.4	0.1	0.3	12.8	10	96.969696969697
9067	2034	23	26.7	20.4	4.5	0.3	0.9	26.1	0	97.7528089887641
9072	2035	0	6.2	2.9	1.2	0.34	85	4.52	85	72.9838709677419
9073	2035	11	6.43	2.55	1.35	0.21	0.07	4.18	0	65.0077760497667
9076	2036	0	4.11	0.9	0.15	0.16	0.07	1.28	0	31.1435523114355
9077	2036	20	3.07	0.5	75	0.06	0.06	0.69	75	22.6384364820847
9080	2037	0	24.3	11.2	3.9	0.13	0.6	15.83	0	65.1440329218107
9081	2037	19	23.6	12.6	4.6	0.08	0.6	17.88	0	75.7627118644068
9085	2038	0	13.7	9.8	2.1	1.4	0.2	13.5	0	98.5401459854015
9086	2038	21	9.6	5.9	3.3	1.1	0.3	10.6	0	100
9091	2039	0	1.46	0.2	0.2	75	0.19	0.66	75	45.5479452054795
9092	2039	17	3.02	0.1	0.1	0.05	0.17	0.42	0	13.9072847682119
9096	2040	0	25.9	10.9	7.3	2.7	0.5	21.4	0	82.6254826254826
9102	2041	0	36.9	33.7	0.5	0.48	0.17	34.85	0	94.4444444444445
9103	2041	12	35.9	34.8	0.6	0.37	0.16	35.9	0	100
9104	2041	22				0.38	0.14		0	
9106	2042	0	6.4	3.2	1.4	0.8	0.1	5.5	0	85.9375
9110	2043	0	6.6	3.4	1.3	0.8	0.1	5.6	0	84.8484848484848
9115	2044	0							0	
9116	2044	18							0	
9122	2045	0							0	
9123	2045	21							0	
9127	2046	0							0	
9128	2046	20							0	
9132	2047	0	19	9.8	4.5	1.6	1.5	17.4	0	91.5789473684211
9133	2047	17	14.1	5.9	3	1.5	3.3	13.7	3	97.1631205673759
9134	2047	22	35	11.7	8.1	3.7	11.2	34.7	0	99.1428571428571
9137	2048	0	19.8	11.4	2.7	2.6	0.4	17.1	0	86.3636363636364
9146	2049	0	17.8	9.4	1.6	2.8	0.3	14.1	0	79.2134831460674
9147	2049	18	15.2	9.6	1.8	2	0.5	13.9	2	91.4473684210526
9142	2050	0	18.8			2.1	9.8		0	
9143	2050	18	16.2			1.9	9		9	
9150	2051	0							0	
9151	2051	10	18.5	10.6	2.8	1.7	0.4	15.5	0	83.7837837837838
9162	2052	0	20.6	12.6	3.4	2.1	0.4	18.5	0	89.8058252427184
9167	2053	0	14.4	7.5	2	1.8	0.4	11.7	2	81.25
9172	2054	0	17.5	9.9	2.5	1.4	0.5	14.3	0	81.7142857142857
9181	2055	0	15.5	9	2.7	55	1.9	13.7	64	88.0967741935484
9182	2055	9	18.6	11.8	3.8	44	2.95	18.6	44	99.9677419354839
9183	2055	18	22.5	13.45	5.4	55	3.62	22.5	55	100
9187	2056	0	11.5	5.8	2.2	1.8	0.3	10.1	0	87.8260869565217
9188	2056	11	9.3	4.7	2.5	1.8	0.9	9.9	0	100
9189	2056	19	36			4.4	18.4		0	
9193	2057	0	14	8.6	2.9	1.6	0.4	13.5	0	96.4285714285714
9198	2058	0	12.3	5.4	4.3	1.8	0.9	12.4	0	100
9199	2058	13	39.4			5.8	19.6		0	
9205	2060	0	18.9	8.4	1.9	1.4	0.6	12.3	0	65.0793650793651
9206	2060	18	8.5	4.9	2.4	1	0.3	8.6	1	100
9215	2061	0	23.07	13.5	2.3	0.29	0.98	17.07	0	73.9921976592978
9216	2061	13	24.9	14.9	1.9	0.2	2.19	19.19	0	77.0682730923695
9225	2063	0	11.2	4.8	2.5	2.1	1.7	11.1	0	99.1071428571429
9226	2063	14	33.3			3.8	19.6		0	
9230	2064	0	23.1	10.4	2.4	0.31	0.9	14.01	0	60.6493506493506
9231	2064	16	16.5	7.9	1.8	0.13	0.8	10.63	0	64.4242424242424
9241	2065	0	13.7	7.7	0.3	2.7	3	13.7	3	100
9242	2065	16	7.9			2.1	2.8		0	
9244	2066	0	26.4	14.9	2.2	1.8	0.5	19.4	0	73.4848484848485
9248	2067	0	26			1.7	0.5		0	
9249	2067	18	22			1.1	0.7		0	
9252	2068	0	13.5	6.8	3	1.7	2.5	14	3	100
9253	2068	22	35.8			3.8	15.9		0	
9257	2069	0	18.6	16.5	3.2	2.2	0.1	15.9	0	100
9258	2069	20	18.6	11.4	3.2	2.1	0.1	16.8	0	90.3225806451613
9262	2070	0	27.4	15.1	2.9	3.7	0.5	22.2	0	81.021897810219
9266	2071	0	22.5	11.5	3.6	1.2	0.6	16.9	0	75.1111111111111
9273	2072	0	18.6	7.8	4	2.2	1.5	15.5	4	83.3333333333333
9274	2072	14	10.5	5.9	0.6	1.3	2.5	10.3	0	98.0952380952381
9303	2072	24	40.2			4.1	19.1		0	
9278	2073	0	17.5	11.6	1.8	1.6	0.9	15.9	0	90.8571428571429
9279	2073	20	43.2			3.1	11.6		0	
9283	2074	0	22.1	17.3	1.5	1.7	0.2	20.7	0	93.6651583710407
9284	2074	21	11.3	7.3	1.2	1.8	0.3	10.6	0	93.8053097345133
