idh	idp	top	cec	ca	mg	k	na	bsum_sisinta	bsum_calculada	bsat
24167	5527	10							0	
24168	5527	24							0	
24169	5528	5							0	
24172	5529	0							0	
24173	5529	16							0	
24175	5530	5							0	
24177	5532	0							0	
24178	5532	15							0	
24182	5534	0							0	
24186	5535	0							0	
24187	5535	15							0	
24200	5537	0							0	
24201	5537	20							0	
24206	5538	0							0	
24207	5538	10							0	
24208	5538	14							0	
24212	5539	0							0	
24213	5539	7							0	
24214	5539	13							0	
24218	5540	0							0	
24219	5540	7							0	
24220	5540	18							0	
24225	5541	0							0	
24226	5541	5							0	
24227	5541	23							0	
24229	5542	0							0	
24230	5542	5							0	
24234	5543	5							0	
24288	5544	0							0	
24237	5545	0							0	
24238	5545	7							0	
24239	5545	16							0	
24240	5545	22							0	
24252	5546	12							0	
24242	5547	0							0	
24243	5547	8							0	
24246	5548	0							0	
24247	5548	12							0	
24248	5548	17							0	
24255	5549	0							0	
24256	5549	20							0	
24261	5550	2							0	
24258	5551	0							0	
24259	5551	14							0	
24265	5552	0							0	
24266	5552	20							0	
24268	5553	0							0	
24269	5553	20							0	
24273	5554	0							0	
24274	5554	15							0	
24275	5554	19							0	
24277	5555	2							0	
24281	5556	0							0	
24282	5556	17							0	
24285	5558	0							0	
24286	5558	15							0	
24287	5558	20							0	
24291	5559	0							0	
24297	5560	0							0	
24299	5561	0							0	
24312	5562	0							0	
24313	5562	20							0	
24303	5563	0							0	
24307	5564	0							0	
24308	5564	5							0	
24309	5564	17							0	
24316	5566	0							0	
24317	5566	20							0	
24323	5567	0							0	
24319	5568	0							0	
24320	5568	22							0	
24324	5569	0	3.3	1.6	0.8	0.1	0.1	2.5	0	78.7878787878788
24325	5569	12	4	2	0.9	0.1	0.1	3.1	2	77.5
24332	5570	0							0	
24333	5570	20							0	
24339	5571	0							0	
24340	5571	14							0	
24334	5572	0							0	
24335	5572	18							0	
24346	5573	0							0	
24350	5574	0							0	
24351	5574	0							0	
24352	5574	3							0	
24353	5575	0	3	1.4	0.6	0.2	0.1	2.2	0	76.6666666666667
24354	5575	12	2.4	1	0.6	0.1	0.1	1.6	1	75
24355	5575	23	4.6	2.3	0.8	0.1	0.1	3.3	0	71.7391304347826
24382	5576	0							0	
24383	5576	0							0	
24384	5576	10							0	
24361	5577	0							0	
24362	5577	10							0	
24363	5577	20							0	
24369	5578	0							0	
24370	5578	9							0	
24371	5578	18							0	
24374	5579	0							0	
24375	5579	14							0	
24376	5579	23							0	
24388	5580	0							0	
24389	5580	18							0	
24392	5581	0							0	
24393	5581	15							0	
24409	5582	0							0	
24410	5582	0							0	
24411	5582	4							0	
24412	5582	10							0	
24395	5583	0	4	1.7	0.9	0.5	0.1	3.1	0	80
24396	5583	16	3.2	1.4	0.8	0.1	0.1	2.3	0	75
24402	5584	0							0	
24403	5584	7							0	
24404	5584	20							0	
24423	5585	0							0	
24424	5585	0							0	
24425	5585	5							0	
24426	5585	20							0	
24415	5586	0	11	5.9	1.8	0.2	0.1	8	0	72.7272727272727
24416	5586	11	9.3	4.4	2.2	0.1	0.1	6.8	0	73.1182795698925
24449	5587	0							0	
24450	5587	15							0	
24428	5588	0							0	
24429	5588	14							0	
24430	5588	22							0	
24433	5589	0							0	
24442	5589	12							0	
24435	5589	21							0	
24452	5590	0	6.3	2.3	1.5	0.1	0.1	4	0	63.4920634920635
24453	5590	15	5.2	2.2	1.2	0.1	0.1	3.6	0	69.2307692307692
24459	5591	0							0	
24460	5591	4							0	
24461	5591	10							0	
24463	5592	0							0	
24464	5592	18							0	
24473	5593	0							0	
24479	5593	19							0	
24468	5594	0							0	
24469	5594	18							0	
24480	5597	0							0	
24481	5597	17							0	
24482	5597	24							0	
24487	5598	0							0	
24488	5598	17							0	
24492	5599	0							0	
24493	5599	15							0	
24497	5600	0							0	
24498	5600	15							0	
24503	5601	0							0	
24504	5601	20							0	
24509	5602	0							0	
24510	5602	18							0	
24511	5602	24							0	
24515	5603	0							0	
24516	5603	20							0	
24519	5604	0							0	
24520	5604	14							0	
24526	5605	0							0	
24527	5605	17							0	
24532	5606	0							0	
24533	5606	14							0	
24537	5607	0							0	
24538	5607	16							0	
24543	5608	0							0	
24544	5608	17							0	
24545	5608	24							0	
24549	5609	0							0	
24550	5609	15							0	
24551	5609	22							0	
24555	5610	0							0	
24556	5610	17							0	
24561	5612	0							0	
24562	5612	11							0	
24563	5612	19							0	
24566	5614	0							0	
24567	5614	14							0	
24568	5614	18							0	
24574	5615	0							0	
24575	5615	12							0	
24576	5615	20							0	
24572	5616	0							0	
24579	5617	0							0	
24580	5617	20							0	
24612	5618	0							0	
24613	5618	19							0	
24586	5619	0							0	
24587	5619	20							0	
24595	5620	0							0	
24596	5620	15							0	
24597	5620	23							0	
24624	5621	0							0	
24625	5621	2							0	
24626	5621	8							0	
24601	5622	0							0	
24602	5622	15							0	
24607	5623	0							0	
24608	5623	22							0	
24617	5624	0							0	
24618	5624	20							0	
24629	5625	0							0	
24630	5625	15							0	
24631	5625	19							0	
24638	5626	0							0	
24639	5626	13							0	
24640	5626	18							0	
24646	5627	0							0	
24647	5627	13							0	
24649	5628	0							0	
24650	5628	15							0	
24656	5629	0							0	
24657	5629	16							0	
24661	5630	0							0	
24662	5630	11							0	
24670	5632	0							0	
24673	5633	0							0	
24677	5634	0							0	
24681	5635	0							0	
24682	5635	20							0	
24685	5636	0							0	
24686	5636	20							0	
24689	5637	0							0	
24693	5638	0							0	
24698	5639	0							0	
24699	5639	20							0	
24703	5640	0							0	
24704	5640	13							0	
24709	5642	0	5						0	
24713	5643	0							0	
24717	5644	0							0	
24721	5645	0							0	
24729	5646	0							0	
24730	5646	12							0	
24734	5647	0							0	
24739	5648	0							0	
24744	5649	0							0	
24749	5650	0							0	
24755	5651	0							0	
24762	5652	0							0	
24765	5653	0							0	
24766	5653	12							0	
24769	5654	0							0	
24773	5655	0							0	
24777	5656	0							0	
24782	5657	0							0	
24787	5658	0							0	
24791	5659	0							0	
24795	5660	0							0	
24799	5661	0							0	
24804	5662	0							0	
24855	5663	0							0	
24856	5663	12							0	
24830	5664	0							0	
24831	5664	20							0	
24808	5665	0							0	
24811	5666	0							0	
24814	5667	0							0	
24820	5668	0							0	
24825	5669	0							0	
24834	5670	0							0	
24845	5672	0							0	
24850	5673	0							0	
24862	5674	0							0	
24867	5675	0							0	
24872	5676	0							0	
24878	5677	0							0	
24881	5678	0							0	
24889	5679	0							0	
24895	5680	0							0	
24896	5680	17							0	
24900	5681	0							0	
24901	5681	22							0	
24905	5682	0							0	
24911	5683	0							0	
24912	5683	13							0	
24919	5684	0							0	
24922	5685	0							0	
24926	5686	0							0	
24929	5687	0							0	
24934	5688	0							0	
24966	5689	0							0	
24967	5689	11							0	
24940	5690	0							0	
24941	5690	15							0	
24946	5691	0							0	
24952	5692	0							0	
24953	5692	23							0	
24957	5693	0							0	
24958	5693	21							0	
24982	5694	0							0	
24983	5694	4							0	
24984	5694	20							0	
24974	5695	0							0	
24975	5695	12							0	
24987	5696	0							0	
24988	5696	20							0	
25016	5697	0							0	
25017	5697	12							0	
24993	5698	0							0	
24994	5698	15							0	
24998	5699	0							0	
24999	5699	12							0	
25000	5699	24							0	
25006	5700	0							0	
25009	5701	0							0	
25010	5701	15							0	
25022	5702	0							0	
25023	5702	15							0	
25026	5703	0							0	
25027	5703	7							0	
25028	5703	23							0	
25032	5704	0							0	
25035	5705	0							0	
25036	5705	12							0	
25042	5706	0							0	
25046	5707	0							0	
25051	5708	0							0	
25057	5709	0							0	
25058	5709	20							0	
25065	5710	0							0	
25066	5710	10							0	
25067	5710	23							0	
25070	5711	0							0	
25077	5712	0							0	
25084	5713	0							0	
25085	5713	10							0	
25089	5714	0							0	
25093	5715	0							0	
25098	5716	0							0	
25101	5717	0							0	
25106	5718	0							0	
25111	5719	0							0	
25115	5720	0							0	
25116	5720	20							0	
25119	5721	0							0	
25124	5722	0							0	
25125	5722	10							0	
25129	5723	0							0	
25130	5723	20							0	
25136	5724	0							0	
25145	5725	0							0	
25146	5725	22							0	
25152	5726	0							0	
25156	5727	0							0	
25157	5727	10							0	
25161	5728	0							0	
25164	5729	0							0	
25165	5729	10							0	
25172	5730	0							0	
25173	5730	10							0	
25174	5730	22							0	
25178	5731	0							0	
25183	5732	0							0	
25187	5733	0							0	
25192	5734	0							0	
25197	5735	0							0	
25202	5736	0							0	
25206	5737	0							0	
25207	5737	24							0	
25208	5738	0							0	
25209	5738	13							0	
25211	5739	0							0	
25235	5740	0		21.1	2.64	2.1	0.4		0	
25236	5740	21		19.4	4.53	1.7	0.4		0	
25216	5741	0							0	
25217	5741	18							0	
25221	5742	0							0	
25222	5742	17							0	
25226	5743	0							0	
25227	5743	17							0	
25230	5744	0							0	
25231	5744	19							0	
25239	5745	0							0	
25240	5745	18							0	
25244	5746	0							0	
25245	5746	19							0	
25247	5747	0							0	
25248	5747	22							0	
25256	5748	0	25.3	15	6.4	0.85	0.98	23.2	15	91.8181818181818
25257	5748	20	28.6	16.4	8.6	0.85	1.08	26.9	0	94.1608391608392
25252	5749	0							0	
25253	5749	17							0	
25261	5750	0							0	
25262	5750	20							0	
25265	5751	0							0	
25266	5751	19							0	
25269	5752	0							0	
25270	5752	15							0	
25272	5753	0							0	
25273	5753	23							0	
25277	5754	0							0	
25278	5754	19							0	
25282	5755	0							0	
25283	5755	15							0	
25286	5756	0							0	
25287	5756	20							0	
25291	5757	0							0	
25292	5757	17							0	
25295	5758	0							0	
25296	5758	14							0	
25299	5759	0							0	
25300	5759	19							0	
25303	5760	0	15.2	8.9	4.2	0.34	0.46	13.9	0	91.4473684210526
25304	5760	20	8.5	4.6	1.4	0.19	0.27	7	0	76
25305	5761	0							0	
25310	5762	0	28.5	21.1	2.64	2.1	0.4	26.24	0	92.0701754385965
25311	5762	21	28	19.4	4.53	1.7	0.4	26.03	0	92.9642857142857
25314	5763	0							0	
25315	5763	10							0	
25329	5764	0							0	
25330	5764	15							0	
25320	5765	0							0	
25321	5765	6							0	
25322	5765	23							0	
25333	5766	0	3.6	1.8	0.4	0.1	0.1	2.4	0	66.6666666666667
25334	5766	9	3	1.5	0.3	0.1	0.1	2	0	66.6666666666667
25337	5767	0							0	
25350	5768	0							0	
25351	5768	20							0	
25343	5769	0	3.9	1.2	0.4	0.2	0.2	2	0	51.2820512820513
25344	5769	12	3.5	5.2	0.5	0.1	0.2	2.2	0	100
25355	5770	0							0	
25359	5772	0							0	
25360	5772	10							0	
25361	5772	20							0	
25365	5773	0							0	
25366	5774	0							0	
25367	5774	20							0	
25370	5775	0							0	
25371	5775	10							0	
25423	5776	0	8.73	3.2	0.6	0.6	0.5		0	56.1282932416953
25424	5776	9	9.16	2.8	0.8	0.23	0.92		0	51.8558951965066
25435	5777	0	4.28	4.9	0.2	0.61	0.58		0	
25436	5777	9	8.32	4.2	0.7	0.99	3.1		0	
25447	5778	0	5.84	4.4	0.7	0.4	1.8		0	
25449	5779	0	9.21	4.2	1.3	0.2	5.8		0	
25457	5780	0	6.85	2.97	0.43	0.3	1		1	
25490	5781	0	13.64	46.1	24.4	0.03	78.3		0	
25477	5782	0	25.63	137.5	56.5	3.3	795.7		0	
25478	5782	14	21.38	49.9	27.3	6.2	353.5		0	
25494	5783	0	33.13	25.1	0.5	0.8	7.8		0	
25495	5783	24	24.17	197.1	26	5.1	95.7		26	
25507	5784	0	7.98	31.9	0.6	0.4	0.8		0	
25511	5785	0	11.44	5.2	0.6	0.3	0.52		0	57.8671328671329
25512	5785	20	16.53	3.7	0.1	0.2	0.83		0	29.2196007259528
25405	5786	0							0	
25406	5786	12							0	
25491	5787	0	25.5	8.4	0.5	0.3	43.5		0	
25492	5787	13	20.69	30.4	0.2	0.5	11.7		0	
25549	5788	0	30.96	24.6	12.4	2.2	78.3		0	
25550	5788	12	12.84	22.5	1.9	0.6	13.9		0	
25560	5789	0							0	
25564	5790	0							0	
25565	5790	0							0	
25516	5792	0	10.04	2.9	2.6	0.5	0.9		0	68.7250996015936
25521	5793	0	3.51	7	0.3	0.3	0.7		7	100
25522	5793	17							0	
25523	5794	0	4.08	4.6	1.2	0.2	1.6		0	
25528	5795	0	4.73	5.5	0.6	0.9	1.3		0	
25529	5795	20							0	
25378	5796	0	21.5	13	1.33	1.9			13	
25382	5797	0	24	17.2	7.2	1.72	0.5		0	100
25388	5798	0	18			0.89	0.6		0	
25393	5799	0	17.5	11	4.1	1.44	0.5		11	97.3714285714286
25394	5799	20	17	14.8	1.3	1.3	0.5		0	105.294117647059
25403	5800	0	8.06	2.3	1.1	0.2	0.9		0	55.8312655086849
25408	5801	0	6.57	3.2	2.1	0.37	0.05		0	87.0624048706241
25409	5801	5	9.02	0.2	2.6	0.37	0.99		0	46.119733924612
25410	5802	0	5.95	2.3	0.5	0.68	0.4		0	65.2100840336134
25411	5802	13	7.61	2.8	0.8	0.21	0.4		0	55.3219448094612
25427	5803	0	10.78	2.1	0.7	0.6	0.75		0	38.4972170686456
25428	5803	24	9.87	3	0.6	0.2	1.92		3	57.9533941236069
25429	5804	0	6.88	1.9	0.2	0.2	0.5		0	40.6976744186047
25430	5804	14	9.14	3	0.6	1	1.17		4	63.129102844639
25444	5805	0	7.79	4.6	2.6	0.04	0.6		0	
25461	5806	0	23.47	42.6	15.8	1.3	33		33	
25462	5806	9	15.57	24.7	0.9	0.6	7		7	
25466	5807	0	14.93	14.1	2.1	2.7	32.1		0	
25467	5807	12	25.85	13.6	3	1.1	195.7		3	
25484	5808	0	38.98	105.8	17.4	6	288.3		6	
25485	5808	12	30.78	35.4	18.3	4.9	385.2		0	
25541	5810	0	7.94	5.1	0.6	0.5	10.9		0	
25398	5811	0	28	17.2	7.2	1.72	0.5		0	95.0714285714286
25413	5812	0	15.59	4.7	0.2	0.49	1.05		0	41.3085311096857
25414	5812	6	15.76	2.1		0.15	2.6		0	
25417	5813	0	6.49	2.8		0.43	0.46		0	
25418	5813	11	9.57	3.4	0.4	0.21	0.7		0	49.2163009404389
25420	5814	0	8.05	3.6	0.4	0.36	0.38		0	58.8819875776398
25421	5814	14	8.18	3.2	1.2	0.14	0.43		0	60.7579462102689
25432	5815	0	6.19	2.1	0.2	0.25	0.5		0	49.2730210016155
25438	5816	0	11.61	2.9		0.3	0.41		0	
25439	5816	15	12.55	3.6	0.6	0.1	1.6		0	47.0119521912351
25441	5817	0	7.53	5.5	0.8	0.6	0.43		0	97.3439575033201
25442	5817	16	10.74	1.9	0.8	0.2	0.9		0	35.3817504655493
25445	5818	0	4.85	6.8	2.3	0.8	0.6		0	
25446	5818	9	8.36	5.5	1.5	0.2	2.1		0	111.244019138756
25451	5819	0	11.65	3.4	0.9	1.9	32.5		0	
25454	5820	0	13.64	32.4	10.2	1.2	8		8	
25471	5821	0	28.5	23.5	7.2	0.8	19.1		0	
25472	5821	13	21.97	11.9	12.8	1.9	89.1		0	
25474	5822	0	38.2	52.9	95.2	2.1	465.2		0	
25481	5823	0	15.03	4.3	1.2	0.3	1		1	45.2428476380572
25488	5824	0	46.83	39.2	4.4	0.02	508.7		0	
25497	5825	0	10.33	16.3	0.3	1.3	13		13	
25498	5825	22	15.02	39.4	1.1	1	17.4		1	
25502	5826	0	26.05	7.7	0.3	1.8	3.3		0	50.2879078694818
25503	5826	11	22.35	59.6	5.7	1.3	13.9		0	360.178970917226
25518	5827	0	10.94	6.4	1.8	2	0.61		2	98.8117001828154
25519	5827	24	9.51	5.7	1.2	0.4	0.78		0	84.9631966351209
25525	5828	0	22.87	36.8	1.4	2.3	2.6		0	
25526	5828	21	23.48	28.5	3.4	0.05	20.9		0	
25530	5829	0	6.95	71.6	7.8	3.9	54.3		0	
25531	5829	14	17.04	39.8	26.6	5.1	304.3		0	
25538	5830	0	6.28	1.9	0.8	0.7	1.9		0	84.3949044585987
25539	5831	0	6.89	4.3	0.5	0.6	0.61		0	87.2278664731495
25544	5832	0	5.63	2.1	0.5	0.9	0.6		0	72.8241563055062
25546	5833	0	9.83	4.5	0.27	0.5	0.3		0	56.6632756866735
25552	5834	0	27.64	12.6	3.9	3	10.4		3	100
25553	5834	13	14.8	5.6	1.9	0.9	3.7		0	81.7567567567568
25555	5835	0	14.79	63.4	11.2	10.6	156.5		0	
25556	5835	19	16.58	160	23.2	1.4	287		447	
25558	5836	0							0	
25609	5837	0	3.86	41.3	50.7	3.9	41.3		0	
25610	5837	24	9.48	24.6	1.3	2.6	178.3		0	
25570	5839	0	3.2	1.4	0.4	0.1	0.7	26	0	81.25
25571	5839	17	8			0.2	6.6		0	
25566	5840	0							0	
25567	5840	1							0	
25568	5840	8							0	
25579	5841	0							0	
25580	5841	20							0	
25576	5842	0							0	
25577	5842	7							0	
25582	5843	0							0	
25583	5843	0							0	
25584	5843	9							0	
25585	5843	24							0	
25587	5844	0							0	
25598	5845	0							0	
25599	5845	15							0	
25590	5846	0							0	
25591	5846	17							0	
25603	5847	0	12.2	5.1	1.6	0.3	0.2	7.2	0	59.0163934426229
25604	5847	7	8	2	2.2	0.1	0.1	4.4	2	55
25605	5847	18	7	1.8	1.6	0.1	0.1	3.6	0	51.4285714285714
25613	5848	0							0	
25624	5849	0							0	
25625	5849	8							0	
25626	5849	22							0	
25621	5850	0	22.51	3.6	0.3	2.6	1.1		0	
25622	5850	0	25.16	1.9	0.9	0.07	0.9		0	
25623	5850	0	22.8	1.8	0.8	0.1	1.74		0	
25630	5851	0	15	4.1	2.1	0.5	0.1	6.8	0	45.3333333333333
25631	5851	18	6.6	1.8	1.8	0.3	0.1	4	0	60.6060606060606
25636	5852	0							0	
25637	5852	20							0	
25640	5853	0							0	
25641	5853	20							0	
25645	5854	0							0	
25651	5855	0							0	
25647	5856	0	1.4		5.2	0.1	1.8		0	
25648	5856	12	1.4		5.3	0.1	1.2		0	
25653	5857	0							0	
25654	5858	0							0	
25655	5858	23							0	
25658	5859	0							0	
25659	5859	20							0	
25667	5860	0							0	
25668	5860	3							0	
25669	5860	10							0	
25670	5860	20							0	
25660	5861	0	5	1.6	1.4	0.1	0.1	3.2	0	64
25661	5861	6	9	3.8	1.4	0.1	1.5	6.8	0	75.5555555555556
25662	5861	17	17.6	7.7	4.1	0.2	3.9	15.9	0	90.3409090909091
25688	5862	0	26.9			0.3	0.2		0	
25689	5862	17	32.1			0.2	0.2		0	
25672	5863	0							0	
25673	5863	0							0	
25674	5863	9							0	
25676	5864	0							0	
25677	5864	10							0	
25679	5865	0							0	
25680	5865	15							0	
25685	5866	0							0	
25692	5867	0							0	
25693	5867	0							0	
25694	5867	4							0	
25695	5867	10							0	
25698	5868	0							0	
25699	5868	2							0	
25700	5868	7							0	
25702	5869	0							0	
25703	5869	10							0	
25706	5870	0							0	
25707	5870	4							0	
25711	5871	0	18.5			1.19	0.6		0	
25712	5871	20	19.5			0.97	0.6		0	
25719	5872	0	29	11.2	10.2	0.1	0.4	21.9	0	75.5172413793103
25720	5872	15	23.4	5.6	11.2	0.1	0.4	17.3	0	73.9316239316239
25726	5873	0							0	
25727	5873	10							0	
25730	5874	0							0	
25731	5874	12							0	
25733	5875	0							0	
25734	5875	8							0	
25736	5876	0	6.4	3.2	1	0.1	0.3	4.6	1	71875
25737	5876	15	15.4	9.1	1.6	0.1	4.3	15.1	0	98.0519480519481
25742	5877	0	9.9			0.4	0.1		0	
25743	5877	11	8.1	6	1.6	0.2	0.1	7.9	6	97.5308641975309
25744	5877	22	11.2	7.5	2	0.3	0.6	10.4	2	92.8571428571429
25750	5878	0							0	
25758	5879	0	13.4	6.5	3	0.2	0.1	9.8	3	73.134328358209
25759	5879	16	16.5	9.8	2.4	0.2	0.2	12.6	0	76.3636363636364
25765	5880	0	13.5	8.3	2.1	0.7	0.1	11.2	0	82.962962962963
25766	5880	16	19.6	13.8	2.1	0.2	0.2	16.3	0	83.1632653061224
25772	5881	0							0	
25773	5881	10							0	
25776	5882	0							0	
25777	5882	20							0	
25779	5883	0							0	
25780	5883	3							0	
25789	5884	0							0	
25790	5884	17							0	
25783	5885	0	14.5	7.9	2.2	0.3	0.2	10.6	0	73.1034482758621
25784	5885	13	23.3	14	3.7	0.3	0.7	18.7	14	80.2575107296137
25795	5886	0							0	
25796	5886	20							0	
25799	5887	0	11.5	5.3	1.6	0.2	0.1	7.2	0	62.6086956521739
25800	5887	15	10.6	5.1	1.6	0.1	0.1	6.9	0	65.0943396226415
25801	5887	22	27.8	17.9	4.1	0.3	0.3	22.6	0	81.294964028777
25806	5888	0							0	
25807	5888	4							0	
25808	5888	15							0	
25812	5889	0							0	
25815	5890	0	15.8	8.7	2.8	0.5	0.4	12.4	0	78.4810126582278
25816	5890	8	15.6	8.9	2.2	0.2	0.2	11.5	0	73.7179487179487
25823	5891	0							0	
25824	5891	10	15.2	3	5.4	0.1	0.4	8.9	3	58.5526315789474
25831	5892	0							0	
25832	5892	2							0	
25833	5892	15							0	
25836	5893	0							0	
25837	5893	12							0	
25838	5893	20							0	
25842	5894	0							0	
25843	5894	20							0	
25847	5895	0							0	
25850	5896	0							0	
25853	5897	0							0	
25856	5898	0							0	
25934	5899	0							0	
25935	5899	3							0	
25858	5900	0							0	
25859	5900	20							0	
25863	5901	0							0	
25864	5901	15							0	
25867	5902	0							0	
25868	5902	4							0	
25869	5902	15							0	
25873	5903	0							0	
25874	5903	15							0	
25876	5904	0							0	
25881	5905	0							0	
25888	5906	0							0	
25897	5907	0							0	
25898	5907	3							0	
25909	5908	0							0	
25910	5908	5							0	
25914	5909	0							0	
25915	5909	20							0	
25922	5912	0							0	
25923	5912	20							0	
25927	5913	0	15.5	10.91	0.94	0.66	0.85	13.26	0	86.1935483870968
25928	5913	17	15.84	11.3	2	0.49	0.43	14.22	2	89.7727272727273
25938	5914	0	6.78	4.67	0.72	0.08	0.47	5.94	0	87.6106194690265
25939	5914	14	12.05	5.45	0.74	0.08	0.46	6.73	0	55.850622406639
25940	5914	19	18.5	12.08	0.8	0.2	1.32	14.4	0	77.8378378378378
25944	5915	0							0	
25945	5915	7							0	
25949	5916	0							0	
25955	5917	0							0	
25956	5917	20							0	
25957	5918	0	3.2	1.2	0.4	0.1	0.3	2	0	62.5
25958	5918	19	5.5	2.2	0.6	0.2	0.2	3.2	0	58.1818181818182
25965	5919	0	4.6	1.9	0.7	0.1	0.3	3	0	65.2173913043478
25966	5919	12	5.6	2.4	0.8	0.1	0.3	3.6	0	64.2857142857143
25973	5920	0							0	
25974	5920	8							0	
25975	5920	19							0	
25980	5921	0							0	
25981	5921	7							0	
25982	5921	23							0	
25989	5922	0							0	
25990	5922	16							0	
25998	5923	0							0	
25999	5923	10							0	
26000	5923	20							0	
26006	5924	0							0	
26007	5924	8							0	
26008	5924	14							0	
26009	5924	22							0	
26014	5925	0							0	
26015	5925	8							0	
26016	5925	16							0	
26017	5925	22							0	
26022	5926	0							0	
26023	5926	3							0	
26024	5926	19							0	
26026	5927	0							0	
26027	5927	10							0	
26028	5927	24							0	
26029	5928	0							0	
26030	5928	12							0	
26031	5928	22							0	
26032	5929	0							0	
26033	5929	10							0	
26034	5930	0							0	
26035	5930	15							0	
26037	5931	0							0	
26038	5931	15							0	
26041	5932	0							0	
26043	5933	0							0	
26044	5933	23							0	
26046	5934	0							0	
26047	5934	15							0	
26048	5934	23							0	
26049	5935	0							0	
26050	5935	23							0	
26053	5936	0							0	
26054	5936	10							0	
26055	5936	12							0	
26058	5937	0							0	
26059	5937	13							0	
26063	5938	0							0	
26064	5938	5							0	
26065	5938	17							0	
26066	5938	22							0	
26070	5939	0							0	
26071	5939	6							0	
26072	5939	18							0	
26073	5939	24							0	
26078	5940	0							0	
26079	5940	6							0	
26080	5940	23							0	
26086	5941	0							0	
26087	5941	10							0	
26088	5941	22							0	
26094	5942	0							0	
26095	5942	14							0	
26100	5943	0							0	
26101	5943	10							0	
26107	5945	0							0	
26110	5946	0							0	
26112	5947	0							0	
26124	5948	0	11.4			0.7	0.7		0	
26129	5949	0	16.8			4	1.4		4	
26130	5949	20	25.2			4.1	4.3		0	
26134	5951	0	18			3.2	1.8		0	
26135	5951	20	17.2			3	1.1		3	
26138	5952	0	10.8	6.7	1.5	1.5	0.8	10.5	0	97.2222222222222
26139	5952	18	9.6			2.2	1		1	
26141	5953	0							0	
26142	5953	20							0	
26144	5954	0	18.6	10.2	0.8	1.4	1	18.4	1	72.0430107526882
26145	5954	20	12	8.7	0.8	1.4	0.8	11.7	0	97.5
26147	5955	0	19.2			3.3	1.1		0	
26148	5955	18	21.8			2.8	1.4		0	
26150	5956	0	13.5	8.3	1.5	2.9	0.5	13.2	0	97.7777777777778
26151	5956	20	12.6			3.1	0.7		0	
26153	5957	0	14.4			3.3	1.3		0	
26156	5958	0	12			3.5	0.8		0	
26159	5959	0	18.3			3.5	2		2	
26160	5959	20	14.4			4	3.5		4	
26165	5960	0							0	
26166	5960	12							0	
26167	5960	19							0	
26172	5961	0							0	
26173	5961	5							0	
26174	5961	20							0	
26179	5962	0							0	
26180	5962	7							0	
26181	5962	20							0	
26186	5963	0							0	
26187	5963	15							0	
26193	5964	0	5	2.2	1.4	0.2	0.2	4	0	80
26194	5964	18	3.7	1.8	0.8	0.1	0.1	2.8	0	75.6756756756757
26200	5966	0							0	
26201	5966	7							0	
26202	5966	13							0	
26203	5966	21							0	
26207	5967	0	10.5	5.7	1.8	0.5	0.1	8.1	0	77.1428571428571
26208	5967	8	8.5	5	1.2	0.2	0.1	6.5	5	76.4705882352941
26214	5968	0	2.9	1.2	0.4	0.1	0.1	1.7	0	62.0689655172414
26215	5968	10	2.6	1.2	0.4	0.1	0.1	1.7	0	69.2307692307692
26222	5969	0	2.9	1.3	0.6	0.1	0.1	2.1	0	72.4137931034483
26223	5969	16	2.9	1.2	0.7	0.1	0.1	2.1	0	72.4137931034483
26229	5970	0							0	
26230	5970	9							0	
26237	5971	0	2.9	1.2	0.5	0.1	0.1	1.8	0	65.5172413793104
26238	5971	12	2.8	1	0.6	0.1	0.1	1.7	1	64.2857142857143
26243	5972	0							0	
26244	5972	10							0	
26245	5972	20							0	
26252	5973	0	3.2	1.2	0.6	0.1	0.1	1.9	0	62.5
26253	5973	8	3.7	1.2	0.8	0.1	0.1	2.1	0	59.4594594594595
26254	5973	21	4.8	2.2	1	0.2	0.1	3.5	1	72.9166666666667
26260	5974	0	26.3	18.3	3.9	0.5	0.1	22.8	0	86.6920152091255
26261	5974	8	16.2	12.4	3.2	0.2	0.2	16	0	98.7654320987654
26262	5974	20	22.2	17.5	4.1	0.3	0.5	22.4	0	100
26267	5975	0							0	
26268	5975	8							0	
26269	5975	20							0	
26273	5976	0							0	
26274	5976	20							0	
26280	5977	0	3.2	1.4	0.6	0.1	0.2	2.3	0	71875
26287	5978	0							0	
26288	5978	13							0	
26294	5979	0	9.5	3.2	1.6	0.5	0.1	5.4	0	56.8421052631579
26295	5979	10	7.9	2.8	1.2	0.1	0.2	9.3	0	54.4303797468354
26301	5980	0	11.3	7.5	1.8	0.4	0.1	9.8	0	86.7256637168142
26302	5980	12	16.7	10.9	2.6	0.2	0.1	13.8	0	82.6347305389222
26308	5981	0							0	
26309	5981	12							0	
26311	5982	0							0	
26312	5982	20							0	
26316	5983	0	13.9	9.4	1.8	0.3	0.1	11.6	0	83.453237410072
26317	5983	14	14.2	9.4	2	0.2	0.1	11.7	2	82.3943661971831
26323	5984	0	8.2	4.8	1.2	0.3	0.1	6.4	0	78.0487804878049
26324	5984	11	13.6	8.3	2	0.2	0.1	10.6	2	77.9411764705882
26325	5984	20	15.2	9.7	2.4	0.3	0.1	12.5	0	82.2368421052632
26331	5985	0							0	
26332	5985	20							0	
26343	5986	0							0	
26344	5986	15							0	
26338	5987	0							0	
26339	5987	3							0	
26340	5987	9	16	5.9	3.8	0.3	6	16	6	100
26350	5988	0							0	
