idh,idp,top,cec,ca,mg,k,na,bsum_sisinta,bsum_calculada,bsat,bsum_diff
21357,4790,0,7.2,3.64,1.44,1.6,0.34,7.02,7.0200000000000005,NA,-8.881784197001252e-16
21358,4790,17,8,4.09,1.57,1.7,0.54,7.9,7.9,NA,0
21363,4792,0,8,4.4,0.39,1.6,0.69,7.08,7.08,NA,0
21364,4792,21,8.8,4.7,1.18,1.76,0.96,8.6,8.6,NA,0
21367,4793,0,7.2,4.47,0.8,0.72,0,6.8,5.99,NA,0.8099999999999996
21399,4794,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21400,4794,19,NA,NA,NA,NA,NA,NA,0,NA,NA
21405,4795,0,12.51,5.9,0.45,0.21,0.05,6.61,6.61,NA,0
21406,4795,16,9.83,3.08,0.64,0.09,0.04,3.85,3.85,NA,0
21402,4796,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21403,4796,19,NA,NA,NA,NA,NA,NA,0,NA,NA
21410,4797,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21411,4797,21,NA,NA,NA,NA,NA,NA,0,NA,NA
21417,4798,0,17.39,8,2.7,0.44,0.3,11.44,11.44,NA,0
21418,4798,7,12.87,5.1,2.3,0.16,0.18,7.74,7.739999999999999,NA,8.881784197001252e-16
21414,4799,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21415,4799,23,NA,NA,NA,NA,NA,NA,0,NA,NA
21422,4800,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21423,4800,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21425,4801,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21426,4801,22,NA,NA,NA,NA,NA,NA,0,NA,NA
21428,4802,0,31.78,20.81,3.45,0.26,0.41,24.93,24.93,NA,0
21429,4802,11,24.24,14.75,4.28,0.09,0.45,16.57,19.57,NA,-3
21433,4803,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21437,4804,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21438,4804,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21440,4805,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21441,4805,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21443,4806,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21444,4806,20,NA,NA,NA,NA,NA,NA,0,NA,NA
21446,4807,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21447,4807,22,NA,NA,NA,NA,NA,NA,0,NA,NA
21450,4808,0,9.4,2.5,0.2,0.41,0.09,3.2,3.2,NA,0
21451,4808,14,7.54,1.1,0.25,0.1,0.09,1.54,1.54,NA,0
21457,4809,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21458,4809,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21464,4810,0,8,4.02,1.44,1.3,0.96,7.72,7.72,NA,0
21467,4811,0,9.2,3.79,1.57,1.64,1.72,7.17,8.72,NA,-1.5500000000000007
21468,4811,17,9.6,4.17,1.71,1.3,2.26,7.44,9.44,NA,-1.9999999999999991
21470,4812,0,7.4,5,1.18,1.14,0.03,7.35,7.35,NA,0
21471,4812,18,6.4,4.6,0.8,0.91,0.03,6.3,6.34,NA,-0.040000000000000036
21473,4813,0,9.2,5.69,0.92,0.62,0.3,7.53,7.53,NA,0
21474,4813,24,9.2,6.97,1.31,0.38,0.32,8.98,8.98,NA,0
21476,4814,0,8.34,NA,NA,0.64,0.4,NA,1.04,NA,NA
21477,4814,24,9.56,NA,NA,1.32,0.32,NA,1.6400000000000001,NA,NA
21478,4815,0,12,NA,NA,1.16,0.36,NA,1.52,NA,NA
21479,4815,19,9.56,NA,NA,0.92,0.4,NA,1.32,NA,NA
21481,4816,0,9.8,NA,NA,1.06,0.38,NA,1.44,NA,NA
21482,4816,16,8.52,NA,NA,0.5,0.4,NA,0.9,NA,NA
21484,4817,0,8.4,NA,NA,1.38,0.18,NA,1.5599999999999998,NA,NA
21486,4818,0,7.2,3.94,1.57,0.7,0.46,6.67,6.67,NA,0
21488,4819,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21489,4819,19,NA,NA,NA,NA,NA,NA,0,NA,NA
21491,4820,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21492,4820,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21494,4821,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21495,4821,19,NA,NA,NA,NA,NA,NA,0,NA,NA
21498,4822,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21499,4822,22,NA,NA,NA,NA,NA,NA,0,NA,NA
21506,4823,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21507,4823,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21501,4824,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21502,4824,16,NA,NA,NA,NA,NA,NA,0,NA,NA
21509,4825,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21510,4825,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21512,4826,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21513,4826,12,NA,NA,NA,NA,NA,NA,0,NA,NA
21517,4827,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21518,4827,12,NA,NA,NA,NA,NA,NA,0,NA,NA
21524,4828,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21525,4828,6,16.44,9.87,1.33,0.25,0.19,11.64,11.639999999999999,NA,1.7763568394002505e-15
21526,4828,20,15,7.6,1.85,0.17,0.12,9.84,9.74,NA,0.09999999999999964
21521,4829,0,38.5,29.3,3.8,0.02,0.02,0.05,33.14,NA,-33.09
21522,4829,12,37.71,28.78,3.1,0.16,0.27,0.05,32.31,NA,-32.260000000000005
21523,4829,24,41.25,32.89,2.57,0.11,0.31,0.05,35.88,NA,-35.830000000000005
21531,4830,0,18.15,5.4,2.4,0.17,0.08,8.05,8.05,NA,0
21532,4830,15,14.89,4.1,1.9,0.1,0.09,6.19,6.1899999999999995,NA,8.881784197001252e-16
21534,4831,0,14.35,6.2,1.63,0.12,0.1,8.05,8.05,NA,0
21535,4831,14,10.47,3.22,0.7,0.15,0.1,4.17,4.17,NA,0
21546,4832,0,11.63,3.12,1.54,0.84,0.13,5.63,5.63,NA,0
21547,4832,17,8.59,2.13,0.25,0.3,0.11,2.79,2.79,NA,0
21554,4833,0,17.36,9.76,1.19,0.44,0.17,11.56,11.56,NA,0
21555,4833,10,15.01,7.55,1.24,0.23,0.16,9.19,9.18,NA,0.009999999999999787
21559,4834,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21560,4834,7,10.52,4.06,0.65,0.67,0.04,5.42,5.42,NA,0
21561,4834,18,7.91,0.89,0.2,0.29,0.03,1.41,1.41,NA,0
21579,4835,0,15.54,8.58,0.69,0.92,0.2,10.39,10.39,NA,0
21580,4835,20,13.5,7.93,0.35,0.4,0.17,8.85,8.85,NA,0
21567,4836,0,NA,13.87,4.07,0.16,0.27,18.37,18.37,NA,0
21569,4837,0,28.15,19.41,2.23,1.93,0.1,23.55,23.67,NA,-0.120000000000001
21570,4837,12,23.11,16.41,1.1,1.5,0.1,19.11,19.11,NA,0
21574,4838,0,15.26,8.73,0.54,0.34,0.15,9.76,9.76,NA,0
21575,4838,10,12.83,6.74,0.65,0.09,0.1,7.58,7.58,NA,0
21576,4838,16,12.75,7.83,0.45,0.06,0.11,8.45,8.45,NA,0
21586,4839,0,17.31,4.28,2.68,0.17,0.08,7.21,7.210000000000001,NA,-8.881784197001252e-16
21587,4839,15,11.47,2.56,0.96,0.07,0.08,3.67,3.67,NA,0
21590,4840,0,12.27,5.21,0.49,0.59,0.08,6.37,6.37,NA,0
21591,4840,18,10.1,3.37,0.25,0.25,0.06,3.93,3.93,NA,0
21596,4841,0,16.22,9.22,0.6,0.38,0.12,10.32,10.32,NA,0
21597,4841,11,15.5,8.33,1.39,0.25,0.12,10.09,10.09,NA,0
21598,4841,22,13.97,6.89,1.49,0.18,0.11,8.67,8.67,NA,0
21600,4842,0,13.79,5.75,0.62,0.75,0.11,7.23,7.23,NA,0
21601,4842,19,12.45,4.98,1.08,0.2,0.09,6.35,6.3500000000000005,NA,-8.881784197001252e-16
21607,4843,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21608,4843,12,NA,NA,NA,NA,NA,NA,0,NA,NA
21612,4844,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21613,4844,24,NA,NA,NA,NA,NA,NA,0,NA,NA
21616,4845,0,13.04,NA,NA,1.16,0.22,NA,1.38,NA,NA
21617,4845,12,14.96,NA,NA,1.34,0.22,NA,1.56,NA,NA
21621,4846,0,16.7,NA,NA,0.62,0.26,NA,0.88,NA,NA
21622,4846,13,13.9,NA,NA,0.36,0.3,NA,0.6599999999999999,NA,NA
21625,4847,0,10.44,NA,NA,0.26,0.26,NA,0.52,NA,NA
21626,4847,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21627,4847,24,3.82,NA,NA,0.15,0.3,NA,0.44999999999999996,NA,NA
21629,4848,0,18.08,NA,NA,0.44,0.61,NA,1.05,NA,NA
21630,4848,5,16.7,NA,NA,0.36,0.61,NA,0.97,NA,NA
21634,4849,0,20,NA,NA,NA,NA,NA,0,NA,NA
21635,4849,20,19,11.3,5.4,0.06,0.6,17.4,17.36,3,0.03999999999999915
21639,4850,0,8.95,1.54,0.62,NA,0.17,2.35,2.33,NA,0.020000000000000018
21640,4850,11,7.55,0.51,0.11,NA,0.1,0.75,0.72,NA,0.030000000000000027
21649,4852,0,32.78,24.05,2.45,1.58,0.3,28.38,28.380000000000003,NA,-3.552713678800501e-15
21650,4852,15,33.41,24.89,2.64,0.57,0.31,28.41,28.41,NA,0
21654,4853,0,42.74,33.9,1.24,1.8,0.36,37.3,37.3,NA,0
21655,4853,7,33.56,26.98,0.19,0.75,0.34,28.26,28.26,NA,0
21656,4853,20,33.14,25.39,0.8,0.13,0.32,26.64,26.64,NA,0
21659,4854,0,32.96,11.4,5.9,0.06,0.13,17.59,17.490000000000002,NA,0.09999999999999787
21660,4854,20,42.57,16.4,8.6,0.1,0.14,25.27,25.24,NA,0.030000000000001137
21662,4855,0,18.03,3,1.92,0.14,0.07,5.13,5.13,NA,0
21663,4855,16,18.4,2.8,1.4,0.12,0.08,4.4,4.3999999999999995,NA,8.881784197001252e-16
21668,4856,0,14.96,NA,NA,0.26,0.72,NA,0.98,NA,NA
21669,4856,10,9.57,NA,NA,0.24,0.46,NA,0.7,NA,NA
21670,4856,23,5.91,NA,NA,0.12,0.61,NA,0.73,NA,NA
21671,4857,0,25.22,NA,NA,0.9,0.78,NA,1.6800000000000002,NA,NA
21672,4858,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21673,4858,23,NA,NA,NA,NA,NA,NA,0,NA,NA
21675,4859,0,16.63,4.44,2.6,0.22,0.17,7.43,7.430000000000001,NA,-8.881784197001252e-16
21676,4859,6,11.51,3.4,1.4,0.11,0.2,5.11,5.109999999999999,NA,8.881784197001252e-16
21677,4859,16,13.98,4,1.6,0.06,0.22,5.88,5.88,NA,0
21682,4860,0,10.44,NA,NA,0.42,0.4,NA,0.8200000000000001,NA,NA
21684,4861,0,11.64,NA,NA,1.2,0.18,NA,1.38,NA,NA
21685,4861,17,11.3,NA,NA,0.54,0.22,NA,0.76,NA,NA
21687,4862,0,13.9,NA,NA,0.62,0.78,NA,1.4,NA,NA
21690,4863,0,18.55,13.39,1.09,0.85,0.12,15.45,15.450000000000001,NA,-1.7763568394002505e-15
21691,4863,10,12.9,7.68,1.15,0.7,0.07,9.6,9.6,NA,0
21694,4864,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21695,4864,10,NA,NA,NA,NA,NA,NA,0,NA,NA
21699,4865,0,11.5,3.34,0.67,0.13,0.16,4.3,4.3,NA,0
21700,4865,21,9.41,1.49,0.2,0.09,0.13,1.91,1.91,NA,0
21705,4866,0,19.1,13,5.1,0.25,0.36,18.7,18.71,NA,-0.010000000000001563
21706,4866,24,23.9,NA,NA,NA,NA,NA,0,NA,NA
21708,4867,0,22.61,NA,NA,1.02,3.26,NA,4.279999999999999,NA,NA
21709,4867,10,18.09,NA,NA,1.39,1.67,NA,3.0599999999999996,NA,NA
21712,4868,0,22.6,NA,NA,1.67,0.97,NA,2.6399999999999997,NA,NA
21716,4869,0,29.57,NA,NA,1.67,0.97,NA,2.6399999999999997,NA,NA
21717,4869,12,35.65,NA,NA,1.36,0.97,NA,2.33,NA,NA
21720,4870,0,NA,NA,NA,2,0.1,NA,2.1,NA,NA
21721,4870,22,NA,NA,NA,1.6,0.1,NA,1.7000000000000002,NA,NA
21724,4871,0,NA,NA,NA,1.2,0.1,NA,1.3,NA,NA
21725,4871,18,NA,NA,NA,1.2,0.1,NA,1.3,NA,NA
21727,4872,0,8.3,4.4,1.71,1.14,0.94,8.19,8.19,NA,0
21728,4872,24,8.4,NA,NA,0.88,0.54,NA,1.42,NA,NA
21731,4873,0,8.16,0.97,0.62,0.06,0.11,1.76,1.76,NA,0
21733,4873,6,6.9,0.31,0.2,0.03,0.09,0.63,0.63,NA,0
21734,4873,21,7.44,0.41,0.1,0.02,0.08,0.61,0.61,NA,0
21739,4874,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21740,4874,4,13.92,7.88,0.25,0.08,0.11,8.32,8.32,NA,0
21741,4874,16,14.5,7.54,1.19,0.05,0.11,8.89,8.89,NA,0
21746,4875,0,25.1,14.8,3.36,0.73,0.12,19.01,19.01,NA,0
21747,4875,11,12.16,5.08,1.84,0.48,0.12,7.52,7.5200000000000005,NA,-8.881784197001252e-16
21748,4875,23,8.2,2.4,0.68,0.36,0.12,3.56,3.56,NA,0
21749,4876,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21750,4876,7,12.76,5.45,0.6,0.15,0.11,6.31,6.3100000000000005,NA,-8.881784197001252e-16
21751,4876,20,12.51,5.8,0.35,0.06,0.1,6.31,6.31,NA,0
21758,4877,0,15.79,7.49,1.68,0.9,0.22,10.29,10.290000000000001,NA,-1.7763568394002505e-15
21759,4877,19,12.59,5.9,0.3,0.41,0.08,6.69,6.69,NA,0
21765,4878,0,11.38,5.29,0.57,0.14,0.22,6.22,6.22,46.48,0
21766,4878,11,11.2,3.95,0.21,0.12,0.22,4.5,4.5,40.18,0
21771,4879,0,12.68,4.26,0.15,0.09,0.08,4.58,4.58,NA,0
21772,4879,12,10.51,2.92,0.25,0.06,0.08,3.31,3.31,NA,0
21777,4880,0,11.53,6.25,0.15,0.44,0.11,6.92,6.95,NA,-0.03000000000000025
21778,4880,16,10,4.26,0.55,0.3,0.12,5.21,5.2299999999999995,NA,-0.019999999999999574
21784,4881,0,9.03,2.63,0.34,0.44,0.11,3.52,3.52,NA,0
21785,4881,15,7.19,1.14,0.35,0.2,0.1,1.79,1.7899999999999998,NA,2.220446049250313e-16
21790,4882,0,7.21,0.15,0.15,0.1,0.07,0.37,0.47,NA,-0.09999999999999998
21795,4883,0,9.33,1.14,0.2,0.02,0.07,1.43,1.43,NA,0
21796,4883,11,7.29,0.59,0.05,0.04,0.05,0.73,0.73,NA,0
21802,4884,0,13.68,5.9,0.68,0.63,0.17,8.38,7.380000000000001,NA,1
21803,4884,17,11.12,5.9,0.25,0.19,0.13,6.47,6.470000000000001,NA,-8.881784197001252e-16
21809,4885,0,10.31,4.16,0.55,0.4,0.07,5.18,5.180000000000001,NA,-8.881784197001252e-16
21810,4885,10,10.2,4.36,0.5,0.07,0.07,5,5,NA,0
21815,4886,0,12,NA,NA,1.06,0.44,NA,1.5,NA,NA
21816,4886,8,12,NA,NA,1.1,0.92,NA,2.02,NA,NA
21817,4887,0,31.01,7.4,4.3,0.3,0.21,12.21,12.21,NA,0
21818,4887,6,25.24,5.68,3.04,0.12,0.2,4.04,9.04,NA,-4.999999999999999
21819,4887,13,21.62,6.6,3.8,0.12,0.2,10.72,10.719999999999999,NA,1.7763568394002505e-15
21823,4888,0,8,5.2,1.71,3.4,1.25,7.88,11.56,NA,-3.6800000000000006
21826,4889,0,33.47,26.1,1.24,0.75,0.38,28.47,28.470000000000002,NA,-3.552713678800501e-15
21828,4889,13,32.33,24.62,1.95,0.21,0.45,27.23,27.23,NA,0
21839,4890,0,15.84,3.2,1,0.22,0.12,4.54,4.54,NA,0
21840,4890,10,14.6,2.6,0.5,0.12,0.08,3.3,3.3000000000000003,NA,-4.440892098500626e-16
21829,4891,0,10,NA,NA,NA,NA,NA,0,NA,NA
21830,4891,6,16.7,NA,NA,NA,NA,NA,0,NA,NA
21831,4891,24,16.8,NA,NA,NA,NA,NA,0,NA,NA
21834,4892,0,18.9,NA,NA,0.79,0.97,NA,1.76,NA,NA
21835,4892,8,7.35,NA,NA,0.2,1.98,NA,2.18,NA,NA
21844,4893,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21845,4893,7,10.7,NA,NA,0.09,3.7,NA,3.79,NA,NA
21847,4894,0,10.1,NA,NA,0.91,0.15,NA,1.06,NA,NA
21848,4894,8,13.6,NA,NA,4.05,0.13,NA,4.18,NA,NA
21851,4895,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21852,4895,16,NA,NA,NA,NA,NA,NA,0,NA,NA
21857,4896,0,12.5,NA,NA,1.15,0.09,NA,1.24,NA,NA
21858,4896,7,13.7,NA,NA,0.91,0.07,NA,0.98,NA,NA
21862,4897,0,8.81,NA,NA,0.78,0.3,NA,1.08,NA,NA
21863,4897,6,9.84,NA,NA,0.51,0.76,NA,1.27,NA,NA
21864,4897,24,26,NA,NA,0.26,3.04,NA,3.3,NA,NA
21867,4898,0,51.7,25.6,6.1,0.76,0.56,NA,33.02,NA,NA
21868,4898,7,30,14.6,7.7,0.13,0.37,NA,22.8,NA,NA
21869,4898,20,24,4.6,2.7,0.06,0.32,NA,7.68,NA,NA
21873,4899,0,11.6,2.5,0.8,0.1,0.31,NA,3.71,NA,NA
21874,4899,23,12.2,2.7,2.7,0.06,0.31,NA,5.7700000000000005,NA,NA
21876,4900,0,10.8,6.4,4,1.16,0.27,NA,11.83,NA,NA
21877,4900,19,12.4,7,3.6,1.66,0.27,NA,12.53,NA,NA
21878,4901,0,74.9,8.7,7.3,2.74,2.34,NA,21.08,NA,NA
21879,4901,0,39.2,18.9,3.1,1.75,0.58,NA,24.33,NA,NA
21882,4902,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21883,4902,13,NA,NA,NA,NA,NA,NA,0,NA,NA
21887,4903,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21888,4903,3,6.26,NA,NA,1.48,0.608,NA,2.088,NA,NA
21889,4903,24,5.4,NA,NA,1.06,0.522,NA,1.582,NA,NA
21890,4904,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21891,4904,11,NA,NA,NA,NA,NA,NA,0,NA,NA
21892,4904,21,NA,NA,NA,NA,NA,NA,0,NA,NA
21895,4905,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21896,4905,20,NA,NA,NA,NA,NA,NA,0,NA,NA
21897,4906,0,NA,7,5.5,1.6,0.25,NA,14.35,NA,NA
21898,4906,19,NA,9.2,7.7,1.73,0.27,NA,18.9,NA,NA
21899,4907,0,7.6,4.2,0.8,4.13,0.19,7.39,9.32,97,-1.9300000000000006
21900,4907,20,6.26,NA,NA,3.4,0.26,NA,3.66,NA,NA
21905,4909,0,5.7,0.82,NA,0.02,0.25,NA,1.0899999999999999,NA,NA
21908,4910,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21909,4910,10,7.13,NA,NA,3.4,0.85,NA,4.25,NA,NA
21910,4911,0,8.2,6,0.91,0.94,0.03,7.88,7.88,NA,0
21911,4911,14,8.2,6.2,0.8,0.89,0.05,7.94,7.94,NA,0
21918,4912,0,14,7.25,4.73,1.44,0.51,NA,13.93,NA,NA
21919,4912,21,16.5,8.25,6.35,1.36,0.55,NA,16.509999999999998,NA,NA
21914,4913,0,7.48,NA,NA,1.53,6.78,NA,8.31,NA,NA
21915,4913,7,7.48,NA,NA,1.68,9.22,NA,10.9,NA,NA
21921,4914,0,NA,6.4,0.8,1.14,0.08,8.42,8.42,8.8,0
21922,4914,13,NA,NA,NA,1.09,0.31,NA,1.4000000000000001,8.34,NA
21924,4915,0,9.21,NA,NA,1.15,1.21,NA,2.36,NA,NA
21925,4915,6,12.17,NA,NA,2.05,0.8,NA,2.8499999999999996,NA,NA
21926,4915,19,13.91,NA,NA,1.94,1.1,NA,3.04,NA,NA
21928,4916,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21935,4917,0,22.6,10.87,11.82,0.98,0.55,NA,24.22,NA,NA
21936,4917,11,41.3,9.96,8.31,1.09,0.8,NA,20.16,NA,NA
21931,4918,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21932,4918,20,NA,NA,NA,NA,NA,NA,0,NA,NA
21939,4919,0,8.56,NA,NA,1.42,0.2,0.2,1.6199999999999999,NA,-1.42
21940,4919,19,13,NA,NA,1.22,0.34,0.34,1.56,NA,-1.22
21948,4920,0,19.1,12.9,12.3,1.79,0.32,NA,27.310000000000002,NA,NA
21949,4920,21,29.5,19.9,19.9,1.64,0.47,NA,41.91,NA,NA
21942,4921,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21951,4922,0,10.8,7.4,1.31,1.4,0.43,10.54,10.540000000000001,NA,-1.7763568394002505e-15
21952,4922,20,9.39,NA,NA,1.53,9.56,NA,11.09,NA,NA
21954,4923,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21955,4923,13,NA,NA,NA,NA,NA,NA,0,NA,NA
21963,4925,0,41.7,23.4,12.4,1.2,0.74,NA,37.74,NA,NA
21964,4925,12,26.1,16.5,14,1.67,0.64,NA,32.81,NA,NA
21965,4925,24,38.4,18.9,16.6,1.61,0.69,NA,37.8,NA,NA
21970,4926,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21971,4926,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21973,4927,0,26,19,2.77,3.2,0.62,25.59,25.59,NA,0
21974,4927,7,17.4,12.8,1.71,1.53,1.18,16.31,17.22,NA,-0.9100000000000001
21975,4927,17,20.4,12,0.8,2.46,3.09,18.35,18.35,NA,0
21977,4928,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21978,4928,12,NA,NA,NA,NA,NA,NA,0,NA,NA
21981,4930,0,21.88,NA,NA,2.18,0.72,NA,2.9000000000000004,NA,NA
21982,4930,20,23.32,NA,NA,2.53,0.95,NA,3.4799999999999995,NA,NA
21984,4931,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21985,4931,12,NA,NA,NA,NA,NA,NA,0,NA,NA
21992,4932,0,25.79,NA,NA,2.06,0.74,100,2.8,NA,97.2
21993,4932,18,28.51,NA,NA,2.09,0.85,100,2.94,NA,97.06
21988,4933,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21989,4933,14,NA,NA,NA,NA,NA,NA,0,NA,NA
21990,4933,23,NA,NA,NA,NA,NA,NA,0,NA,NA
21997,4934,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21998,4934,10,NA,NA,NA,NA,NA,NA,0,NA,NA
21999,4934,20,NA,NA,NA,NA,NA,NA,0,NA,NA
22007,4935,0,15.9,11.9,2.9,0.7,0.13,NA,15.63,NA,NA
22008,4935,9,25,17.9,4.8,0.83,0.13,NA,23.659999999999997,NA,NA
22009,4935,22,30,18,8.7,0.86,0.25,NA,27.81,NA,NA
22002,4936,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22003,4936,18,NA,NA,NA,NA,NA,NA,0,NA,NA
22014,4937,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22015,4937,21,NA,NA,NA,NA,NA,NA,0,NA,NA
22017,4938,0,18.9,17.5,4.9,0.76,0.65,NA,23.81,NA,NA
22018,4938,7,38.5,21.7,4.4,1.1,0.62,NA,27.82,NA,NA
22019,4938,12,44.8,27.7,6.9,1.03,0.26,NA,35.89,NA,NA
22020,4938,21,45.4,27.7,9.3,0.91,0.13,NA,38.04,NA,NA
22024,4939,0,12.09,2.92,0.84,0.53,0.55,NA,4.84,NA,NA
22026,4940,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22027,4940,20,13,NA,NA,1.1,0.3,NA,1.4000000000000001,NA,NA
22031,4941,0,19.29,4,3.15,0.24,0.35,NA,7.74,NA,NA
22030,4941,2,NA,NA,NA,NA,NA,NA,0,NA,NA
22029,4941,6,NA,NA,NA,NA,NA,NA,0,NA,NA
22044,4942,0,19.4,NA,NA,0.66,0.76,NA,1.42,NA,NA
22045,4942,10,11,NA,NA,0.77,2.25,NA,3.02,NA,NA
22033,4943,0,5.02,3.13,1.87,0.14,0.24,NA,5.38,NA,NA
22034,4943,22,19.99,1.94,1.74,0.18,0.29,NA,4.15,NA,NA
22037,4944,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22038,4944,10,NA,NA,NA,NA,NA,NA,0,NA,NA
22041,4945,0,NA,7.14,4.28,0.47,0.14,NA,12.03,13.48,NA
22050,4946,0,24.85,12.16,4.06,0.1,0.56,NA,16.88,NA,NA
22051,4946,24,18.44,9.01,2.65,0.67,1.13,NA,13.459999999999999,NA,NA
22057,4947,0,1.81,NA,NA,0.39,1.27,NA,1.6600000000000001,NA,NA
22060,4948,0,20.8,9359,3.99,1.18,0.1,71.44,9364.27,NA,-9292.83
22061,4948,24,24.13,12.18,7.82,1.1,0.15,88,21.25,NA,66.75
22068,4950,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22069,4950,20,NA,NA,NA,NA,NA,NA,0,NA,NA
22071,4951,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22072,4951,5,26.7,5.8,0.81,0.14,0.01,6.8,6.76,NA,0.040000000000000036
22075,4952,0,8.16,NA,NA,1.06,NA,NA,1.06,NA,NA
22078,4953,0,31.83,14.79,7.71,0.05,0.4,72,22.95,NA,49.05
22085,4954,0,12,NA,NA,2.06,0.58,NA,2.64,NA,NA
22086,4954,8,9.2,6.1,1.05,0.42,0.26,7.83,7.83,NA,0
22087,4954,19,13.2,NA,NA,1.64,0.72,NA,2.36,NA,NA
22090,4955,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22091,4955,19,NA,NA,NA,NA,NA,NA,0,NA,NA
22094,4956,0,32.6,NA,NA,3.26,0.94,NA,4.199999999999999,NA,NA
22102,4957,0,30.9,19.53,7.92,1,0.28,93,28.73,NA,64.27
22103,4957,15,32.6,20.8,8.77,0.43,0.41,93,30.41,NA,62.59
22108,4958,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22109,4958,17,NA,NA,NA,NA,NA,NA,0,NA,NA
22112,4959,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22116,4960,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22119,4961,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22120,4961,12,NA,NA,NA,NA,NA,NA,0,NA,NA
22127,4962,0,22.6,14.66,6.95,0.8,0.26,100,22.67,NA,77.33
22128,4962,16,22.4,14.49,7.04,0.85,0.34,101.4,22.72,NA,78.68
22123,4963,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22124,4963,15,NA,NA,NA,NA,NA,NA,0,NA,NA
22131,4964,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22136,4965,0,30,8.2,1.35,0.08,NA,10,9.629999999999999,NA,0.370000000000001
22137,4966,0,18,4,1.6,0.1,NA,5.6,5.7,NA,-0.10000000000000053
22138,4966,20,NA,NA,NA,NA,NA,NA,0,NA,NA
22140,4967,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22141,4968,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22145,4969,0,NA,NA,NA,NA,NA,NA,0,NA,NA
22148,4970,0,NA,NA,NA,NA,NA,NA,0,NA,NA
