idh,idp,y,x,top,bot,colh,cols,cec,bsum,bsat,oc,ph,clay,h_humedo,value_humedo,chroma_humedo,h_seco,value_seco,chroma_seco
19052,4195,-28.8947,-61.6905,8,24,NA,NA,26.38,21.98,NA,1.99,NA,33.5,NA,,,NA,,
19053,4195,-28.8947,-61.6905,24,50,NA,NA,26.78,21.3,NA,1.31,NA,34,NA,,,NA,,
19054,4195,-28.8947,-61.6905,50,70,NA,NA,23.45,20.17,NA,0.99,NA,30,NA,,,NA,,
19057,4196,-29.84195,-60.277167,0,12,NA,NA,20.04,16.7,NA,2.49,NA,17,NA,,,NA,,
19058,4196,-29.84195,-60.277167,12,15,NA,NA,16.36,12.56,NA,1.12,NA,19,NA,,,NA,,
19059,4196,-29.84195,-60.277167,15,35,NA,NA,16.72,15.27,NA,0.8,NA,25,NA,,,NA,,
19060,4196,-29.84195,-60.277167,35,62,NA,NA,25.08,22.69,NA,0.65,NA,36.5,NA,,,NA,,
19063,4197,-29.463117,-59.754417,0,20,NA,NA,4.92,4.77,NA,0.38,NA,4,NA,,,NA,,
19064,4197,-29.463117,-59.754417,20,55,NA,NA,4.95,3.99,NA,0.47,NA,8,NA,,,NA,,
19067,4198,-28.667583,-59.827133,0,7,NA,NA,18.72,12.31,NA,2.2,NA,NA,NA,,,NA,,
19068,4198,-28.667583,-59.827133,7,8,NA,NA,18.9,13.95,NA,1.51,NA,NA,NA,,,NA,,
19069,4198,-28.667583,-59.827133,8,35,NA,NA,28.28,24.12,NA,1.49,NA,NA,NA,,,NA,,
19070,4198,-28.667583,-59.827133,35,45,NA,NA,28.72,28.3,NA,0.75,NA,NA,NA,,,NA,,
19071,4198,-28.667583,-59.827133,45,70,NA,NA,26.9,27.45,NA,0.49,NA,NA,NA,,,NA,,
19073,4199,-28.671433,-59.804683,0,15,NA,NA,22.33,19.62,NA,2.21,NA,18.5,NA,,,NA,,
19074,4199,-28.671433,-59.804683,15,28,NA,NA,19.16,15.72,NA,1.33,NA,27,NA,,,NA,,
19075,4199,-28.671433,-59.804683,28,47,NA,NA,24.96,21.61,NA,0.9,NA,34,NA,,,NA,,
19076,4199,-28.671433,-59.804683,47,70,NA,NA,28.28,25.31,NA,0.53,NA,41,NA,,,NA,,
19077,4200,-28.628833,-59.994283,0,4,NA,NA,26.28,21.17,NA,2.98,NA,29.5,NA,,,NA,,
19078,4200,-28.628833,-59.994283,4,23,NA,NA,26.38,22.04,NA,1.04,NA,37.5,NA,,,NA,,
19079,4200,-28.628833,-59.994283,23,34,NA,NA,31.52,28.34,NA,0.8,NA,42,NA,,,NA,,
19080,4200,-28.628833,-59.994283,34,50,NA,NA,31.2,34.58,NA,0.55,NA,37.5,NA,,,NA,,
19081,4200,-28.628833,-59.994283,50,70,NA,NA,31.9,32.45,NA,0.4,NA,30,NA,,,NA,,
19089,4201,-28.416667,-61.47675,0,6,NA,NA,27.9,23.16,NA,3.15,NA,28.5,NA,,,NA,,
19090,4201,-28.416667,-61.47675,6,25,NA,NA,23.45,17.14,NA,1.81,NA,28,NA,,,NA,,
19091,4201,-28.416667,-61.47675,25,40,NA,NA,22.33,19.05,NA,0.76,NA,31.5,NA,,,NA,,
19092,4201,-28.416667,-61.47675,40,75,NA,NA,29.01,26.29,NA,0.53,NA,43.5,NA,,,NA,,
19095,4202,-29.932267,-61.90075,0,10,NA,NA,26.78,19.31,NA,1.83,NA,26.5,NA,,,NA,,
19096,4202,-29.932267,-61.90075,10,25,NA,NA,26.78,20.55,NA,1.65,NA,29,NA,,,NA,,
19097,4202,-29.932267,-61.90075,25,35,NA,NA,22.33,21.19,NA,0.93,NA,27,NA,,,NA,,
19098,4202,-29.932267,-61.90075,35,50,NA,NA,21.99,19.85,NA,0.81,NA,30,NA,,,NA,,
19099,4202,-29.932267,-61.90075,50,90,NA,NA,29.57,23.75,NA,0.39,NA,40.5,NA,,,NA,,
19101,4203,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19102,4203,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19103,4203,NA,NA,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19104,4203,NA,NA,40,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19106,4204,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19107,4204,NA,NA,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19108,4204,NA,NA,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19109,4204,NA,NA,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19113,4205,-40.7066,-64.142733,0,3,10YR 4/2,10YR 6/2,NA,NA,NA,0.85,NA,15.65,10YR,4,2,10YR,6,2
19114,4205,-40.7066,-64.142733,3,15,10YR 4/2,10YR 5/2,NA,NA,NA,0.71,NA,12.9,10YR,4,2,10YR,5,2
19115,4205,-40.7066,-64.142733,15,42,10YR 4/2,10YR 6/2,NA,NA,NA,0.47,NA,14.05,10YR,4,2,10YR,6,2
19116,4205,-40.7066,-64.142733,42,115,10YR 5/3,10YR 7/2,NA,NA,NA,NA,NA,15.05,10YR,5,3,10YR,7,2
19118,4206,-40.711183,-64.520083,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19119,4206,-40.711183,-64.520083,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19120,4206,-40.711183,-64.520083,14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19121,4206,-40.711183,-64.520083,24,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19122,4206,-40.711183,-64.520083,43,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19124,4207,NA,NA,0,17,5YR 3/2,5YR 5/2,16.2,15.7,97,1.19,5.9,19.2,5YR,3,2,5YR,5,2
19125,4207,NA,NA,17,42,5YR 2/1,5YR 4/1,17.4,18.2,100,1.13,6.5,30.6,5YR,2,1,5YR,4,1
19126,4207,NA,NA,42,60,5YR 3/2,5YR 5/2,17.3,16.8,97,0.74,6.7,33.7,5YR,3,2,5YR,5,2
19128,4208,NA,NA,0,12,7.5YR 2/1,7.5YR 4/1,28.8,29.6,100,2.51,5.8,50.1,7.5YR,2,1,7.5YR,4,1
19129,4208,NA,NA,12,35,7.5YR 4/3,7.5YR 5/3,30.3,29.9,100,0.76,6.5,70.1,7.5YR,4,3,7.5YR,5,3
19130,4208,NA,NA,35,53,7.5YR 2/1,7.5YR 4/1,16.8,21.3,100,0.96,6.8,30,7.5YR,2,1,7.5YR,4,1
19133,4209,NA,NA,0,7,5YR 4/2,5YR 6/2,20.1,14.5,72,1.66,5.5,30,5YR,4,2,5YR,6,2
19134,4209,NA,NA,7,23,5YR 4/3,5YR 6/3,16.4,14.8,90,0.95,6.2,26,5YR,4,3,5YR,6,3
19135,4209,NA,NA,23,38,5YR 4/4,5YR 6/4,18.7,20.8,100,0.37,6.4,31,5YR,4,4,5YR,6,4
19136,4209,NA,NA,38,56,5YR 4/6,5YR 5/6,18.1,17.2,95,NA,6.7,28,5YR,4,6,5YR,5,6
19139,4210,-32.342433,-66.258717,0,30,7.5YR 4/2,10YR 5/2,NA,NA,NA,NA,NA,NA,7.5YR,4,2,10YR,5,2
19140,4210,-32.342433,-66.258717,30,90,7.5YR 4/2,NA,NA,NA,NA,NA,NA,NA,7.5YR,4,2,NA,,
19141,4211,-35.94705,-65.381567,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19142,4211,-35.94705,-65.381567,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19143,4211,-35.94705,-65.381567,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19144,4211,-35.94705,-65.381567,28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19146,4212,-29.123033,-60.790783,0,16,NA,NA,16.28,16.37,NA,1.51,NA,17,NA,,,NA,,
19147,4212,-29.123033,-60.790783,16,35,NA,NA,22.6,25.16,NA,0.36,NA,37.5,NA,,,NA,,
19148,4212,-29.123033,-60.790783,35,70,NA,NA,28.1,31.32,NA,0.26,NA,44,NA,,,NA,,
19149,4213,-29.179483,-61.8375,0,4,NA,NA,22.33,20.69,NA,2.04,NA,25,NA,,,NA,,
19150,4213,-29.179483,-61.8375,4,19,NA,NA,20.11,21.89,NA,1.3,NA,24,NA,,,NA,,
19151,4213,-29.179483,-61.8375,19,35,NA,NA,26.78,29.48,NA,0.65,NA,35.5,NA,,,NA,,
19152,4213,-29.179483,-61.8375,35,50,NA,NA,26.78,27.74,NA,0.44,NA,36.5,NA,,,NA,,
19153,4213,-29.179483,-61.8375,50,100,NA,NA,23.3,23.63,NA,0.25,NA,33.5,NA,,,NA,,
19155,4214,NA,NA,0,25,7.5YR 5/4,7.5YR 6/4,10.2,9.9,97,0.62,6,18,7.5YR,5,4,7.5YR,6,4
19156,4214,NA,NA,25,60,7.5YR 5/4,7.5YR 6/4,7.3,NA,NA,0.14,7,10.8,7.5YR,5,4,7.5YR,6,4
19158,4215,NA,NA,0,8,7.5YR 3/2,7.5YR 5/2,21.8,18,82,2.9,5.4,37.9,7.5YR,3,2,7.5YR,5,2
19159,4215,NA,NA,8,20,7.5YR 3/3,7.5YR 5/3,25.7,24.4,95,1.45,6.5,43.5,7.5YR,3,3,7.5YR,5,3
19160,4215,NA,NA,20,32,7.5YR 4/3,7.5YR 4/4,26.7,27.7,100,0.97,6.8,57.9,7.5YR,4,3,7.5YR,4,4
19161,4215,NA,NA,32,44,7.5YR 4/4,7.5YR 4/4,28,NA,NA,0.68,7.3,43.1,7.5YR,4,4,7.5YR,4,4
19162,4215,NA,NA,44,75,NA,NA,7.2,NA,NA,0.15,7.5,9.4,NA,,,NA,,
19163,4216,-28.479083,-65.597067,0,18,10YR 3/2,10YR 4/2,NA,NA,NA,NA,NA,NA,10YR,3,2,10YR,4,2
19164,4216,-28.479083,-65.597067,18,30,10YR 3/3,10YR 5/3,NA,NA,NA,NA,NA,NA,10YR,3,3,10YR,5,3
19165,4216,-28.479083,-65.597067,30,90,10YR 4/4,10YR 5/4,NA,NA,NA,NA,NA,NA,10YR,4,4,10YR,5,4
19169,4217,-38.65,-70.883333,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19170,4217,-38.65,-70.883333,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19171,4217,-38.65,-70.883333,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19173,4218,-40.352044,-70.641153,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19174,4218,-40.352044,-70.641153,0,25,5YR 2/2,10YR 3/3,NA,NA,NA,NA,NA,NA,5YR,2,2,10YR,3,3
19175,4218,-40.352044,-70.641153,25,90,10YR 3/2,2.5YR 4/3,NA,NA,NA,NA,NA,NA,10YR,3,2,2.5YR,4,3
19177,4220,-39.368645,-71.216182,0,15,10YR 2/2 2/1,7.5YR 4/2,NA,NA,NA,NA,NA,NA,10YR,2,2 2,7.5YR,4,2
19178,4220,-39.368645,-71.216182,15,50,10YR 2/2,7.5YR 5/2,NA,NA,NA,NA,NA,NA,10YR,2,2,7.5YR,5,2
19179,4220,-39.368645,-71.216182,50,85,7.5YR 2/2 3/2,10YR 5/3,NA,NA,NA,NA,NA,NA,7.5YR,2,2 3,10YR,5,3
19182,4221,-43.7,-67.266667,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19183,4221,-43.7,-67.266667,10,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19184,4221,-43.7,-67.266667,22,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19185,4222,-39.705842,-70.968219,0,20,10YR 2/2,7.5YR 5/2,NA,NA,NA,NA,NA,NA,10YR,2,2,7.5YR,5,2
19189,4222,-39.705842,-70.968219,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19192,4222,-39.705842,-70.968219,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19190,4222,-39.705842,-70.968219,40,70,10YR 3/2,7.5YR 2/2,NA,NA,NA,NA,NA,NA,10YR,3,2,7.5YR,2,2
19186,4223,-43.609269,-66.560726,0,10,10YR 4/3,10YR 4/2,NA,NA,NA,NA,NA,NA,10YR,4,3,10YR,4,2
19187,4223,-43.609269,-66.560726,10,30,10YR 5/3,10YR 7/2,NA,NA,NA,NA,NA,NA,10YR,5,3,10YR,7,2
19188,4223,-43.609269,-66.560726,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19193,4224,-43.510643,-66.217015,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19194,4224,-43.510643,-66.217015,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19195,4224,-43.510643,-66.217015,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19196,4226,-43.283333,-65.716667,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19197,4226,-43.283333,-65.716667,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19198,4226,-43.283333,-65.716667,6,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19199,4227,-39.705475,-71.600379,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19204,4227,-39.705475,-71.600379,20,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19200,4228,NA,NA,0,18,7.5YR 3/4,7.5YR 5/4,24.8,45.4,100,1.11,7.7,55.1,7.5YR,3,4,7.5YR,5,4
19201,4228,NA,NA,18,49,7.5YR 5/4,7.5YR 5/4,24.5,37,100,0.41,8.4,66.1,7.5YR,5,4,7.5YR,5,4
19202,4228,NA,NA,49,65,7.5YR 4/4,7.5YR 5/4,26.4,30,100,0.37,9.1,69.8,7.5YR,4,4,7.5YR,5,4
19208,4229,-40.187036,-71.36295,0,20,10YR 3/2,10YR 3/1,NA,NA,NA,NA,NA,NA,10YR,3,2,10YR,3,1
19209,4229,-40.187036,-71.36295,20,45,10YR 2/2,10YR 3/1,NA,NA,NA,NA,NA,NA,10YR,2,2,10YR,3,1
19210,4229,-40.187036,-71.36295,45,95,10YR 4/2,10YR 5/2,NA,NA,NA,NA,NA,NA,10YR,4,2,10YR,5,2
19213,4230,-40.977589,-71.374641,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19214,4230,-40.977589,-71.374641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19215,4230,-40.977589,-71.374641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19216,4230,-40.977589,-71.374641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19217,4231,-41.051163,-71.562443,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19218,4231,-41.051163,-71.562443,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19219,4231,-41.051163,-71.562443,0,1,10YR 7/1,NA,NA,NA,NA,NA,NA,NA,10YR,7,1,NA,,
19220,4231,-41.051163,-71.562443,1,7,7.5YR 2/2,NA,NA,NA,NA,NA,NA,NA,7.5YR,2,2,NA,,
19221,4231,-41.051163,-71.562443,7,25,10YR 3/3,NA,NA,NA,NA,NA,NA,NA,10YR,3,3,NA,,
19222,4231,-41.051163,-71.562443,25,75,10YR 4/3,NA,NA,NA,NA,NA,NA,NA,10YR,4,3,NA,,
19225,4232,NA,NA,0,9,5YR 2/1,5YR 4/1,25.5,18.5,73,3.24,5.1,33.8,5YR,2,1,5YR,4,1
19226,4232,NA,NA,9,21,5YR 3/1,5YR 4/1,20,14.3,71,1.91,5.5,26.5,5YR,3,1,5YR,4,1
19227,4232,NA,NA,21,36,5YR 2/1,5YR 4/1,27,22.3,83,0.64,6.3,44.7,5YR,2,1,5YR,4,1
19228,4232,NA,NA,36,63,5YR 4/2,5YR 5/2,26,NA,NA,0.27,7.6,40.9,5YR,4,2,5YR,5,2
19230,4233,NA,NA,0,8,5YR 3/2,5YR 5/2,27.1,24,89,3.23,5.6,29.5,5YR,3,2,5YR,5,2
19231,4233,NA,NA,8,20,5YR 4/2,5YR 5/2,21.4,16.9,79,1.47,5.5,32.7,5YR,4,2,5YR,5,2
19232,4233,NA,NA,20,41,5YR 3/2,5YR 4/3,24,18.8,78,0.95,5.8,37.6,5YR,3,2,5YR,4,3
19233,4233,NA,NA,41,53,5YR 3/3,5YR 3/4,25.6,22.6,88,0.69,6.1,38,5YR,3,3,5YR,3,4
19236,4235,-42.917477,-70.696922,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19238,4235,-42.917477,-70.696922,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19237,4235,-42.917477,-70.696922,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19239,4236,-42.096129,-71.532246,0,NA,10YR 3/2,NA,NA,NA,NA,NA,NA,NA,10YR,3,2,NA,,
19240,4236,-42.096129,-71.532246,0,NA,10YR 4.5/4,NA,NA,NA,NA,NA,NA,NA,10YR,4.5,4,NA,,
19241,4240,-43.857142,-68.997176,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19242,4240,-43.857142,-68.997176,25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19243,4240,-43.857142,-68.997176,45,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19244,4241,-43.802815,-67.576712,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19245,4241,-43.802815,-67.576712,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19246,4241,-43.802815,-67.576712,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19247,4241,-43.802815,-67.576712,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19248,4242,-42.876017,-65.211888,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19249,4242,-42.876017,-65.211888,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19250,4242,-42.876017,-65.211888,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19251,4242,-42.876017,-65.211888,29,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19252,4243,-42.510307,-65.198441,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19253,4244,-41.681799,-71.414787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19254,4244,-41.681799,-71.414787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19255,4244,-41.681799,-71.414787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19256,4244,-41.681799,-71.414787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19257,4245,-23.371947,-64.43082,0,16,5YR 3/4,5YR 6/3,31.5,NA,NA,1.85,NA,31.6,5YR,3,4,5YR,6,3
19258,4245,-23.371947,-64.43082,16,34,7.5YR 3/2,7.5YR 5/2,31.5,NA,NA,0.36,NA,37,7.5YR,3,2,7.5YR,5,2
19259,4245,-23.371947,-64.43082,34,60,5YR 4/6,5YR 7/4,31.5,NA,NA,0.42,NA,44.6,5YR,4,6,5YR,7,4
19264,4246,-42.31103,-71.214819,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19265,4246,-42.31103,-71.214819,18,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19262,4247,-24.5737,-64.9229,0,20,10YR 4/2,10YR 6/2,25.3,NA,NA,0.87,8.5,26,10YR,4,2,10YR,6,2
19263,4247,-24.5737,-64.9229,20,38,7.5YR 4/2,7.5YR 6/2,26.6,NA,NA,0.38,8.6,36,7.5YR,4,2,7.5YR,6,2
19273,4247,-24.5737,-64.9229,38,80,7.5YR 4/3,7.5YR 6/2,23.8,NA,NA,0.19,8.5,32,7.5YR,4,3,7.5YR,6,2
19274,4247,-24.5737,-64.9229,38,110,7.5YR 4/4,7.5YR 6/4,25,NA,NA,0.14,8.6,35,7.5YR,4,4,7.5YR,6,4
19269,4248,NA,NA,0,32,7.5YR 4/4,7.5YR 6/4,14.7,13.7,93,1.22,6.4,15.2,7.5YR,4,4,7.5YR,6,4
19270,4248,NA,NA,32,55,7.5YR 4/3,7.5YR 6/3,17.1,NA,NA,0.5,7.6,21,7.5YR,4,3,7.5YR,6,3
19266,4249,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19268,4249,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19267,4249,NA,NA,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19275,4250,NA,NA,0,20,5YR 4/1,5YR 6/1,20.3,18.4,91,1.95,6.5,32.5,5YR,4,1,5YR,6,1
19276,4250,NA,NA,20,50,5YR 2/2,5YR 3/2,19.2,17,88,0.41,6.1,32.2,5YR,2,2,5YR,3,2
19277,4250,NA,NA,50,75,5YR 2/3,5YR 4/3,23.7,32,100,0.2,7.5,51.3,5YR,2,3,5YR,4,3
19500,4252,-23.377113,-64.456597,0,17,5YR 3/4,5YR 6/3,8.18,9.13,NA,0.65,7,8.5,5YR,3,4,5YR,6,3
19501,4252,-23.377113,-64.456597,17,40,5YR 4/4,5YR 6/4,7.3,NA,NA,0.2,8.5,5.5,5YR,4,4,5YR,6,4
19502,4252,-23.377113,-64.456597,40,100,5YR 5/4,5YR 6/4,4.3,NA,NA,0.07,8.6,3.5,5YR,5,4,5YR,6,4
19279,4253,-41.253091,-65.320354,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19280,4253,-41.253091,-65.320354,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19281,4253,-41.253091,-65.320354,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19282,4253,-41.253091,-65.320354,45,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19283,4254,-40.576698,-62.859798,0,NA,10YR 4/3,10YR 6/3,NA,NA,NA,NA,NA,NA,10YR,4,3,10YR,6,3
19284,4254,-40.576698,-62.859798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19285,4254,-40.576698,-62.859798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19286,4254,-40.576698,-62.859798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19287,4255,-40.090523,-62.611404,0,10,10YR 3.5/3,10YR 5/3,NA,NA,NA,NA,NA,NA,10YR,3.5,3,10YR,5,3
19288,4255,-40.090523,-62.611404,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19289,4256,-38.701558,-61.189825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19292,4257,-38.587712,-60.829168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19293,4257,-38.587712,-60.829168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19294,4257,-38.587712,-60.829168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19295,4258,NA,NA,0,18,5YR 3/2,5YR 5/2,23.4,18.6,79,2.6,5.9,38.5,5YR,3,2,5YR,5,2
19296,4258,NA,NA,18,40,5YR 4/2,5YR 6/2,31.4,31.2,99,0.99,6.6,54.4,5YR,4,2,5YR,6,2
19297,4258,NA,NA,40,77,5YR 4/3,5YR 5/3,32.3,31.4,97,0.3,6.9,48.6,5YR,4,3,5YR,5,3
19313,4259,-27.483333,-61.65,0,6,NA,NA,34.5,32.5,94.2,NA,NA,36.3,NA,,,NA,,
19314,4259,-27.483333,-61.65,6,20,NA,NA,37.5,35.5,94.7,NA,NA,38.5,NA,,,NA,,
19315,4259,-27.483333,-61.65,20,35,NA,NA,42.2,42.2,100,NA,NA,38.9,NA,,,NA,,
19316,4259,-27.483333,-61.65,35,50,NA,NA,42.5,42.5,100,NA,NA,28.75,NA,,,NA,,
19317,4259,-27.483333,-61.65,50,80,NA,NA,58.7,58.7,100,NA,NA,20.25,NA,,,NA,,
19300,4260,NA,NA,0,12,10YR4/2,10YR7/2,NA,NA,NA,0.42,8.2,NA,10YR,4,2,10YR,7,2
19301,4260,NA,NA,12,37,10YR4/2,10YR7/2,NA,NA,NA,0.45,8.95,NA,10YR,4,2,10YR,7,2
19302,4260,NA,NA,37,58,10YR5/3,10YR6/3,NA,NA,NA,NA,9.3,NA,10YR,5,3,10YR,6,3
19304,4261,NA,NA,0,20,5YR 3/1,5YR 6/1,29.6,18,61,2.98,5,35.9,5YR,3,1,5YR,6,1
19305,4261,NA,NA,20,52,5YR 2/2,5YR 4/2,21.8,16.2,74,0.64,5.9,38.8,5YR,2,2,5YR,4,2
19355,4262,NA,NA,0,25,7.5YR 4/4,7.5YR 6/4,7.5,6,80,0.74,5.6,5,7.5YR,4,4,7.5YR,6,4
19356,4262,NA,NA,25,34,7.5YR 3/3,7.5YR 6/3,9.9,7.3,74,1.1,5.6,7,7.5YR,3,3,7.5YR,6,3
19357,4262,NA,NA,34,90,7.5YR 5/4,7.5YR 7/4,5.1,5.1,100,0.23,5.9,6,7.5YR,5,4,7.5YR,7,4
19309,4263,NA,NA,0,7,10YR4/2,10YR7/2,NA,NA,22.14,0.42,8,5.09,10YR,4,2,10YR,7,2
19312,4263,NA,NA,0,NA,NA,NA,NA,NA,34.28,0.34,7.8,NA,NA,,,NA,,
19310,4263,NA,NA,7,25,7.5YR4/4,7.5YR5/4,NA,NA,48.3,0.03,8.5,12.75,7.5YR,4,4,7.5YR,5,4
19311,4263,NA,NA,25,51,10YR5/4,10YR6/4,NA,NA,47.69,0.18,7.95,42.08,10YR,5,4,10YR,6,4
19320,4264,-27.334767,-58.934014,0,8,10YR 3/2,10YR 5/1,NA,NA,NA,NA,NA,NA,10YR,3,2,10YR,5,1
19321,4264,-27.334767,-58.934014,8,32,10YR 4/2,10YR 6/1,NA,NA,NA,NA,NA,NA,10YR,4,2,10YR,6,1
19322,4264,-27.334767,-58.934014,32,52,10YR 3/2,7.5YR 4/2,NA,NA,NA,NA,NA,NA,10YR,3,2,7.5YR,4,2
19329,4265,NA,NA,0,29,10YR5/3,10YR7/3,NA,NA,22.53,0.37,7.95,8.2,10YR,5,3,10YR,7,3
19330,4265,NA,NA,29,44,10YR6/4,10YR7/4,NA,NA,42.79,0.26,8.7,27.66,10YR,6,4,10YR,7,4
19331,4265,NA,NA,44,59,10YR6/4,10YR6/4,NA,NA,52.77,0.31,8.8,30.42,10YR,6,4,10YR,6,4
19333,4266,-27.333333,-58.916667,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19334,4266,-27.333333,-58.916667,18,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19335,4266,-27.333333,-58.916667,40,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,
19345,4267,NA,NA,0,13,10YR4/2,10YR7/2,NA,NA,24.43,0.71,8,NA,10YR,4,2,10YR,7,2
19346,4267,NA,NA,13,50,10YR4/4,10YR4/4,NA,NA,39.75,0.21,8.4,NA,10YR,4,4,10YR,4,4
